,Unnamed: 0,Slide ID,Options,Correct ID,pos_array,pos_delta
4006,4006,HIND463612,We can blend breads in an oven.,1,"[""('We', 'PRP')"", ""('can', 'MD')"", ""('blend', 'VB')"", ""('breads', 'NNS')"", ""('in', 'IN')"", ""('an', 'DT')"", ""('oven', 'NN')"", ""('.', '.')""]","[""('blend', 'VB')""]"
4007,4007,HIND463612,We can freeze breads in an oven.,1,"[""('We', 'PRP')"", ""('can', 'MD')"", ""('freeze', 'VB')"", ""('breads', 'NNS')"", ""('in', 'IN')"", ""('an', 'DT')"", ""('oven', 'NN')"", ""('.', '.')""]","[""('freeze', 'VB')""]"
4008,4008,HIND465732,They freeze meat in the oven.,3,"[""('They', 'PRP')"", ""('freeze', 'VBP')"", ""('meat', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('oven', 'NN')"", ""('.', '.')""]","[""('freeze', 'VBP')""]"
4009,4009,HIND465732,They chop meat in the oven.,3,"[""('They', 'PRP')"", ""('chop', 'VBP')"", ""('meat', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('oven', 'NN')"", ""('.', '.')""]","[""('chop', 'VBP')""]"
4010,4010,HIND465732,They roast meat in the oven.,3,"[""('They', 'PRP')"", ""('roast', 'VBP')"", ""('meat', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('oven', 'NN')"", ""('.', '.')""]",[]
4011,4011,HIND465732,They mix meat in the oven.,3,"[""('They', 'PRP')"", ""('mix', 'VBP')"", ""('meat', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('oven', 'NN')"", ""('.', '.')""]","[""('mix', 'VBP')""]"
4012,4012,HIND467916,You can buy the chicken in the microwave.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('buy', 'VB')"", ""('the', 'DT')"", ""('chicken', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('microwave', 'NN')"", ""('.', '.')""]","[""('buy', 'VB')""]"
4013,4013,HIND467916,You can defrost the chicken in the microwave.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('defrost', 'VB')"", ""('the', 'DT')"", ""('chicken', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('microwave', 'NN')"", ""('.', '.')""]",[]
4014,4014,HIND467916,You can grind the chicken in the microwave.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('grind', 'VB')"", ""('the', 'DT')"", ""('chicken', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('microwave', 'NN')"", ""('.', '.')""]","[""('grind', 'VB')""]"
4015,4015,HIND467916,You can freeze the chicken in the microwave.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('freeze', 'VB')"", ""('the', 'DT')"", ""('chicken', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('microwave', 'NN')"", ""('.', '.')""]","[""('freeze', 'VB')""]"
4016,4016,HIND469354,You will need a wooden spoon to shake the food.,4,"[""('You', 'PRP')"", ""('will', 'MD')"", ""('need', 'VB')"", ""('a', 'DT')"", ""('wooden', 'JJ')"", ""('spoon', 'NN')"", ""('to', 'TO')"", ""('shake', 'VB')"", ""('the', 'DT')"", ""('food', 'NN')"", ""('.', '.')""]","[""('shake', 'VB')""]"
4017,4017,HIND469354,You will need a wooden spoon to chop the food.,4,"[""('You', 'PRP')"", ""('will', 'MD')"", ""('need', 'VB')"", ""('a', 'DT')"", ""('wooden', 'JJ')"", ""('spoon', 'NN')"", ""('to', 'TO')"", ""('chop', 'VB')"", ""('the', 'DT')"", ""('food', 'NN')"", ""('.', '.')""]","[""('chop', 'VB')""]"
4018,4018,HIND469354,You will need a wooden spoon to burn the food.,4,"[""('You', 'PRP')"", ""('will', 'MD')"", ""('need', 'VB')"", ""('a', 'DT')"", ""('wooden', 'JJ')"", ""('spoon', 'NN')"", ""('to', 'TO')"", ""('burn', 'VB')"", ""('the', 'DT')"", ""('food', 'NN')"", ""('.', '.')""]","[""('burn', 'VB')""]"
4019,4019,HIND469354,You will need a wooden spoon to stir the food.,4,"[""('You', 'PRP')"", ""('will', 'MD')"", ""('need', 'VB')"", ""('a', 'DT')"", ""('wooden', 'JJ')"", ""('spoon', 'NN')"", ""('to', 'TO')"", ""('stir', 'VB')"", ""('the', 'DT')"", ""('food', 'NN')"", ""('.', '.')""]",[]
4020,4020,HIND471197,You can make milkshakes with a blender.,1,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('make', 'VB')"", ""('milkshakes', 'NNS')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('blender', 'NN')"", ""('.', '.')""]",[]
4021,4021,HIND471197,You can make milkshakes with a oven.,1,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('make', 'VB')"", ""('milkshakes', 'NNS')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('oven', 'NN')"", ""('.', '.')""]","[""('oven', 'NN')""]"
4022,4022,HIND471197,You can make milkshakes with a microwave.,1,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('make', 'VB')"", ""('milkshakes', 'NNS')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('microwave', 'NN')"", ""('.', '.')""]","[""('microwave', 'NN')""]"
4023,4023,HIND471197,You can make milkshakes with a knife.,1,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('make', 'VB')"", ""('milkshakes', 'NNS')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('knife', 'NN')"", ""('.', '.')""]","[""('knife', 'NN')""]"
4024,4024,HIND472636,You need to great the cheese to put on the pizza.,2,"[""('You', 'PRP')"", ""('need', 'VBP')"", ""('to', 'TO')"", ""('great', 'JJ')"", ""('the', 'DT')"", ""('cheese', 'NN')"", ""('to', 'TO')"", ""('put', 'VB')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('pizza', 'NN')"", ""('.', '.')""]","[""('great', 'JJ')""]"
4025,4025,HIND472636,You need to grate the cheese to put on the pizza.,2,"[""('You', 'PRP')"", ""('need', 'VBP')"", ""('to', 'TO')"", ""('grate', 'VB')"", ""('the', 'DT')"", ""('cheese', 'NN')"", ""('to', 'TO')"", ""('put', 'VB')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('pizza', 'NN')"", ""('.', '.')""]",[]
4026,4026,HIND472636, ,2,[],[]
4027,4027,HIND472636, ,2,[],[]
4028,4028,HIND474488,I slice the bread with a knife.,1,"[""('I', 'PRP')"", ""('slice', 'VBP')"", ""('the', 'DT')"", ""('bread', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('knife', 'NN')"", ""('.', '.')""]",[]
4029,4029,HIND474488,I break the bread with a knife.,1,"[""('I', 'PRP')"", ""('break', 'VBP')"", ""('the', 'DT')"", ""('bread', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('knife', 'NN')"", ""('.', '.')""]","[""('break', 'VBP')""]"
4030,4030,HIND474488,I boil the bread with a knife.,1,"[""('I', 'PRP')"", ""('boil', 'VBP')"", ""('the', 'DT')"", ""('bread', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('knife', 'NN')"", ""('.', '.')""]","[""('boil', 'VBP')""]"
4031,4031,HIND474488,I freeze the bread with a knife.,1,"[""('I', 'PRP')"", ""('freeze', 'VBP')"", ""('the', 'DT')"", ""('bread', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('knife', 'NN')"", ""('.', '.')""]","[""('freeze', 'VBP')""]"
4032,4032,HIND476049,"If you boil eggs for ten minutes, they become very hard.",1,"[""('If', 'IN')"", ""('you', 'PRP')"", ""('boil', 'VBP')"", ""('eggs', 'NNS')"", ""('for', 'IN')"", ""('ten', 'JJ')"", ""('minutes', 'NNS')"", ""(',', ',')"", ""('they', 'PRP')"", ""('become', 'VBP')"", ""('very', 'RB')"", ""('hard', 'JJ')"", ""('.', '.')""]",[]
4033,4033,HIND476049,"If you grate eggs for ten minutes, they become very hard.",1,"[""('If', 'IN')"", ""('you', 'PRP')"", ""('grate', 'VBP')"", ""('eggs', 'NNS')"", ""('for', 'IN')"", ""('ten', 'JJ')"", ""('minutes', 'NNS')"", ""(',', ',')"", ""('they', 'PRP')"", ""('become', 'VBP')"", ""('very', 'RB')"", ""('hard', 'JJ')"", ""('.', '.')""]","[""('grate', 'VBP')""]"
4034,4034,HIND476049, ,1,[],[]
4035,4035,HIND476049, ,1,[],[]
4036,4036,HIND477945,"To mix all the ingredients, we use a oven.",3,"[""('To', 'TO')"", ""('mix', 'VB')"", ""('all', 'PDT')"", ""('the', 'DT')"", ""('ingredients', 'NNS')"", ""(',', ',')"", ""('we', 'PRP')"", ""('use', 'VBP')"", ""('a', 'DT')"", ""('oven', 'NN')"", ""('.', '.')""]","[""('oven', 'NN')""]"
4037,4037,HIND477945,"To mix all the ingredients, we use a grill.",3,"[""('To', 'TO')"", ""('mix', 'VB')"", ""('all', 'PDT')"", ""('the', 'DT')"", ""('ingredients', 'NNS')"", ""(',', ',')"", ""('we', 'PRP')"", ""('use', 'VBP')"", ""('a', 'DT')"", ""('grill', 'NN')"", ""('.', '.')""]","[""('grill', 'NN')""]"
4038,4038,HIND477945,"To mix all the ingredients, we use a mixer.",3,"[""('To', 'TO')"", ""('mix', 'VB')"", ""('all', 'PDT')"", ""('the', 'DT')"", ""('ingredients', 'NNS')"", ""(',', ',')"", ""('we', 'PRP')"", ""('use', 'VBP')"", ""('a', 'DT')"", ""('mixer', 'NN')"", ""('.', '.')""]",[]
4039,4039,HIND477945,"To mix all the ingredients, we use a roast.",3,"[""('To', 'TO')"", ""('mix', 'VB')"", ""('all', 'PDT')"", ""('the', 'DT')"", ""('ingredients', 'NNS')"", ""(',', ',')"", ""('we', 'PRP')"", ""('use', 'VBP')"", ""('a', 'DT')"", ""('roast', 'NN')"", ""('.', '.')""]","[""('roast', 'NN')""]"
4040,4040,HIND479395,Grate the vegetables gently for an hour.,4,"[""('Grate', 'VB')"", ""('the', 'DT')"", ""('vegetables', 'NNS')"", ""('gently', 'RB')"", ""('for', 'IN')"", ""('an', 'DT')"", ""('hour', 'NN')"", ""('.', '.')""]","[""('Grate', 'VB')""]"
4041,4041,HIND479395,Burn the vegetables gently for an hour.,4,"[""('Burn', 'IN')"", ""('the', 'DT')"", ""('vegetables', 'NNS')"", ""('gently', 'RB')"", ""('for', 'IN')"", ""('an', 'DT')"", ""('hour', 'NN')"", ""('.', '.')""]","[""('Burn', 'IN')""]"
4042,4042,HIND479395,Freeze the vegetables gently for an hour.,4,"[""('Freeze', 'IN')"", ""('the', 'DT')"", ""('vegetables', 'NNS')"", ""('gently', 'RB')"", ""('for', 'IN')"", ""('an', 'DT')"", ""('hour', 'NN')"", ""('.', '.')""]","[""('Freeze', 'IN')""]"
4043,4043,HIND479395,Simmer the vegetables gently for an hour.,4,"[""('Simmer', 'NNP')"", ""('the', 'DT')"", ""('vegetables', 'NNS')"", ""('gently', 'RB')"", ""('for', 'IN')"", ""('an', 'DT')"", ""('hour', 'NN')"", ""('.', '.')""]",[]
4044,4044,HIND482449,You can eat soup with a spoon.,1,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('eat', 'VB')"", ""('soup', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('spoon', 'NN')"", ""('.', '.')""]",[]
4045,4045,HIND482449,You can eat soup with a knife.,1,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('eat', 'VB')"", ""('soup', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('knife', 'NN')"", ""('.', '.')""]","[""('knife', 'NN')""]"
4046,4046,HIND482449,You can eat soup with a fork.,1,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('eat', 'VB')"", ""('soup', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('fork', 'NN')"", ""('.', '.')""]","[""('fork', 'NN')""]"
4047,4047,HIND482449,You can eat soup with a pitcher.,1,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('eat', 'VB')"", ""('soup', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('pitcher', 'NN')"", ""('.', '.')""]","[""('pitcher', 'NN')""]"
4048,4048,HIND484086,You can suck drinks through a glass.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('suck', 'VB')"", ""('drinks', 'NNS')"", ""('through', 'IN')"", ""('a', 'DT')"", ""('glass', 'NN')"", ""('.', '.')""]","[""('glass', 'NN')""]"
4049,4049,HIND484086,You can suck drinks through a straw.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('suck', 'VB')"", ""('drinks', 'NNS')"", ""('through', 'IN')"", ""('a', 'DT')"", ""('straw', 'NN')"", ""('.', '.')""]",[]
4050,4050,HIND484086,You can suck drinks through a bowl.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('suck', 'VB')"", ""('drinks', 'NNS')"", ""('through', 'IN')"", ""('a', 'DT')"", ""('bowl', 'NN')"", ""('.', '.')""]","[""('bowl', 'NN')""]"
4051,4051,HIND484086,You can suck drinks through a plate.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('suck', 'VB')"", ""('drinks', 'NNS')"", ""('through', 'IN')"", ""('a', 'DT')"", ""('plate', 'NN')"", ""('.', '.')""]","[""('plate', 'NN')""]"
4052,4052,HIND485732,You can put food on a mug and eat from it.,3,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('put', 'VB')"", ""('food', 'NN')"", ""('on', 'IN')"", ""('a', 'DT')"", ""('mug', 'NN')"", ""('and', 'CC')"", ""('eat', 'NN')"", ""('from', 'IN')"", ""('it', 'PRP')"", ""('.', '.')""]","[""('mug', 'NN')""]"
4053,4053,HIND485732,You can put food on a cup and eat from it.,3,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('put', 'VB')"", ""('food', 'NN')"", ""('on', 'IN')"", ""('a', 'DT')"", ""('cup', 'NN')"", ""('and', 'CC')"", ""('eat', 'NN')"", ""('from', 'IN')"", ""('it', 'PRP')"", ""('.', '.')""]","[""('cup', 'NN')""]"
4054,4054,HIND485732,You can put food on a plate and eat from it.,3,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('put', 'VB')"", ""('food', 'NN')"", ""('on', 'IN')"", ""('a', 'DT')"", ""('plate', 'NN')"", ""('and', 'CC')"", ""('eat', 'NN')"", ""('from', 'IN')"", ""('it', 'PRP')"", ""('.', '.')""]",[]
4055,4055,HIND485732,You can put food on a pitcher and eat from it.,3,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('put', 'VB')"", ""('food', 'NN')"", ""('on', 'IN')"", ""('a', 'DT')"", ""('pitcher', 'NN')"", ""('and', 'CC')"", ""('eat', 'NN')"", ""('from', 'IN')"", ""('it', 'PRP')"", ""('.', '.')""]","[""('pitcher', 'NN')""]"
4056,4056,HIND487974,You can carry the cups on a knife.,4,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('carry', 'VB')"", ""('the', 'DT')"", ""('cups', 'NNS')"", ""('on', 'IN')"", ""('a', 'DT')"", ""('knife', 'NN')"", ""('.', '.')""]","[""('knife', 'NN')""]"
4057,4057,HIND487974,You can carry the cups on a fork.,4,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('carry', 'VB')"", ""('the', 'DT')"", ""('cups', 'NNS')"", ""('on', 'IN')"", ""('a', 'DT')"", ""('fork', 'NN')"", ""('.', '.')""]","[""('fork', 'NN')""]"
4058,4058,HIND487974,You can carry the cups on a oven.,4,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('carry', 'VB')"", ""('the', 'DT')"", ""('cups', 'NNS')"", ""('on', 'IN')"", ""('a', 'DT')"", ""('oven', 'NN')"", ""('.', '.')""]","[""('oven', 'NN')""]"
4059,4059,HIND487974,You can carry the cups on a tray.,4,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('carry', 'VB')"", ""('the', 'DT')"", ""('cups', 'NNS')"", ""('on', 'IN')"", ""('a', 'DT')"", ""('tray', 'NN')"", ""('.', '.')""]",[]
4060,4060,HIND490022,You can slice meat with a spoon.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('slice', 'VB')"", ""('meat', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('spoon', 'NN')"", ""('.', '.')""]","[""('spoon', 'NN')""]"
4061,4061,HIND490022,You can slice meat with a knife.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('slice', 'VB')"", ""('meat', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('knife', 'NN')"", ""('.', '.')""]",[]
4062,4062,HIND490022,You can slice meat with a fork.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('slice', 'VB')"", ""('meat', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('fork', 'NN')"", ""('.', '.')""]","[""('fork', 'NN')""]"
4063,4063,HIND490022,You can slice meat with a bowl.,2,"[""('You', 'PRP')"", ""('can', 'MD')"", ""('slice', 'VB')"", ""('meat', 'NN')"", ""('with', 'IN')"", ""('a', 'DT')"", ""('bowl', 'NN')"", ""('.', '.')""]","[""('bowl', 'NN')""]"
4064,4064,HIND491982,We can drink coffee or tea from a mug.,1,"[""('We', 'PRP')"", ""('can', 'MD')"", ""('drink', 'VB')"", ""('coffee', 'NN')"", ""('or', 'CC')"", ""('tea', 'NN')"", ""('from', 'IN')"", ""('a', 'DT')"", ""('mug', 'NN')"", ""('.', '.')""]",[]
4065,4065,HIND491982,We can drink coffee or tea from a knife.,1,"[""('We', 'PRP')"", ""('can', 'MD')"", ""('drink', 'VB')"", ""('coffee', 'NN')"", ""('or', 'CC')"", ""('tea', 'NN')"", ""('from', 'IN')"", ""('a', 'DT')"", ""('knife', 'NN')"", ""('.', '.')""]","[""('knife', 'NN')""]"
4066,4066,HIND491982,We can drink coffee or tea from a fork.,1,"[""('We', 'PRP')"", ""('can', 'MD')"", ""('drink', 'VB')"", ""('coffee', 'NN')"", ""('or', 'CC')"", ""('tea', 'NN')"", ""('from', 'IN')"", ""('a', 'DT')"", ""('fork', 'NN')"", ""('.', '.')""]","[""('fork', 'NN')""]"
4067,4067,HIND491982,We can drink coffee or tea from a microwave.,1,"[""('We', 'PRP')"", ""('can', 'MD')"", ""('drink', 'VB')"", ""('coffee', 'NN')"", ""('or', 'CC')"", ""('tea', 'NN')"", ""('from', 'IN')"", ""('a', 'DT')"", ""('microwave', 'NN')"", ""('.', '.')""]","[""('microwave', 'NN')""]"
4068,4068,HIND493911,We can pour water from a knife.,4,"[""('We', 'PRP')"", ""('can', 'MD')"", ""('pour', 'VB')"", ""('water', 'NN')"", ""('from', 'IN')"", ""('a', 'DT')"", ""('knife', 'NN')"", ""('.', '.')""]","[""('knife', 'NN')""]"
4069,4069,HIND493911,We can pour water from a fork.,4,"[""('We', 'PRP')"", ""('can', 'MD')"", ""('pour', 'VB')"", ""('water', 'NN')"", ""('from', 'IN')"", ""('a', 'DT')"", ""('fork', 'NN')"", ""('.', '.')""]","[""('fork', 'NN')""]"
4070,4070,HIND493911,We can pour water from a oven.,4,"[""('We', 'PRP')"", ""('can', 'MD')"", ""('pour', 'VB')"", ""('water', 'NN')"", ""('from', 'IN')"", ""('a', 'DT')"", ""('oven', 'NN')"", ""('.', '.')""]","[""('oven', 'NN')""]"
4071,4071,HIND493911,We can pour water from a pitcher.,4,"[""('We', 'PRP')"", ""('can', 'MD')"", ""('pour', 'VB')"", ""('water', 'NN')"", ""('from', 'IN')"", ""('a', 'DT')"", ""('pitcher', 'NN')"", ""('.', '.')""]",[]
4072,4072,HIND495456,They have received lots of homework in mathematics recently.,1,"[""('They', 'PRP')"", ""('have', 'VBP')"", ""('received', 'VBN')"", ""('lots', 'NNS')"", ""('of', 'IN')"", ""('homework', 'NN')"", ""('in', 'IN')"", ""('mathematics', 'NNS')"", ""('recently', 'RB')"", ""('.', '.')""]",[]
4073,4073,HIND495456,They have received lot of homework in mathematics recently.,1,"[""('They', 'PRP')"", ""('have', 'VBP')"", ""('received', 'VBN')"", ""('lot', 'NN')"", ""('of', 'IN')"", ""('homework', 'NN')"", ""('in', 'IN')"", ""('mathematics', 'NNS')"", ""('recently', 'RB')"", ""('.', '.')""]","[""('lot', 'NN')""]"
4074,4074,HIND495456,They have received lots homework in mathematics recently.,1,"[""('They', 'PRP')"", ""('have', 'VBP')"", ""('received', 'VBN')"", ""('lots', 'NNS')"", ""('homework', 'NN')"", ""('in', 'IN')"", ""('mathematics', 'NNS')"", ""('recently', 'RB')"", ""('.', '.')""]",[]
4075,4075,HIND495456,They have received lot homework in mathematics recently.,1,"[""('They', 'PRP')"", ""('have', 'VBP')"", ""('received', 'VBN')"", ""('lot', 'NN')"", ""('homework', 'NN')"", ""('in', 'IN')"", ""('mathematics', 'NNS')"", ""('recently', 'RB')"", ""('.', '.')""]","[""('lot', 'NN')""]"
4076,4076,HIND497191,He's having a lots of trouble passing his driving test.,4,"[""('He', 'PRP')"", '(""\'s"", \'VBZ\')', ""('having', 'VBG')"", ""('a', 'DT')"", ""('lots', 'NNS')"", ""('of', 'IN')"", ""('trouble', 'NN')"", ""('passing', 'VBG')"", ""('his', 'PRP$')"", ""('driving', 'VBG')"", ""('test', 'NN')"", ""('.', '.')""]","[""('lots', 'NNS')""]"
4077,4077,HIND497191,He's having lot of trouble passing his driving test.,4,"[""('He', 'PRP')"", '(""\'s"", \'VBZ\')', ""('having', 'VBG')"", ""('lot', 'NN')"", ""('of', 'IN')"", ""('trouble', 'NN')"", ""('passing', 'VBG')"", ""('his', 'PRP$')"", ""('driving', 'VBG')"", ""('test', 'NN')"", ""('.', '.')""]",[]
4078,4078,HIND497191,He's having many of trouble passing his driving test.,4,"[""('He', 'PRP')"", '(""\'s"", \'VBZ\')', ""('having', 'VBG')"", ""('many', 'JJ')"", ""('of', 'IN')"", ""('trouble', 'NN')"", ""('passing', 'VBG')"", ""('his', 'PRP$')"", ""('driving', 'VBG')"", ""('test', 'NN')"", ""('.', '.')""]","[""('many', 'JJ')""]"
4079,4079,HIND497191,He's having a lot of trouble passing his driving test.,4,"[""('He', 'PRP')"", '(""\'s"", \'VBZ\')', ""('having', 'VBG')"", ""('a', 'DT')"", ""('lot', 'NN')"", ""('of', 'IN')"", ""('trouble', 'NN')"", ""('passing', 'VBG')"", ""('his', 'PRP$')"", ""('driving', 'VBG')"", ""('test', 'NN')"", ""('.', '.')""]",[]
4080,4080,HIND499028,They all of stood up and clapped their hands.,2,"[""('They', 'PRP')"", ""('all', 'DT')"", ""('of', 'IN')"", ""('stood', 'VBD')"", ""('up', 'RP')"", ""('and', 'CC')"", ""('clapped', 'VBD')"", ""('their', 'PRP$')"", ""('hands', 'NNS')"", ""('.', '.')""]","[""('of', 'IN')""]"
4081,4081,HIND499028,They all stood up and clapped their hands.,2,"[""('They', 'PRP')"", ""('all', 'DT')"", ""('stood', 'VBD')"", ""('up', 'RP')"", ""('and', 'CC')"", ""('clapped', 'VBD')"", ""('their', 'PRP$')"", ""('hands', 'NNS')"", ""('.', '.')""]",[]
4082,4082,HIND499028,They none stood up and clapped their hands.,2,"[""('They', 'PRP')"", ""('none', 'RB')"", ""('stood', 'VBD')"", ""('up', 'RP')"", ""('and', 'CC')"", ""('clapped', 'VBD')"", ""('their', 'PRP$')"", ""('hands', 'NNS')"", ""('.', '.')""]","[""('none', 'RB')""]"
4083,4083,HIND499028,They half stood up and clapped their hands.,2,"[""('They', 'PRP')"", ""('half', 'VBD')"", ""('stood', 'VBD')"", ""('up', 'RB')"", ""('and', 'CC')"", ""('clapped', 'VBD')"", ""('their', 'PRP$')"", ""('hands', 'NNS')"", ""('.', '.')""]","[""('half', 'VBD')"", ""('up', 'RB')""]"
4084,4084,HIND500503,Much this meat is for the cat.,3,"[""('Much', 'RB')"", ""('this', 'DT')"", ""('meat', 'NN')"", ""('is', 'VBZ')"", ""('for', 'IN')"", ""('the', 'DT')"", ""('cat', 'NN')"", ""('.', '.')""]","[""('Much', 'RB')""]"
4085,4085,HIND500503,Most this meat is for the cat.,3,"[""('Most', 'JJS')"", ""('this', 'DT')"", ""('meat', 'NN')"", ""('is', 'VBZ')"", ""('for', 'IN')"", ""('the', 'DT')"", ""('cat', 'NN')"", ""('.', '.')""]","[""('Most', 'JJS')""]"
4086,4086,HIND500503,Half of this meat is for the cat.,3,"[""('Half', 'NN')"", ""('of', 'IN')"", ""('this', 'DT')"", ""('meat', 'NN')"", ""('is', 'VBZ')"", ""('for', 'IN')"", ""('the', 'DT')"", ""('cat', 'NN')"", ""('.', '.')""]",[]
4087,4087,HIND500503,Several this meat is for the cat.,3,"[""('Several', 'JJ')"", ""('this', 'DT')"", ""('meat', 'NN')"", ""('is', 'VBZ')"", ""('for', 'IN')"", ""('the', 'DT')"", ""('cat', 'NN')"", ""('.', '.')""]","[""('Several', 'JJ')""]"
4088,4088,HIND502098,Most my friends are interested in soccer.,4,"[""('Most', 'JJS')"", ""('my', 'PRP$')"", ""('friends', 'NNS')"", ""('are', 'VBP')"", ""('interested', 'JJ')"", ""('in', 'IN')"", ""('soccer', 'NN')"", ""('.', '.')""]","[""('Most', 'JJS')""]"
4089,4089,HIND502098,Many my friends are interested in soccer.,4,"[""('Many', 'JJ')"", ""('my', 'PRP$')"", ""('friends', 'NNS')"", ""('are', 'VBP')"", ""('interested', 'JJ')"", ""('in', 'IN')"", ""('soccer', 'NN')"", ""('.', '.')""]","[""('Many', 'JJ')""]"
4090,4090,HIND502098,None my friends are interested in soccer.,4,"[""('None', 'NN')"", ""('my', 'PRP$')"", ""('friends', 'NNS')"", ""('are', 'VBP')"", ""('interested', 'JJ')"", ""('in', 'IN')"", ""('soccer', 'NN')"", ""('.', '.')""]",[]
4091,4091,HIND502098,None of my friends are interested in soccer.,4,"[""('None', 'NN')"", ""('of', 'IN')"", ""('my', 'PRP$')"", ""('friends', 'NNS')"", ""('are', 'VBP')"", ""('interested', 'JJ')"", ""('in', 'IN')"", ""('soccer', 'NN')"", ""('.', '.')""]",[]
4092,4092,HIND505174,These problems will affect the whole community.,1,"[""('These', 'DT')"", ""('problems', 'NNS')"", ""('will', 'MD')"", ""('affect', 'VB')"", ""('the', 'DT')"", ""('whole', 'JJ')"", ""('community', 'NN')"", ""('.', '.')""]",[]
4093,4093,HIND505174,These problems will affect most community.,1,"[""('These', 'DT')"", ""('problems', 'NNS')"", ""('will', 'MD')"", ""('affect', 'VB')"", ""('most', 'RBS')"", ""('community', 'NN')"", ""('.', '.')""]","[""('most', 'RBS')""]"
4094,4094,HIND505174,These problems will affect none community.,1,"[""('These', 'DT')"", ""('problems', 'NNS')"", ""('will', 'MD')"", ""('affect', 'VB')"", ""('none', 'NN')"", ""('community', 'NN')"", ""('.', '.')""]","[""('none', 'NN')""]"
4095,4095,HIND505174,These problems will affect half community.,1,"[""('These', 'DT')"", ""('problems', 'NNS')"", ""('will', 'MD')"", ""('affect', 'VB')"", ""('half', 'DT')"", ""('community', 'NN')"", ""('.', '.')""]","[""('half', 'DT')""]"
4096,4096,HIND507425,All us will go for the party.,2,"[""('All', 'DT')"", ""('us', 'PRP')"", ""('will', 'MD')"", ""('go', 'VB')"", ""('for', 'IN')"", ""('the', 'DT')"", ""('party', 'NN')"", ""('.', '.')""]",[]
4097,4097,HIND507425,All of us will go for the party.,2,"[""('All', 'DT')"", ""('of', 'IN')"", ""('us', 'PRP')"", ""('will', 'MD')"", ""('go', 'VB')"", ""('for', 'IN')"", ""('the', 'DT')"", ""('party', 'NN')"", ""('.', '.')""]",[]
4098,4098,HIND507425,None us will go for the party.,2,"[""('None', 'NN')"", ""('us', 'PRP')"", ""('will', 'MD')"", ""('go', 'VB')"", ""('for', 'IN')"", ""('the', 'DT')"", ""('party', 'NN')"", ""('.', '.')""]","[""('None', 'NN')""]"
