Slide ID,Options,Correct ID,pos_array
HIND4237327,<default-female-name> lives behind my house in <default-city-name1>.,1,"[('Sarah', 'NNP'), ('lives', 'VBZ'), ('behind', 'IN'), ('my', 'PRP$'), ('house', 'NN'), ('in', 'IN'), ('Jaipur', 'NNP'), ('.', '.')]"
HIND4237327,<default-female-name> does lives behind my house in <default-city-name1>.,1,"[('Sarah', 'NN'), ('does', 'VBZ'), ('lives', 'NNS'), ('behind', 'IN'), ('my', 'PRP$'), ('house', 'NN'), ('in', 'IN'), ('Jaipur', 'NNP'), ('.', '.')]"
HIND4237327,<default-female-name> live behind my house in <default-city-name1>.,1,"[('Sarah', 'NNP'), ('live', 'VBP'), ('behind', 'IN'), ('my', 'PRP$'), ('house', 'NN'), ('in', 'IN'), ('Jaipur', 'NNP'), ('.', '.')]"
HIND4237327,<default-female-name> is lives behind my house in <default-city-name1>.,1,"[('Sarah', 'NNP'), ('is', 'VBZ'), ('lives', 'NNS'), ('behind', 'IN'), ('my', 'PRP$'), ('house', 'NN'), ('in', 'IN'), ('Jaipur', 'NNP'), ('.', '.')]"
HIND4317489,Where are <default-male-name> work?,3,"[('Where', 'WRB'), ('are', 'VBP'), ('John', 'NNP'), ('work', 'NN'), ('?', '.')]"
HIND4317489,Where is <default-male-name> work?,3,"[('Where', 'WRB'), ('is', 'VBZ'), ('John', 'NNP'), ('work', 'NN'), ('?', '.')]"
HIND4317489,Where does <default-male-name> work?,3,"[('Where', 'WRB'), ('does', 'VBZ'), ('John', 'NNP'), ('work', 'VB'), ('?', '.')]"
HIND4317489,,3,[]
HIND3590736,This is there sister.,2,"[('This', 'DT'), ('is', 'VBZ'), ('there', 'RB'), ('sister', 'JJ'), ('.', '.')]"
HIND3590736,This is their sister.,2,"[('This', 'DT'), ('is', 'VBZ'), ('their', 'PRP$'), ('sister', 'NN'), ('.', '.')]"
HIND3590736,This is theirs sister.,2,"[('This', 'DT'), ('is', 'VBZ'), ('theirs', 'JJ'), ('sister', 'NN'), ('.', '.')]"
HIND3590736,,2,[]
HIND4826149,Do you have a children?,3,"[('Do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('a', 'DT'), ('children', 'NNS'), ('?', '.')]"
HIND4826149,Do you have an children?,3,"[('Do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('an', 'DT'), ('children', 'NNS'), ('?', '.')]"
HIND4826149,Do you have any children?,3,"[('Do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('any', 'DT'), ('children', 'NNS'), ('?', '.')]"
HIND4826149,,3,[]
HIND4731992,How many money do you have?,2,"[('How', 'WRB'), ('many', 'JJ'), ('money', 'NN'), ('do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('?', '.')]"
HIND4731992,How much money do you have?,2,"[('How', 'WRB'), ('much', 'JJ'), ('money', 'NN'), ('do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('?', '.')]"
HIND4731992,,2,[]
HIND4731992,,2,[]
HIND4828565,Are there a apples in the fridge?,3,"[('Are', 'NNP'), ('there', 'EX'), ('a', 'DT'), ('apples', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('fridge', 'NN'), ('?', '.')]"
HIND4828565,Are there an apples in the fridge?,3,"[('Are', 'NNP'), ('there', 'EX'), ('an', 'DT'), ('apples', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('fridge', 'NN'), ('?', '.')]"
HIND4828565,Are there any apples in the fridge?,3,"[('Are', 'NNP'), ('there', 'EX'), ('any', 'DT'), ('apples', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('fridge', 'NN'), ('?', '.')]"
HIND4828565,,3,[]
HIND2908990,She is from England. She is England.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('England', 'NNP'), ('.', '.'), ('She', 'PRP'), ('is', 'VBZ'), ('England', 'NNP'), ('.', '.')]"
HIND2908990,She is from England. She are British.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('England', 'NNP'), ('.', '.'), ('She', 'PRP'), ('are', 'VBP'), ('British', 'JJ'), ('.', '.')]"
HIND2908990,She is from England. She is British.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('England', 'NNP'), ('.', '.'), ('She', 'PRP'), ('is', 'VBZ'), ('British', 'JJ'), ('.', '.')]"
HIND2908990,She is from England. She am British.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('England', 'NNP'), ('.', '.'), ('She', 'PRP'), ('am', 'VBP'), ('British', 'JJ'), ('.', '.')]"
HIND3448548,Look there is <default-male-name3>.,1,"[('Look', 'VB'), ('there', 'EX'), ('is', 'VBZ'), ('John', 'NNP'), ('.', '.')]"
HIND3448548,Look there am <default-male-name3>.,1,"[('Look', 'VB'), ('there', 'EX'), ('am', 'VBP'), ('John', 'NNP'), ('.', '.')]"
HIND3448548,Look there are <default-male-name3>.,1,"[('Look', 'VB'), ('there', 'EX'), ('are', 'VBP'), ('John', 'NNP'), ('.', '.')]"
HIND3448548,,1,[]
HIND4677169,I would like some oranges.,1,"[('I', 'PRP'), ('would', 'MD'), ('like', 'VB'), ('some', 'DT'), ('oranges', 'NNS'), ('.', '.')]"
HIND4677169,I want like some oranges.,1,"[('I', 'PRP'), ('want', 'VBP'), ('like', 'IN'), ('some', 'DT'), ('oranges', 'NNS'), ('.', '.')]"
HIND4677169,I have like some oranges.,1,"[('I', 'PRP'), ('have', 'VBP'), ('like', 'IN'), ('some', 'DT'), ('oranges', 'NNS'), ('.', '.')]"
HIND4677169,I am like some oranges.,1,"[('I', 'PRP'), ('am', 'VBP'), ('like', 'IN'), ('some', 'DT'), ('oranges', 'NNS'), ('.', '.')]"
HIND3798572,She is smart woman.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('smart', 'JJ'), ('woman', 'NN'), ('.', '.')]"
HIND3798572,She is smarty woman.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('smarty', 'JJ'), ('woman', 'NN'), ('.', '.')]"
HIND3798572,She is a smart woman.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('smart', 'JJ'), ('woman', 'NN'), ('.', '.')]"
HIND3798572,,3,[]
HIND2984407,Is she a student?,1,"[('Is', 'VBZ'), ('she', 'PRP'), ('a', 'DT'), ('student', 'NN'), ('?', '.')]"
HIND2984407,Is you a student?,1,"[('Is', 'VBZ'), ('you', 'PRP'), ('a', 'DT'), ('student', 'NN'), ('?', '.')]"
HIND2984407,Is she is a student?,1,"[('Is', 'VBZ'), ('she', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('student', 'NN'), ('?', '.')]"
HIND2984407,Does she a student?,1,"[('Does', 'VBZ'), ('she', 'PRP'), ('a', 'DT'), ('student', 'NN'), ('?', '.')]"
HIND6356031,I have seen DDLJ fifth times.,2,"[('I', 'PRP'), ('have', 'VBP'), ('seen', 'VBN'), ('DDLJ', 'NNP'), ('fifth', 'JJ'), ('times', 'NNS'), ('.', '.')]"
HIND6356031,I have seen DDLJ five times.,2,"[('I', 'PRP'), ('have', 'VBP'), ('seen', 'VBN'), ('DDLJ', 'NNP'), ('five', 'CD'), ('times', 'NNS'), ('.', '.')]"
HIND6356031,I have seen DDLJ fiveth times.,2,"[('I', 'PRP'), ('have', 'VBP'), ('seen', 'VBN'), ('DDLJ', 'NNP'), ('fiveth', 'JJ'), ('times', 'NNS'), ('.', '.')]"
HIND6356031,I have seen DDLJ five time.,2,"[('I', 'PRP'), ('have', 'VBP'), ('seen', 'VBN'), ('DDLJ', 'NNP'), ('five', 'CD'), ('time', 'NN'), ('.', '.')]"
HIND4702042,"How much are those pants, the ones displayed here?",2,"[('How', 'WRB'), ('much', 'JJ'), ('are', 'VBP'), ('those', 'DT'), ('pants', 'NNS'), (',', ','), ('the', 'DT'), ('ones', 'NNS'), ('displayed', 'VBN'), ('here', 'RB'), ('?', '.')]"
HIND4702042,"How much are these pants, the ones displayed here?",2,"[('How', 'WRB'), ('much', 'JJ'), ('are', 'VBP'), ('these', 'DT'), ('pants', 'NNS'), (',', ','), ('the', 'DT'), ('ones', 'NNS'), ('displayed', 'VBN'), ('here', 'RB'), ('?', '.')]"
HIND4702042,"How much are this pants, the ones displayed here?",2,"[('How', 'WRB'), ('much', 'JJ'), ('are', 'VBP'), ('this', 'DT'), ('pants', 'NNS'), (',', ','), ('the', 'DT'), ('ones', 'NNS'), ('displayed', 'VBN'), ('here', 'RB'), ('?', '.')]"
HIND4702042,"How much are that pants, the ones displayed here?",2,"[('How', 'WRB'), ('much', 'JJ'), ('are', 'VBP'), ('that', 'IN'), ('pants', 'NNS'), (',', ','), ('the', 'DT'), ('ones', 'NNS'), ('displayed', 'VBN'), ('here', 'RB'), ('?', '.')]"
HIND3946503,Do you have a girl-friend?,1,"[('Do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('a', 'DT'), ('girl-friend', 'NN'), ('?', '.')]"
HIND3946503,Does you have a girl-friend?,1,"[('Does', 'NNP'), ('you', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('girl-friend', 'NN'), ('?', '.')]"
HIND3946503,Are you have a girl-friend?,1,"[('Are', 'NNP'), ('you', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('girl-friend', 'NN'), ('?', '.')]"
HIND3946503,,1,[]
HIND4750362,How much is this house for?,1,"[('How', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('this', 'DT'), ('house', 'NN'), ('for', 'IN'), ('?', '.')]"
HIND4750362,How much is these house for?,1,"[('How', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('these', 'DT'), ('house', 'NN'), ('for', 'IN'), ('?', '.')]"
HIND4750362,How much is those house for?,1,"[('How', 'WRB'), ('much', 'JJ'), ('is', 'VBZ'), ('those', 'DT'), ('house', 'NN'), ('for', 'IN'), ('?', '.')]"
HIND4750362,How much are this house for?,1,"[('How', 'WRB'), ('much', 'JJ'), ('are', 'VBP'), ('this', 'DT'), ('house', 'NN'), ('for', 'IN'), ('?', '.')]"
HIND4843016,Are a of those shoes <default-female-name>''s?,2,"[('Are', 'VBP'), ('a', 'DT'), ('of', 'IN'), ('those', 'DT'), ('shoes', 'NNS'), ('Sarah', 'NNP'), (""'s"", 'POS'), ('?', '.')]"
HIND4843016,Are any of those shoes <default-female-name>''s?,2,"[('Are', 'NNP'), ('any', 'DT'), ('of', 'IN'), ('those', 'DT'), ('shoes', 'NNS'), ('Sarah', 'NNP'), (""'s"", 'POS'), ('?', '.')]"
HIND4843016,Are the of those shoes <default-female-name>''s?,2,"[('Are', 'VBP'), ('the', 'DT'), ('of', 'IN'), ('those', 'DT'), ('shoes', 'NNS'), ('Sarah', 'NNP'), (""'s"", 'POS'), ('?', '.')]"
HIND4843016,,2,[]
HIND3195548,They dance very well.,1,"[('They', 'PRP'), ('dance', 'VBP'), ('very', 'RB'), ('well', 'RB'), ('.', '.')]"
HIND3195548,They dances very well.,1,"[('They', 'PRP'), ('dances', 'VBP'), ('very', 'RB'), ('well', 'RB'), ('.', '.')]"
HIND3195548,They are dance very well.,1,"[('They', 'PRP'), ('are', 'VBP'), ('dance', 'JJ'), ('very', 'RB'), ('well', 'RB'), ('.', '.')]"
HIND3195548,They dancing very well.,1,"[('They', 'PRP'), ('dancing', 'VBG'), ('very', 'RB'), ('well', 'RB'), ('.', '.')]"
HIND4539098,Is there a bathroom in this house?,1,"[('Is', 'VBZ'), ('there', 'EX'), ('a', 'DT'), ('bathroom', 'NN'), ('in', 'IN'), ('this', 'DT'), ('house', 'NN'), ('?', '.')]"
HIND4539098,There are a bathroom in this house?,1,"[('There', 'EX'), ('are', 'VBP'), ('a', 'DT'), ('bathroom', 'NN'), ('in', 'IN'), ('this', 'DT'), ('house', 'NN'), ('?', '.')]"
HIND4539098,Is a bathroom in this house?,1,"[('Is', 'VBZ'), ('a', 'DT'), ('bathroom', 'NN'), ('in', 'IN'), ('this', 'DT'), ('house', 'NN'), ('?', '.')]"
HIND4539098,,1,[]
HIND2983203,Are they from America?,1,"[('Are', 'VBP'), ('they', 'PRP'), ('from', 'IN'), ('America', 'NNP'), ('?', '.')]"
HIND2983203,Is they from America?,1,"[('Is', 'VBZ'), ('they', 'PRP'), ('from', 'IN'), ('America', 'NNP'), ('?', '.')]"
HIND2983203,Are they are from America?,1,"[('Are', 'IN'), ('they', 'PRP'), ('are', 'VBP'), ('from', 'IN'), ('America', 'NNP'), ('?', '.')]"
HIND2983203,Do they are from America?,1,"[('Do', 'IN'), ('they', 'PRP'), ('are', 'VBP'), ('from', 'IN'), ('America', 'NNP'), ('?', '.')]"
HIND4824913,Is there a milk in the fridge?,2,"[('Is', 'VBZ'), ('there', 'EX'), ('a', 'DT'), ('milk', 'NN'), ('in', 'IN'), ('the', 'DT'), ('fridge', 'NN'), ('?', '.')]"
HIND4824913,Is there any milk in the fridge?,2,"[('Is', 'VBZ'), ('there', 'EX'), ('any', 'DT'), ('milk', 'NN'), ('in', 'IN'), ('the', 'DT'), ('fridge', 'NN'), ('?', '.')]"
HIND4824913,Is there an milk in the fridge?,2,"[('Is', 'VBZ'), ('there', 'EX'), ('an', 'DT'), ('milk', 'NN'), ('in', 'IN'), ('the', 'DT'), ('fridge', 'NN'), ('?', '.')]"
HIND4824913,Is there the milk in the fridge?,2,"[('Is', 'VBZ'), ('there', 'EX'), ('the', 'DT'), ('milk', 'NN'), ('in', 'IN'), ('the', 'DT'), ('fridge', 'NN'), ('?', '.')]"
HIND3185435,Do you drinks water?,2,"[('Do', 'VB'), ('you', 'PRP'), ('drinks', 'VB'), ('water', 'NN'), ('?', '.')]"
HIND3185435,Do you drink water?,2,"[('Do', 'VB'), ('you', 'PRP'), ('drink', 'VB'), ('water', 'NN'), ('?', '.')]"
HIND3185435,Do you are drink water?,2,"[('Do', 'VB'), ('you', 'PRP'), ('are', 'VBP'), ('drink', 'JJ'), ('water', 'NN'), ('?', '.')]"
HIND3185435,,2,[]
HIND4551145,There aren't a kitchen in this house?,3,"[('There', 'EX'), ('are', 'VBP'), (""n't"", 'RB'), ('a', 'DT'), ('kitchen', 'NN'), ('in', 'IN'), ('this', 'DT'), ('house', 'NN'), ('?', '.')]"
HIND4551145,There isn't a kitchen in this house?,3,"[('There', 'EX'), ('is', 'VBZ'), (""n't"", 'RB'), ('a', 'DT'), ('kitchen', 'NN'), ('in', 'IN'), ('this', 'DT'), ('house', 'NN'), ('?', '.')]"
HIND4551145,Is there a kitchen in this house?,3,"[('Is', 'VBZ'), ('there', 'EX'), ('a', 'DT'), ('kitchen', 'NN'), ('in', 'IN'), ('this', 'DT'), ('house', 'NN'), ('?', '.')]"
HIND4551145,,3,[]
HIND3160790,He speak English.,3,"[('He', 'PRP'), ('speak', 'VBZ'), ('English', 'JJ'), ('.', '.')]"
HIND3160790,She speak English.,3,"[('She', 'PRP'), ('speak', 'VBD'), ('English', 'NNP'), ('.', '.')]"
HIND3160790,We speak English.,3,"[('We', 'PRP'), ('speak', 'VBP'), ('English', 'JJ'), ('.', '.')]"
HIND3160790,Us speak English.,3,"[('Us', 'NNP'), ('speak', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND4521472,<default-male-name2> sits between <default-female-name2> and <default-female-name3>.,1,"[('John', 'NNP'), ('sits', 'VBZ'), ('between', 'IN'), ('Sarah', 'NNP'), ('and', 'CC'), ('Sarah', 'NNP'), ('.', '.')]"
HIND4521472,<default-male-name2> sits in front <default-female-name2> and <default-female-name3>.,1,"[('John', 'NNP'), ('sits', 'NNS'), ('in', 'IN'), ('front', 'JJ'), ('Sarah', 'NNP'), ('and', 'CC'), ('Sarah', 'NNP'), ('.', '.')]"
HIND4521472,<default-male-name2> sits next <default-female-name2> and <default-female-name3>.,1,"[('John', 'NNP'), ('sits', 'VBZ'), ('next', 'JJ'), ('Sarah', 'NNP'), ('and', 'CC'), ('Sarah', 'NNP'), ('.', '.')]"
HIND4521472,,1,[]
HIND4146305,My books are in my room.,1,"[('My', 'PRP$'), ('books', 'NNS'), ('are', 'VBP'), ('in', 'IN'), ('my', 'PRP$'), ('room', 'NN'), ('.', '.')]"
HIND4146305,My books are on my room.,1,"[('My', 'PRP$'), ('books', 'NNS'), ('are', 'VBP'), ('on', 'IN'), ('my', 'PRP$'), ('room', 'NN'), ('.', '.')]"
HIND4146305,My books are at my room.,1,"[('My', 'PRP$'), ('books', 'NNS'), ('are', 'VBP'), ('at', 'IN'), ('my', 'PRP$'), ('room', 'NN'), ('.', '.')]"
HIND4146305,,1,[]
HIND4808394,Silver are expensive.,2,"[('Silver', 'WDT'), ('are', 'VBP'), ('expensive', 'JJ'), ('.', '.')]"
HIND4808394,Silver is expensive.,2,"[('Silver', 'NN'), ('is', 'VBZ'), ('expensive', 'JJ'), ('.', '.')]"
HIND4808394,Silver does expensive.,2,"[('Silver', 'NN'), ('does', 'VBZ'), ('expensive', 'JJ'), ('.', '.')]"
HIND4808394,Silver has expensive.,2,"[('Silver', 'NN'), ('has', 'VBZ'), ('expensive', 'JJ'), ('.', '.')]"
HIND4723908,How much bottles of Pepsi do you have?,2,"[('How', 'WRB'), ('much', 'JJ'), ('bottles', 'NNS'), ('of', 'IN'), ('Pepsi', 'NNP'), ('do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('?', '.')]"
HIND4723908,How many bottles of Pepsi do you have?,2,"[('How', 'WRB'), ('many', 'JJ'), ('bottles', 'NNS'), ('of', 'IN'), ('Pepsi', 'NNP'), ('do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('?', '.')]"
HIND4723908,,2,[]
HIND4723908,,2,[]
HIND3707630,How old your mother?,2,"[('How', 'WRB'), ('old', 'JJ'), ('your', 'PRP$'), ('mother', 'NN'), ('?', '.')]"
HIND3707630,How old is your mother?,2,"[('How', 'WRB'), ('old', 'JJ'), ('is', 'VBZ'), ('your', 'PRP$'), ('mother', 'NN'), ('?', '.')]"
HIND3707630,How many years is your mother?,2,"[('How', 'WRB'), ('many', 'JJ'), ('years', 'NNS'), ('is', 'VBZ'), ('your', 'PRP$'), ('mother', 'NN'), ('?', '.')]"
HIND3707630,How old are your mother?,2,"[('How', 'WRB'), ('old', 'JJ'), ('are', 'VBP'), ('your', 'PRP$'), ('mother', 'NN'), ('?', '.')]"
HIND4311119,<default-female-name> and I works at a school.,3,"[('Sarah', 'NNP'), ('and', 'CC'), ('I', 'PRP'), ('works', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4311119,<default-female-name> and I are work at a school.,3,"[('Sarah', 'NNP'), ('and', 'CC'), ('I', 'PRP'), ('are', 'VBP'), ('work', 'NN'), ('at', 'IN'), ('a', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4311119,<default-female-name> and I work at a school.,3,"[('Sarah', 'NNP'), ('and', 'CC'), ('I', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4311119,,3,[]
HIND4811695,The shoes are very expensive.,1,"[('The', 'DT'), ('shoes', 'NNS'), ('are', 'VBP'), ('very', 'RB'), ('expensive', 'JJ'), ('.', '.')]"
HIND4811695,The shoes is very expensive.,1,"[('The', 'DT'), ('shoes', 'NNS'), ('is', 'VBZ'), ('very', 'RB'), ('expensive', 'JJ'), ('.', '.')]"
HIND4811695,The shoes has very expensive.,1,"[('The', 'DT'), ('shoes', 'NNS'), ('has', 'VBZ'), ('very', 'RB'), ('expensive', 'JJ'), ('.', '.')]"
HIND4811695,The shoes have very expensive.,1,"[('The', 'DT'), ('shoes', 'NNS'), ('have', 'VBP'), ('very', 'RB'), ('expensive', 'JJ'), ('.', '.')]"
HIND4782449,There aren't much water in the glass.,2,"[('There', 'EX'), ('are', 'VBP'), (""n't"", 'RB'), ('much', 'JJ'), ('water', 'NN'), ('in', 'IN'), ('the', 'DT'), ('glass', 'NN'), ('.', '.')]"
HIND4782449,There isn't much water in the glass.,2,"[('There', 'EX'), ('is', 'VBZ'), (""n't"", 'RB'), ('much', 'JJ'), ('water', 'NN'), ('in', 'IN'), ('the', 'DT'), ('glass', 'NN'), ('.', '.')]"
HIND4782449,There isn't many water in the glass.,2,"[('There', 'EX'), ('is', 'VBZ'), (""n't"", 'RB'), ('many', 'JJ'), ('water', 'NN'), ('in', 'IN'), ('the', 'DT'), ('glass', 'NN'), ('.', '.')]"
HIND4782449,There isn't a water in the glass.,2,"[('There', 'EX'), ('is', 'VBZ'), (""n't"", 'RB'), ('a', 'DT'), ('water', 'NN'), ('in', 'IN'), ('the', 'DT'), ('glass', 'NN'), ('.', '.')]"
HIND4543855,Their is a bank next to the school.,3,"[('Their', 'PRP$'), ('is', 'VBZ'), ('a', 'DT'), ('bank', 'NN'), ('next', 'IN'), ('to', 'TO'), ('the', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4543855,There are a bank next to the school.,3,"[('There', 'EX'), ('are', 'VBP'), ('a', 'DT'), ('bank', 'NN'), ('next', 'IN'), ('to', 'TO'), ('the', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4543855,There is a bank next to the school.,3,"[('There', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('bank', 'NN'), ('next', 'IN'), ('to', 'TO'), ('the', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4543855,,3,[]
HIND3631340,How many airports are in <default-city-name1>?,3,"[('How', 'WRB'), ('many', 'JJ'), ('airports', 'NNS'), ('are', 'VBP'), ('in', 'IN'), ('Jaipur', 'NNP'), ('?', '.')]"
HIND3631340,How many airports there are in <default-city-name1>?,3,"[('How', 'WRB'), ('many', 'JJ'), ('airports', 'NNS'), ('there', 'EX'), ('are', 'VBP'), ('in', 'IN'), ('Jaipur', 'NNP'), ('?', '.')]"
HIND3631340,How many airports are there in <default-city-name1>?,3,"[('How', 'WRB'), ('many', 'JJ'), ('airports', 'NNS'), ('are', 'VBP'), ('there', 'RB'), ('in', 'IN'), ('Jaipur', 'NNP'), ('?', '.')]"
HIND3631340,,3,[]
HIND2907790,He is China. He is Chinese.,3,"[('He', 'PRP'), ('is', 'VBZ'), ('China', 'NNP'), ('.', '.'), ('He', 'PRP'), ('is', 'VBZ'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2907790,He from China. He is Chinese.,3,"[('He', 'PRP'), ('from', 'IN'), ('China', 'NNP'), ('.', '.'), ('He', 'PRP'), ('is', 'VBZ'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2907790,He is from China. He is Chinese.,3,"[('He', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('China', 'NNP'), ('.', '.'), ('He', 'PRP'), ('is', 'VBZ'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2907790,,3,[]
HIND4722201,How much sugar do you have?,1,"[('How', 'WRB'), ('much', 'JJ'), ('sugar', 'NN'), ('do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('?', '.')]"
HIND4722201,How many sugar do you have?,1,"[('How', 'WRB'), ('many', 'JJ'), ('sugar', 'NN'), ('do', 'VBP'), ('you', 'PRP'), ('have', 'VB'), ('?', '.')]"
HIND4722201,,1,[]
HIND4722201,,1,[]
HIND4851442,They don't have a chocolates.,2,"[('They', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('have', 'VB'), ('a', 'DT'), ('chocolates', 'NNS'), ('.', '.')]"
HIND4851442,They don't have any chocolates.,2,"[('They', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('have', 'VB'), ('any', 'DT'), ('chocolates', 'NNS'), ('.', '.')]"
HIND4851442,They don't have some chocolates.,2,"[('They', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('have', 'VB'), ('some', 'DT'), ('chocolates', 'NNS'), ('.', '.')]"
HIND4851442,,2,[]
HIND2954775,He is not China. He is not Chinese.,3,"[('He', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('China', 'NNP'), ('.', '.'), ('He', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2954775,He is from not China. He is not Chinese.,3,"[('He', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('not', 'RB'), ('China', 'NNP'), ('.', '.'), ('He', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2954775,He is not from China. He is not Chinese.,3,"[('He', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('China', 'NNP'), ('.', '.'), ('He', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2954775,He is not is from China. He is not Chinese.,3,"[('He', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('is', 'VBZ'), ('from', 'IN'), ('China', 'NNP'), ('.', '.'), ('He', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2961416,"She's isn't from England, she is not British.",3,"[('She', 'PRP'), (""'s"", 'VBZ'), ('is', 'VBZ'), (""n't"", 'RB'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('British', 'JJ'), ('.', '.')]"
HIND2961416,"She isn't not from England, she is not British.",3,"[('She', 'PRP'), ('is', 'VBZ'), (""n't"", 'RB'), ('not', 'RB'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('British', 'JJ'), ('.', '.')]"
HIND2961416,"She isn't from England, she is not British.",3,"[('She', 'PRP'), ('is', 'VBZ'), (""n't"", 'RB'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('British', 'JJ'), ('.', '.')]"
HIND2961416,"She's not is from England, she is not British.",3,"[('She', 'PRP'), (""'s"", 'VBZ'), ('not', 'RB'), ('is', 'VBZ'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('British', 'JJ'), ('.', '.')]"
HIND4855833,Does she have some sisters?,3,"[('Does', 'VBZ'), ('she', 'PRP'), ('have', 'VB'), ('some', 'DT'), ('sisters', 'NNS'), ('?', '.')]"
HIND4855833,Does she have a sisters?,3,"[('Does', 'VBZ'), ('she', 'PRP'), ('have', 'VB'), ('a', 'DT'), ('sisters', 'NNS'), ('?', '.')]"
HIND4855833,Does she have any sisters?,3,"[('Does', 'VBZ'), ('she', 'PRP'), ('have', 'VB'), ('any', 'DT'), ('sisters', 'NNS'), ('?', '.')]"
HIND4855833,Does she have much sisters?,3,"[('Does', 'VBZ'), ('she', 'PRP'), ('have', 'VB'), ('much', 'JJ'), ('sisters', 'NNS'), ('?', '.')]"
HIND3598911,Her wife is smart.,2,"[('Her', 'PRP$'), ('wife', 'NN'), ('is', 'VBZ'), ('smart', 'JJ'), ('.', '.')]"
HIND3598911,His wife is smart.,2,"[('His', 'PRP$'), ('wife', 'NN'), ('is', 'VBZ'), ('smart', 'JJ'), ('.', '.')]"
HIND3598911,She wife is smart.,2,"[('She', 'PRP'), ('wife', 'NN'), ('is', 'VBZ'), ('smart', 'JJ'), ('.', '.')]"
HIND3598911,,2,[]
HIND3924239,<default-female-name3> has two daughters.,1,"[('Sarah', 'NNP'), ('has', 'VBZ'), ('two', 'CD'), ('daughters', 'NNS'), ('.', '.')]"
HIND3924239,<default-female-name3> have two daughters.,1,"[('Sarah', 'NNS'), ('have', 'VBP'), ('two', 'CD'), ('daughters', 'NNS'), ('.', '.')]"
