,Slide ID,Options,Correct ID,pos_array,pos_delta
121,HIND4059388,My red pant fit me well.,1,"[""('My', 'PRP$')"", ""('red', 'JJ')"", ""('pant', 'JJ')"", ""('fit', 'NN')"", ""('me', 'PRP')"", ""('well', 'RB')"", ""('.', '.')""]","[""('pant', 'JJ')"", ""('fit', 'NN')""]"
122,HIND4059388,My red pants are fit me well.,1,"[""('My', 'PRP$')"", ""('red', 'JJ')"", ""('pants', 'NNS')"", ""('are', 'VBP')"", ""('fit', 'JJ')"", ""('me', 'PRP')"", ""('well', 'RB')"", ""('.', '.')""]","[""('are', 'VBP')"", ""('fit', 'JJ')""]"
123,HIND4059388,,1,[],[]
124,HIND3945250,Do they have a cat?,1,"[""('Do', 'VBP')"", ""('they', 'PRP')"", ""('have', 'VB')"", ""('a', 'DT')"", ""('cat', 'NN')"", ""('?', '.')""]",[]
125,HIND3945250,Does they have a cat?,1,"[""('Does', 'VBZ')"", ""('they', 'PRP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('cat', 'NN')"", ""('?', '.')""]","[""('Does', 'VBZ')"", ""('have', 'VBP')""]"
126,HIND3945250,Are they have a cat?,1,"[""('Are', 'VBP')"", ""('they', 'PRP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('cat', 'NN')"", ""('?', '.')""]","[""('have', 'VBP')"", ""('Are', 'VBP')""]"
127,HIND3945250,,1,[],[]
128,HIND4306038,<default-female-name2> and <default-female-name> work at a school.,1,"[""('Sarah', 'NNP')"", ""('and', 'CC')"", ""('Sarah', 'NNP')"", ""('work', 'NN')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]",[]
129,HIND4306038,<default-female-name> work at a school.,1,"[""('Sarah', 'NNP')"", ""('work', 'NN')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]",[]
130,HIND4306038,<default-female-name2> work at a school.,1,"[""('Sarah', 'NNP')"", ""('work', 'NN')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('school', 'NN')"", ""('.', '.')""]",[]
131,HIND4306038,,1,[],[]
132,HIND3194056,I dances very well.,2,"[""('I', 'PRP')"", ""('dances', 'VBP')"", ""('very', 'RB')"", ""('well', 'RB')"", ""('.', '.')""]","[""('dances', 'VBP')""]"
133,HIND3194056,I dance very well.,2,"[""('I', 'PRP')"", ""('dance', 'VBP')"", ""('very', 'RB')"", ""('well', 'RB')"", ""('.', '.')""]",[]
134,HIND3194056,I am dance very well.,2,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('dance', 'JJ')"", ""('very', 'RB')"", ""('well', 'RB')"", ""('.', '.')""]","[""('dance', 'JJ')"", ""('am', 'VBP')""]"
135,HIND3194056,I dancing very well.,2,"[""('I', 'PRP')"", ""('dancing', 'VBG')"", ""('very', 'RB')"", ""('well', 'RB')"", ""('.', '.')""]","[""('dancing', 'VBG')""]"
136,HIND3176368,They eats bread.,2,"[""('They', 'PRP')"", ""('eats', 'VBP')"", ""('bread', 'VBP')"", ""('.', '.')""]","[""('eats', 'VBP')"", ""('bread', 'VBP')""]"
137,HIND3176368,They eat bread.,2,"[""('They', 'PRP')"", ""('eat', 'VBP')"", ""('bread', 'JJ')"", ""('.', '.')""]",[]
138,HIND3176368,They are eat bread.,2,"[""('They', 'PRP')"", ""('are', 'VBP')"", ""('eat', 'JJ')"", ""('bread', 'NN')"", ""('.', '.')""]","[""('are', 'VBP')"", ""('eat', 'JJ')"", ""('bread', 'NN')""]"
139,HIND3176368,They does eat bread.,2,"[""('They', 'PRP')"", ""('does', 'VBZ')"", ""('eat', 'VB')"", ""('bread', 'NN')"", ""('.', '.')""]","[""('does', 'VBZ')"", ""('eat', 'VB')"", ""('bread', 'NN')""]"
140,HIND4552926,Are there any windows in the room?,1,"[""('Are', 'NNP')"", ""('there', 'EX')"", ""('any', 'DT')"", ""('windows', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('room', 'NN')"", ""('?', '.')""]",[]
141,HIND4552926,There isn't any windows in the room?,1,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('any', 'DT')"", ""('windows', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('room', 'NN')"", ""('?', '.')""]","['(""n\'t"", \'RB\')', ""('is', 'VBZ')"", ""('There', 'EX')""]"
142,HIND4552926,Is there any windows in the room?,1,"[""('Is', 'VBZ')"", ""('there', 'EX')"", ""('any', 'DT')"", ""('windows', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('room', 'NN')"", ""('?', '.')""]","[""('Is', 'VBZ')""]"
143,HIND4552926,,1,[],[]
144,HIND3191070,He drinks water,1,"[""('He', 'PRP')"", ""('drinks', 'VBZ')"", ""('water', 'NN')""]",[]
145,HIND3191070,He drink water,1,"[""('He', 'PRP')"", ""('drink', 'VBZ')"", ""('water', 'NN')""]","[""('drink', 'VBZ')""]"
146,HIND3191070,He are drink water,1,"[""('He', 'PRP')"", ""('are', 'VBP')"", ""('drink', 'JJ')"", ""('water', 'NN')""]","[""('drink', 'JJ')"", ""('are', 'VBP')""]"
147,HIND3191070,He do drink water,1,"[""('He', 'PRP')"", ""('do', 'VB')"", ""('drink', 'VB')"", ""('water', 'NN')""]","[""('do', 'VB')"", ""('drink', 'VB')""]"
148,HIND4240582,She live next to the mall in <default-city-area>,2,"[""('She', 'PRP')"", ""('live', 'VBP')"", ""('next', 'JJ')"", ""('to', 'TO')"", ""('the', 'DT')"", ""('mall', 'NN')"", ""('in', 'IN')"", ""('Jaipur', 'NNP')""]","[""('She', 'PRP')""]"
149,HIND4240582,They live next to the mall in <default-city-area>,2,"[""('They', 'PRP')"", ""('live', 'VBP')"", ""('next', 'JJ')"", ""('to', 'TO')"", ""('the', 'DT')"", ""('mall', 'NN')"", ""('in', 'IN')"", ""('Jaipur', 'NNP')""]",[]
150,HIND4240582,He live next to the mall in <default-city-area>,2,"[""('He', 'PRP')"", ""('live', 'VBP')"", ""('next', 'JJ')"", ""('to', 'TO')"", ""('the', 'DT')"", ""('mall', 'NN')"", ""('in', 'IN')"", ""('Jaipur', 'NNP')""]","[""('He', 'PRP')""]"
151,HIND4240582,,2,[],[]
152,HIND3944044,Do <default-male-name3> have a son?,2,"[""('Do', 'NNP')"", ""('John', 'NNP')"", ""('have', 'VB')"", ""('a', 'DT')"", ""('son', 'NN')"", ""('?', '.')""]","[""('Do', 'NNP')""]"
153,HIND3944044,Does <default-male-name3> have a son?,2,"[""('Does', 'NNP')"", ""('John', 'NNP')"", ""('have', 'VB')"", ""('a', 'DT')"", ""('son', 'NN')"", ""('?', '.')""]",[]
154,HIND3944044,Is <default-male-name3> have a son?,2,"[""('Is', 'VBZ')"", ""('John', 'NNP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('son', 'NN')"", ""('?', '.')""]","[""('have', 'VBP')"", ""('Is', 'VBZ')""]"
155,HIND3944044,,2,[],[]
156,HIND4267090,Where do they live?,1,"[""('Where', 'WRB')"", ""('do', 'VBP')"", ""('they', 'PRP')"", ""('live', 'VB')"", ""('?', '.')""]",[]
157,HIND4267090,Where does they live?,1,"[""('Where', 'WRB')"", ""('does', 'VBZ')"", ""('they', 'PRP')"", ""('live', 'VB')"", ""('?', '.')""]","[""('does', 'VBZ')""]"
158,HIND4267090,Where are they live?,1,"[""('Where', 'WRB')"", ""('are', 'VBP')"", ""('they', 'PRP')"", ""('live', 'VBP')"", ""('?', '.')""]","[""('are', 'VBP')"", ""('live', 'VBP')""]"
159,HIND4267090,,1,[],[]
160,HIND4777212,There isn't many tea in the cup.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('many', 'JJ')"", ""('tea', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('cup', 'NN')"", ""('.', '.')""]","[""('many', 'JJ')""]"
161,HIND4777212,There isn't much tea in the cup.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('much', 'JJ')"", ""('tea', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('cup', 'NN')"", ""('.', '.')""]",[]
162,HIND4777212,There isn't a tea in the cup.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('a', 'DT')"", ""('tea', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('cup', 'NN')"", ""('.', '.')""]","[""('a', 'DT')""]"
163,HIND4777212,,2,[],[]
164,HIND4237327,<default-female-name> lives behind my house in <default-city-name1>.,1,"[""('Sarah', 'NNP')"", ""('lives', 'VBZ')"", ""('behind', 'IN')"", ""('my', 'PRP$')"", ""('house', 'NN')"", ""('in', 'IN')"", ""('Jaipur', 'NNP')"", ""('.', '.')""]",[]
165,HIND4237327,<default-female-name> does lives behind my house in <default-city-name1>.,1,"[""('Sarah', 'NN')"", ""('does', 'VBZ')"", ""('lives', 'NNS')"", ""('behind', 'IN')"", ""('my', 'PRP$')"", ""('house', 'NN')"", ""('in', 'IN')"", ""('Jaipur', 'NNP')"", ""('.', '.')""]","[""('Sarah', 'NN')"", ""('lives', 'NNS')"", ""('does', 'VBZ')""]"
166,HIND4237327,<default-female-name> live behind my house in <default-city-name1>.,1,"[""('Sarah', 'NNP')"", ""('live', 'VBP')"", ""('behind', 'IN')"", ""('my', 'PRP$')"", ""('house', 'NN')"", ""('in', 'IN')"", ""('Jaipur', 'NNP')"", ""('.', '.')""]","[""('live', 'VBP')""]"
167,HIND4237327,<default-female-name> is lives behind my house in <default-city-name1>.,1,"[""('Sarah', 'NNP')"", ""('is', 'VBZ')"", ""('lives', 'NNS')"", ""('behind', 'IN')"", ""('my', 'PRP$')"", ""('house', 'NN')"", ""('in', 'IN')"", ""('Jaipur', 'NNP')"", ""('.', '.')""]","[""('is', 'VBZ')"", ""('lives', 'NNS')""]"
168,HIND4317489,Where are <default-male-name> work?,3,"[""('Where', 'WRB')"", ""('are', 'VBP')"", ""('John', 'NNP')"", ""('work', 'NN')"", ""('?', '.')""]","[""('work', 'NN')"", ""('are', 'VBP')""]"
169,HIND4317489,Where is <default-male-name> work?,3,"[""('Where', 'WRB')"", ""('is', 'VBZ')"", ""('John', 'NNP')"", ""('work', 'NN')"", ""('?', '.')""]","[""('is', 'VBZ')"", ""('work', 'NN')""]"
170,HIND4317489,Where does <default-male-name> work?,3,"[""('Where', 'WRB')"", ""('does', 'VBZ')"", ""('John', 'NNP')"", ""('work', 'VB')"", ""('?', '.')""]",[]
171,HIND4317489,,3,[],[]
172,HIND3590736,This is there sister.,2,"[""('This', 'DT')"", ""('is', 'VBZ')"", ""('there', 'RB')"", ""('sister', 'JJ')"", ""('.', '.')""]","[""('there', 'RB')"", ""('sister', 'JJ')""]"
173,HIND3590736,This is their sister.,2,"[""('This', 'DT')"", ""('is', 'VBZ')"", ""('their', 'PRP$')"", ""('sister', 'NN')"", ""('.', '.')""]",[]
174,HIND3590736,This is theirs sister.,2,"[""('This', 'DT')"", ""('is', 'VBZ')"", ""('theirs', 'JJ')"", ""('sister', 'NN')"", ""('.', '.')""]","[""('theirs', 'JJ')""]"
175,HIND3590736,,2,[],[]
176,HIND4826149,Do you have a children?,3,"[""('Do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('a', 'DT')"", ""('children', 'NNS')"", ""('?', '.')""]","[""('a', 'DT')""]"
177,HIND4826149,Do you have an children?,3,"[""('Do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('an', 'DT')"", ""('children', 'NNS')"", ""('?', '.')""]","[""('an', 'DT')""]"
178,HIND4826149,Do you have any children?,3,"[""('Do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('any', 'DT')"", ""('children', 'NNS')"", ""('?', '.')""]",[]
179,HIND4826149,,3,[],[]
180,HIND4731992,How many money do you have?,2,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('money', 'NN')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('?', '.')""]","[""('many', 'JJ')""]"
181,HIND4731992,How much money do you have?,2,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('money', 'NN')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('?', '.')""]",[]
182,HIND4731992,,2,[],[]
183,HIND4731992,,2,[],[]
184,HIND4828565,Are there a apples in the fridge?,3,"[""('Are', 'NNP')"", ""('there', 'EX')"", ""('a', 'DT')"", ""('apples', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('fridge', 'NN')"", ""('?', '.')""]","[""('a', 'DT')""]"
185,HIND4828565,Are there an apples in the fridge?,3,"[""('Are', 'NNP')"", ""('there', 'EX')"", ""('an', 'DT')"", ""('apples', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('fridge', 'NN')"", ""('?', '.')""]","[""('an', 'DT')""]"
186,HIND4828565,Are there any apples in the fridge?,3,"[""('Are', 'NNP')"", ""('there', 'EX')"", ""('any', 'DT')"", ""('apples', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('fridge', 'NN')"", ""('?', '.')""]",[]
187,HIND4828565,,3,[],[]
188,HIND2908990,She is from England. She is England.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('England', 'NNP')"", ""('.', '.')"", ""('She', 'PRP')"", ""('is', 'VBZ')"", ""('England', 'NNP')"", ""('.', '.')""]",[]
189,HIND2908990,She is from England. She are British.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('England', 'NNP')"", ""('.', '.')"", ""('She', 'PRP')"", ""('are', 'VBP')"", ""('British', 'JJ')"", ""('.', '.')""]","[""('are', 'VBP')""]"
190,HIND2908990,She is from England. She is British.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('England', 'NNP')"", ""('.', '.')"", ""('She', 'PRP')"", ""('is', 'VBZ')"", ""('British', 'JJ')"", ""('.', '.')""]",[]
191,HIND2908990,She is from England. She am British.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('from', 'IN')"", ""('England', 'NNP')"", ""('.', '.')"", ""('She', 'PRP')"", ""('am', 'VBP')"", ""('British', 'JJ')"", ""('.', '.')""]","[""('am', 'VBP')""]"
192,HIND3448548,Look there is <default-male-name3>.,1,"[""('Look', 'VB')"", ""('there', 'EX')"", ""('is', 'VBZ')"", ""('John', 'NNP')"", ""('.', '.')""]",[]
193,HIND3448548,Look there am <default-male-name3>.,1,"[""('Look', 'VB')"", ""('there', 'EX')"", ""('am', 'VBP')"", ""('John', 'NNP')"", ""('.', '.')""]","[""('am', 'VBP')""]"
194,HIND3448548,Look there are <default-male-name3>.,1,"[""('Look', 'VB')"", ""('there', 'EX')"", ""('are', 'VBP')"", ""('John', 'NNP')"", ""('.', '.')""]","[""('are', 'VBP')""]"
195,HIND3448548,,1,[],[]
196,HIND4677169,I would like some oranges.,1,"[""('I', 'PRP')"", ""('would', 'MD')"", ""('like', 'VB')"", ""('some', 'DT')"", ""('oranges', 'NNS')"", ""('.', '.')""]",[]
197,HIND4677169,I want like some oranges.,1,"[""('I', 'PRP')"", ""('want', 'VBP')"", ""('like', 'IN')"", ""('some', 'DT')"", ""('oranges', 'NNS')"", ""('.', '.')""]","[""('like', 'IN')"", ""('want', 'VBP')""]"
198,HIND4677169,I have like some oranges.,1,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('like', 'IN')"", ""('some', 'DT')"", ""('oranges', 'NNS')"", ""('.', '.')""]","[""('have', 'VBP')"", ""('like', 'IN')""]"
199,HIND4677169,I am like some oranges.,1,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('like', 'IN')"", ""('some', 'DT')"", ""('oranges', 'NNS')"", ""('.', '.')""]","[""('like', 'IN')"", ""('am', 'VBP')""]"
200,HIND3798572,She is smart woman.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('smart', 'JJ')"", ""('woman', 'NN')"", ""('.', '.')""]",[]
201,HIND3798572,She is smarty woman.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('smarty', 'JJ')"", ""('woman', 'NN')"", ""('.', '.')""]","[""('smarty', 'JJ')""]"
202,HIND3798572,She is a smart woman.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('smart', 'JJ')"", ""('woman', 'NN')"", ""('.', '.')""]",[]
203,HIND3798572,,3,[],[]
204,HIND2984407,Is she a student?,1,"[""('Is', 'VBZ')"", ""('she', 'PRP')"", ""('a', 'DT')"", ""('student', 'NN')"", ""('?', '.')""]",[]
205,HIND2984407,Is you a student?,1,"[""('Is', 'VBZ')"", ""('you', 'PRP')"", ""('a', 'DT')"", ""('student', 'NN')"", ""('?', '.')""]","[""('you', 'PRP')""]"
206,HIND2984407,Is she is a student?,1,"[""('Is', 'VBZ')"", ""('she', 'PRP')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('student', 'NN')"", ""('?', '.')""]","[""('is', 'VBZ')""]"
207,HIND2984407,Does she a student?,1,"[""('Does', 'VBZ')"", ""('she', 'PRP')"", ""('a', 'DT')"", ""('student', 'NN')"", ""('?', '.')""]","[""('Does', 'VBZ')""]"
208,HIND6356031,I have seen DDLJ fifth times.,2,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('seen', 'VBN')"", ""('DDLJ', 'NNP')"", ""('fifth', 'JJ')"", ""('times', 'NNS')"", ""('.', '.')""]","[""('fifth', 'JJ')""]"
209,HIND6356031,I have seen DDLJ five times.,2,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('seen', 'VBN')"", ""('DDLJ', 'NNP')"", ""('five', 'CD')"", ""('times', 'NNS')"", ""('.', '.')""]",[]
210,HIND6356031,I have seen DDLJ fiveth times.,2,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('seen', 'VBN')"", ""('DDLJ', 'NNP')"", ""('fiveth', 'JJ')"", ""('times', 'NNS')"", ""('.', '.')""]","[""('fiveth', 'JJ')""]"
211,HIND6356031,I have seen DDLJ five time.,2,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('seen', 'VBN')"", ""('DDLJ', 'NNP')"", ""('five', 'CD')"", ""('time', 'NN')"", ""('.', '.')""]","[""('time', 'NN')""]"
212,HIND4702042,"How much are those pants, the ones displayed here?",2,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('are', 'VBP')"", ""('those', 'DT')"", ""('pants', 'NNS')"", ""(',', ',')"", ""('the', 'DT')"", ""('ones', 'NNS')"", ""('displayed', 'VBN')"", ""('here', 'RB')"", ""('?', '.')""]","[""('those', 'DT')""]"
213,HIND4702042,"How much are these pants, the ones displayed here?",2,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('are', 'VBP')"", ""('these', 'DT')"", ""('pants', 'NNS')"", ""(',', ',')"", ""('the', 'DT')"", ""('ones', 'NNS')"", ""('displayed', 'VBN')"", ""('here', 'RB')"", ""('?', '.')""]",[]
214,HIND4702042,"How much are this pants, the ones displayed here?",2,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('are', 'VBP')"", ""('this', 'DT')"", ""('pants', 'NNS')"", ""(',', ',')"", ""('the', 'DT')"", ""('ones', 'NNS')"", ""('displayed', 'VBN')"", ""('here', 'RB')"", ""('?', '.')""]","[""('this', 'DT')""]"
215,HIND4702042,"How much are that pants, the ones displayed here?",2,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('are', 'VBP')"", ""('that', 'IN')"", ""('pants', 'NNS')"", ""(',', ',')"", ""('the', 'DT')"", ""('ones', 'NNS')"", ""('displayed', 'VBN')"", ""('here', 'RB')"", ""('?', '.')""]","[""('that', 'IN')""]"
216,HIND3946503,Do you have a girl-friend?,1,"[""('Do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('a', 'DT')"", ""('girl-friend', 'NN')"", ""('?', '.')""]",[]
217,HIND3946503,Does you have a girl-friend?,1,"[""('Does', 'NNP')"", ""('you', 'PRP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('girl-friend', 'NN')"", ""('?', '.')""]","[""('have', 'VBP')"", ""('Does', 'NNP')""]"
218,HIND3946503,Are you have a girl-friend?,1,"[""('Are', 'NNP')"", ""('you', 'PRP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('girl-friend', 'NN')"", ""('?', '.')""]","[""('Are', 'NNP')"", ""('have', 'VBP')""]"
219,HIND3946503,,1,[],[]
220,HIND4750362,How much is this house for?,1,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('is', 'VBZ')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('for', 'IN')"", ""('?', '.')""]",[]
221,HIND4750362,How much is these house for?,1,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('is', 'VBZ')"", ""('these', 'DT')"", ""('house', 'NN')"", ""('for', 'IN')"", ""('?', '.')""]","[""('these', 'DT')""]"
222,HIND4750362,How much is those house for?,1,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('is', 'VBZ')"", ""('those', 'DT')"", ""('house', 'NN')"", ""('for', 'IN')"", ""('?', '.')""]","[""('those', 'DT')""]"
223,HIND4750362,How much are this house for?,1,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('are', 'VBP')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('for', 'IN')"", ""('?', '.')""]","[""('are', 'VBP')""]"
224,HIND4843016,Are a of those shoes <default-female-name>''s?,2,"[""('Are', 'VBP')"", ""('a', 'DT')"", ""('of', 'IN')"", ""('those', 'DT')"", ""('shoes', 'NNS')"", ""('Sarah', 'NNP')"", '(""\'s"", \'POS\')', ""('?', '.')""]","[""('Are', 'VBP')"", ""('a', 'DT')""]"
225,HIND4843016,Are any of those shoes <default-female-name>''s?,2,"[""('Are', 'NNP')"", ""('any', 'DT')"", ""('of', 'IN')"", ""('those', 'DT')"", ""('shoes', 'NNS')"", ""('Sarah', 'NNP')"", '(""\'s"", \'POS\')', ""('?', '.')""]",[]
226,HIND4843016,Are the of those shoes <default-female-name>''s?,2,"[""('Are', 'VBP')"", ""('the', 'DT')"", ""('of', 'IN')"", ""('those', 'DT')"", ""('shoes', 'NNS')"", ""('Sarah', 'NNP')"", '(""\'s"", \'POS\')', ""('?', '.')""]","[""('the', 'DT')"", ""('Are', 'VBP')""]"
227,HIND4843016,,2,[],[]
228,HIND3195548,They dance very well.,1,"[""('They', 'PRP')"", ""('dance', 'VBP')"", ""('very', 'RB')"", ""('well', 'RB')"", ""('.', '.')""]",[]
229,HIND3195548,They dances very well.,1,"[""('They', 'PRP')"", ""('dances', 'VBP')"", ""('very', 'RB')"", ""('well', 'RB')"", ""('.', '.')""]","[""('dances', 'VBP')""]"
230,HIND3195548,They are dance very well.,1,"[""('They', 'PRP')"", ""('are', 'VBP')"", ""('dance', 'JJ')"", ""('very', 'RB')"", ""('well', 'RB')"", ""('.', '.')""]","[""('dance', 'JJ')"", ""('are', 'VBP')""]"
231,HIND3195548,They dancing very well.,1,"[""('They', 'PRP')"", ""('dancing', 'VBG')"", ""('very', 'RB')"", ""('well', 'RB')"", ""('.', '.')""]","[""('dancing', 'VBG')""]"
232,HIND4539098,Is there a bathroom in this house?,1,"[""('Is', 'VBZ')"", ""('there', 'EX')"", ""('a', 'DT')"", ""('bathroom', 'NN')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('?', '.')""]",[]
233,HIND4539098,There are a bathroom in this house?,1,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('a', 'DT')"", ""('bathroom', 'NN')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('?', '.')""]","[""('There', 'EX')"", ""('are', 'VBP')""]"
234,HIND4539098,Is a bathroom in this house?,1,"[""('Is', 'VBZ')"", ""('a', 'DT')"", ""('bathroom', 'NN')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('?', '.')""]",[]
235,HIND4539098,,1,[],[]
236,HIND2983203,Are they from America?,1,"[""('Are', 'VBP')"", ""('they', 'PRP')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('?', '.')""]",[]
237,HIND2983203,Is they from America?,1,"[""('Is', 'VBZ')"", ""('they', 'PRP')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('?', '.')""]","[""('Is', 'VBZ')""]"
238,HIND2983203,Are they are from America?,1,"[""('Are', 'IN')"", ""('they', 'PRP')"", ""('are', 'VBP')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('?', '.')""]","[""('Are', 'IN')"", ""('are', 'VBP')""]"
239,HIND2983203,Do they are from America?,1,"[""('Do', 'IN')"", ""('they', 'PRP')"", ""('are', 'VBP')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('?', '.')""]","[""('Do', 'IN')"", ""('are', 'VBP')""]"
240,HIND4824913,Is there a milk in the fridge?,2,"[""('Is', 'VBZ')"", ""('there', 'EX')"", ""('a', 'DT')"", ""('milk', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('fridge', 'NN')"", ""('?', '.')""]","[""('a', 'DT')""]"
241,HIND4824913,Is there any milk in the fridge?,2,"[""('Is', 'VBZ')"", ""('there', 'EX')"", ""('any', 'DT')"", ""('milk', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('fridge', 'NN')"", ""('?', '.')""]",[]
242,HIND4824913,Is there an milk in the fridge?,2,"[""('Is', 'VBZ')"", ""('there', 'EX')"", ""('an', 'DT')"", ""('milk', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('fridge', 'NN')"", ""('?', '.')""]","[""('an', 'DT')""]"
243,HIND4824913,Is there the milk in the fridge?,2,"[""('Is', 'VBZ')"", ""('there', 'EX')"", ""('the', 'DT')"", ""('milk', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('fridge', 'NN')"", ""('?', '.')""]",[]
244,HIND3185435,Do you drinks water?,2,"[""('Do', 'VB')"", ""('you', 'PRP')"", ""('drinks', 'VB')"", ""('water', 'NN')"", ""('?', '.')""]","[""('drinks', 'VB')""]"
245,HIND3185435,Do you drink water?,2,"[""('Do', 'VB')"", ""('you', 'PRP')"", ""('drink', 'VB')"", ""('water', 'NN')"", ""('?', '.')""]",[]
246,HIND3185435,Do you are drink water?,2,"[""('Do', 'VB')"", ""('you', 'PRP')"", ""('are', 'VBP')"", ""('drink', 'JJ')"", ""('water', 'NN')"", ""('?', '.')""]","[""('drink', 'JJ')"", ""('are', 'VBP')""]"
247,HIND3185435,,2,[],[]
248,HIND4551145,There aren't a kitchen in this house?,3,"[""('There', 'EX')"", ""('are', 'VBP')"", '(""n\'t"", \'RB\')', ""('a', 'DT')"", ""('kitchen', 'NN')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('?', '.')""]","['(""n\'t"", \'RB\')', ""('There', 'EX')"", ""('are', 'VBP')""]"
249,HIND4551145,There isn't a kitchen in this house?,3,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('a', 'DT')"", ""('kitchen', 'NN')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('?', '.')""]","['(""n\'t"", \'RB\')', ""('is', 'VBZ')"", ""('There', 'EX')""]"
250,HIND4551145,Is there a kitchen in this house?,3,"[""('Is', 'VBZ')"", ""('there', 'EX')"", ""('a', 'DT')"", ""('kitchen', 'NN')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('?', '.')""]",[]
251,HIND4551145,,3,[],[]
