Slide ID,Options,Correct ID
HIND4769656,I want some water.,2
HIND4769656,,2
HIND4769656,,2
HIND4635115,I buy chips at the book store.,4
HIND4635115,I buy chips at the shoe store.,4
HIND4635115,I buy chips at the temple.,4
HIND4635115,I buy chips at the grocery store.,4
HIND3239032,They don't drink water.,1
HIND3239032,They don't drinks water.,1
HIND3239032,They don't are drink water.,1
HIND3239032,,1
HIND2887669,We are Indians.,1
HIND2887669,We is Indians.,1
HIND2887669,We am Indians.,1
HIND2887669,We have Indians.,1
HIND4633341,I buy vegetables at the shoe store.,4
HIND4633341,I buy vegetables at the book store.,4
HIND4633341,I buy vegetables at the school.,4
HIND4633341,I buy vegetables at the vegetable market.,4
HIND3381229,Turn off a music.,3
HIND3381229,Turn off an music.,3
HIND3381229,Turn off the music.,3
HIND3381229,Turn off to the music.,3
HIND4641984,I buy medicine at a fish market.,3
HIND4641984,I buy medicine at a bookstore.,3
HIND4641984,I buy medicine at a medical store.,3
HIND4641984,I buy medicine at a university.,3
HIND3732179,They is smart.,2
HIND3732179,They are smart.,2
HIND3732179,They have smart.,2
HIND3732179,They are a smart.,2
HIND2897118,He is British.,1
HIND2897118,He does British.,1
HIND2897118,He are British.,1
HIND2897118,He is the British.,1
HIND3434034,"No, She is my grand-daughter!",1
HIND3434034,"No, She am my grand-daughter!",1
HIND3434034,"No, She are my grand-daughter!",1
HIND3434034,,1
HIND2940306,She am not Sarah.,2
HIND2940306,She is not Sarah.,2
HIND2940306,She not is Sarah.,2
HIND2940306,She is not the Sarah.,2
HIND3216707,We don't speaks English.,3
HIND3216707,We don't are speak English.,3
HIND3216707,We don't speak English.,3
HIND3216707,,3
HIND2959977,He is not from France. He're not French,3
HIND2959977,He is not from France. He's isn't French,3
HIND2959977,He is not from France. He's not French,3
HIND2959977,,3
HIND4297844,You are an engineer. You works at a factory.,2
HIND4297844,You are an engineer. You work at a factory.,2
HIND4297844,You are an engineer. You are work at a factory.,2
HIND4297844,,2
HIND3445990,The weather is nice today.,1
HIND3445990,The weather am nice today.,1
HIND3445990,The weather are nice today.,1
HIND3445990,,1
HIND3853037,I hears with my ears.,3
HIND3853037,I watch with my ears.,3
HIND3853037,I hear with my ears.,3
HIND3853037,,3
HIND3702456,I is sixteen.,2
HIND3702456,I am sixteen.,2
HIND3702456,I am years sixteen.,2
HIND3702456,I am old sixteen.,2
HIND2894499,She am Chinese.,2
HIND2894499,She is Chinese.,2
HIND2894499,She are Chinese.,2
HIND2894499,She is the Chinese.,2
HIND4292878,I works at a hospital.,2
HIND4292878,I work at a hospital.,2
HIND4292878,I am work at a hospital.,2
HIND4292878,I am working at a hospital.,2
HIND3450346,I is not hungry.,2
HIND3450346,I am not hungry.,2
HIND3450346,I are not hungry.,2
HIND3450346,,2
HIND3413892,I is Sarah Khan.,2
HIND3413892,I am Sarah Khan.,2
HIND3413892,I are Sarah Khan.,2
HIND3413892,,2
HIND2868262,You am from India.,3
HIND2868262,You is from India.,3
HIND2868262,You are from India.,3
HIND2868262,You are come from India.,3
HIND2821804,What is yours name?,2
HIND2821804,What is your name?,2
HIND2821804,What is you name?,2
HIND2821804,What is you're name?,2
HIND4234826,You live in a village in Jaipur.,1
HIND4234826,You is in a village in Jaipur.,1
HIND4234826,You lives in a village in Jaipur.,1
HIND4234826,You are live in a village in Jaipur.,1
HIND2865851,I am from India.,1
HIND2865851,I is from India.,1
HIND2865851,I are from India.,1
HIND2865851,I am come from India.,1
HIND3318161,What is your phone number?,1
HIND3318161,What am your phone number?,1
HIND3318161,What are your phone number?,1
HIND3318161,What does your phone number?,1
HIND2834714,I am a student.,1
HIND2834714,I am are student.,1
HIND2834714,I am is student.,1
HIND2834714,I am the student.,1
HIND2903741,They is American.,2
HIND2903741,They are American.,2
HIND2903741,They am American.,2
HIND2903741,They are the American.,2
HIND3729250,My father are smart.,2
HIND3729250,My father is smart.,2
HIND3729250,My father am smart.,2
HIND3729250,My father has smart.,2
HIND2856974,You is fine.,3
HIND2856974,You are the fine.,3
HIND2856974,You are fine.,3
HIND2856974,You has fine.,3
HIND3094237,Are you speak English?,2
HIND3094237,Do you speak English?,2
HIND3094237,Is you speak English?,2
HIND3094237,Does you speak English?,2
HIND3319535,What is your phone number?,1
HIND3319535,What is you phone number?,1
HIND3319535,What is you're phone number?,1
HIND3319535,What is mine phone number?,1
HIND2945154,He is not British.,1
HIND2945154,He not is British.,1
HIND2945154,He is not the British.,1
HIND2945154,,1
HIND3514921,I has one sister.,2
HIND3514921,I have one sister.,2
HIND3514921,I is one sister.,2
HIND3514921,,2
HIND2939102,You don't my friend.,3
HIND2939102,You is not my friend.,3
HIND2939102,You are not my friend.,3
HIND2939102,You aren't not my friend.,3
HIND3591966,Theirs children are smart.,2
HIND3591966,Their children are smart.,2
HIND3591966,Their are children are smart.,2
HIND3591966,,2
HIND3271525,We are nots from India.,3
HIND3271525,We are don't from India.,3
HIND3271525,We are not from India.,3
HIND3271525,,3
HIND3269632,You are not from India.,1
HIND3269632,You are doesn't from India.,1
HIND3269632,You are don't from India.,1
HIND3269632,,1
HIND4682942,Can I am help you?,2
HIND4682942,Can I help you?,2
HIND4682942,Can I helps you?,2
HIND4682942,Can I helping you?,2
HIND2886389,I is Indians.,2
HIND2886389,I am Indians.,2
HIND2886389,I are Indians.,2
HIND2886389,I has Indians.,2
HIND2900051,It am Indians.,2
HIND2900051,It is Indians.,2
HIND2900051,It are Indians.,2
HIND2900051,It is the Indians.,2
HIND3257123,He is not my friend.,1
HIND3257123,He is doesn't my friend.,1
HIND3257123,He is don't my friend.,1
HIND3257123,,1
HIND3739722,I am many intelligent.,3
HIND3739722,I am a lot of intelligent.,3
HIND3739722,I am very intelligent.,3
HIND3739722,I am a lot intelligent.,3
HIND3129354,I isn't speak English.,2
HIND3129354,I don't speak English.,2
HIND3129354,I am not speak English.,2
HIND3129354,I doesn't speak English.,2
HIND3593192,This are their sister.,3
HIND3593192,This am their sister.,3
HIND3593192,This is their sister.,3
HIND3593192,,3
HIND4145072,My books are on the table.,1
HIND4145072,My books are it the table.,1
HIND4145072,My books are at the table.,1
HIND4145072,,1
HIND2813798,My name is John.,1
HIND2813798,My name am John.,1
HIND2813798,My name has John.,1
HIND2813798,My name is the John.,1
HIND2971872,I isn't John.,3
HIND2971872,I amn't John.,3
HIND2971872,I'm not John.,3
HIND2971872,,3
HIND2947649,It's not the Indians.,2
HIND2947649,It's not Indians.,2
HIND2947649,It's isn't Indians.,2
HIND2947649,,2
HIND4684262,Can I help your?.,2
HIND4684262,Can I help you?.,2
HIND4684262,Can I help yours?.,2
HIND4684262,,2
HIND2893090,You are the American.,3
HIND2893090,You is American.,3
HIND2893090,You are American.,3
HIND2893090,You are a American.,3
HIND3116674,Do you speaks English?,3
HIND3116674,Do you is English?,3
HIND3116674,Do you speak English?,3
HIND3116674,,3
HIND4112375,There is one kitchen in this house.,1
HIND4112375,Are is one kitchen in this house.,1
HIND4112375,Here is one kitchen in this house.,1
HIND4112375,,1
HIND3096025,Do you speaks English?,3
HIND3096025,Do you is speak English?,3
HIND3096025,Do you speak English?,3
HIND3096025,Do you are speak English?,3
HIND4231486,I lives in a city in Rajasthan,3
HIND4231486,I be live in a city in Rajasthan,3
HIND4231486,I live in a city in Rajasthan,3
HIND4231486,I am live in a city in Rajasthan,3
HIND3246606,I don't dances.,3
HIND3246606,I don't am dance.,3
HIND3246606,I don't dance.,3
HIND3246606,,3
HIND3328888,My phone number has +918761031719.,2
HIND3328888,My phone number is +918761031719.,2
HIND3328888,My phone number does +918761031719.,2
HIND3328888,My phone number are +918761031719.,2
HIND3113994,I speak few English.,3
HIND3113994,I speak somewhat English.,3
HIND3113994,I speak a little English.,3
HIND3113994,I speak a few English.,3
HIND3131013,I don't speak English.,1
HIND3131013,I don't am speak English.,1
HIND3131013,I don't is speak English.,1
HIND3131013,I don't speaks English.,1
HIND3832595,Tom Cruise has black and white hair.,1
HIND3832595,Tom Cruise has black and white hairs.,1
HIND3832595,Tom Cruise has black and white a hair.,1
HIND3832595,,1
HIND3224413,She doesn't speaks English.,3
HIND3224413,She doesn't are speak English.,3
HIND3224413,She doesn't speak English.,3
HIND3224413,,3
HIND3571510,This is me car.,3
HIND3571510,This is mine car.,3
HIND3571510,This is my car.,3
HIND3571510,,3
