,Slide ID,Options,Correct ID,pos_array
3549,HIND9595364,He is the most boring person in the school.,2,"[('He', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('boring', 'JJ'), ('person', 'NN'), ('in', 'IN'), ('the', 'DT'), ('school', 'NN'), ('.', '.')]"
3550,HIND9595364,He is the most boringest person in the school.,2,"[('He', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('boringest', 'JJS'), ('person', 'NN'), ('in', 'IN'), ('the', 'DT'), ('school', 'NN'), ('.', '.')]"
3551,HIND9595364,He is most boring person in the school.,2,"[('He', 'PRP'), ('is', 'VBZ'), ('most', 'RBS'), ('boring', 'JJ'), ('person', 'NN'), ('in', 'IN'), ('the', 'DT'), ('school', 'NN'), ('.', '.')]"
3552,HIND9597405,I took the most early appointment.,3,"[('I', 'PRP'), ('took', 'VBD'), ('the', 'DT'), ('most', 'RBS'), ('early', 'JJ'), ('appointment', 'NN'), ('.', '.')]"
3553,HIND9597405,I took the earlyest appointment.,3,"[('I', 'PRP'), ('took', 'VBD'), ('the', 'DT'), ('earlyest', 'JJS'), ('appointment', 'NN'), ('.', '.')]"
3554,HIND9597405,I took the earliest appointment.,3,"[('I', 'PRP'), ('took', 'VBD'), ('the', 'DT'), ('earliest', 'JJS'), ('appointment', 'NN'), ('.', '.')]"
3555,HIND9597405,I took most early appointment.,3,"[('I', 'PRP'), ('took', 'VBD'), ('most', 'RBS'), ('early', 'JJ'), ('appointment', 'NN'), ('.', '.')]"
3556,HIND9598901,What is the excitingest thing that you've ever done?,2,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('excitingest', 'JJS'), ('thing', 'NN'), ('that', 'IN'), ('you', 'PRP'), (""'ve"", 'VBP'), ('ever', 'RB'), ('done', 'VBN'), ('?', '.')]"
3557,HIND9598901,What is the most exciting thing that you've ever done?,2,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('exciting', 'JJ'), ('thing', 'NN'), ('that', 'IN'), ('you', 'PRP'), (""'ve"", 'VBP'), ('ever', 'RB'), ('done', 'VBN'), ('?', '.')]"
3558,HIND9598901,What is the excitinggest thing that you've ever done?,2,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('excitinggest', 'JJS'), ('thing', 'NN'), ('that', 'IN'), ('you', 'PRP'), (""'ve"", 'VBP'), ('ever', 'RB'), ('done', 'VBN'), ('?', '.')]"
3559,HIND9598901,What is most exciting thing that you've ever done?,2,"[('What', 'WP'), ('is', 'VBZ'), ('most', 'RBS'), ('exciting', 'JJ'), ('thing', 'NN'), ('that', 'IN'), ('you', 'PRP'), (""'ve"", 'VBP'), ('ever', 'RB'), ('done', 'VBN'), ('?', '.')]"
3560,HIND9600621,Mount Everest is the most high mountain peak in the world.,3,"[('Mount', 'NNP'), ('Everest', 'NNP'), ('is', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('high', 'JJ'), ('mountain', 'NN'), ('peak', 'NN'), ('in', 'IN'), ('the', 'DT'), ('world', 'NN'), ('.', '.')]"
3561,HIND9600621,Mount Everest is the most highest mountain peak in the world.,3,"[('Mount', 'NNP'), ('Everest', 'NNP'), ('is', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('highest', 'JJS'), ('mountain', 'NN'), ('peak', 'NN'), ('in', 'IN'), ('the', 'DT'), ('world', 'NN'), ('.', '.')]"
3562,HIND9600621,Mount Everest is the highest mountain peak in the world.,3,"[('Mount', 'NNP'), ('Everest', 'NNP'), ('is', 'VBZ'), ('the', 'DT'), ('highest', 'JJS'), ('mountain', 'NN'), ('peak', 'NN'), ('in', 'IN'), ('the', 'DT'), ('world', 'NN'), ('.', '.')]"
3563,HIND9600621,Mount Everest is the highhest mountain peak in the world.,3,"[('Mount', 'NNP'), ('Everest', 'NNP'), ('is', 'VBZ'), ('the', 'DT'), ('highhest', 'JJS'), ('mountain', 'NN'), ('peak', 'NN'), ('in', 'IN'), ('the', 'DT'), ('world', 'NN'), ('.', '.')]"
3564,HIND9602522,Today was the most sad day of my life.,2,"[('Today', 'NN'), ('was', 'VBD'), ('the', 'DT'), ('most', 'RBS'), ('sad', 'JJ'), ('day', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('life', 'NN'), ('.', '.')]"
3565,HIND9602522,Today was the saddest day of my life.,2,"[('Today', 'NN'), ('was', 'VBD'), ('the', 'DT'), ('saddest', 'JJS'), ('day', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('life', 'NN'), ('.', '.')]"
3566,HIND9602522,Today was the sadest day of my life.,2,"[('Today', 'NN'), ('was', 'VBD'), ('the', 'DT'), ('sadest', 'JJS'), ('day', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('life', 'NN'), ('.', '.')]"
3567,HIND9602522,Today was most sad day of my life.,2,"[('Today', 'NN'), ('was', 'VBD'), ('most', 'RBS'), ('sad', 'JJ'), ('day', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('life', 'NN'), ('.', '.')]"
3568,HIND9607025,She is the thin girl of my class.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('thin', 'JJ'), ('girl', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('class', 'NN'), ('.', '.')]"
3569,HIND9607025,She is the thinest girl of my class.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('thinest', 'JJS'), ('girl', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('class', 'NN'), ('.', '.')]"
3570,HIND9607025,She is the thinnest girl of my class.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('thinnest', 'JJS'), ('girl', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('class', 'NN'), ('.', '.')]"
3571,HIND9607025,She is the most thin girl of my class.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('thin', 'JJ'), ('girl', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('class', 'NN'), ('.', '.')]"
3572,HIND9610304,This is the largest box in the store.,1,"[('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('largest', 'JJS'), ('box', 'NN'), ('in', 'IN'), ('the', 'DT'), ('store', 'NN'), ('.', '.')]"
3573,HIND9610304,This is the largeest box in the store.,1,"[('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('largeest', 'JJS'), ('box', 'NN'), ('in', 'IN'), ('the', 'DT'), ('store', 'NN'), ('.', '.')]"
3574,HIND9610304,This is the larggest box in the store.,1,"[('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('larggest', 'JJS'), ('box', 'NN'), ('in', 'IN'), ('the', 'DT'), ('store', 'NN'), ('.', '.')]"
3575,HIND9610304,This is the most large box in the store.,1,"[('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('large', 'JJ'), ('box', 'NN'), ('in', 'IN'), ('the', 'DT'), ('store', 'NN'), ('.', '.')]"
3576,HIND9632611,They look the best out of everyone in their group.,1,"[('They', 'PRP'), ('look', 'VBP'), ('the', 'DT'), ('best', 'JJS'), ('out', 'IN'), ('of', 'IN'), ('everyone', 'NN'), ('in', 'IN'), ('their', 'PRP$'), ('group', 'NN'), ('.', '.')]"
3577,HIND9632611,They look the goodest out of everyone in their group.,1,"[('They', 'PRP'), ('look', 'VBP'), ('the', 'DT'), ('goodest', 'JJS'), ('out', 'IN'), ('of', 'IN'), ('everyone', 'NN'), ('in', 'IN'), ('their', 'PRP$'), ('group', 'NN'), ('.', '.')]"
3578,HIND9632611,They look the most good out of everyone in their group.,1,"[('They', 'PRP'), ('look', 'VBP'), ('the', 'DT'), ('most', 'RBS'), ('good', 'JJ'), ('out', 'IN'), ('of', 'IN'), ('everyone', 'NN'), ('in', 'IN'), ('their', 'PRP$'), ('group', 'NN'), ('.', '.')]"
3579,HIND9632611,They look the bestest out of everyone in their group.,1,"[('They', 'PRP'), ('look', 'VBP'), ('the', 'DT'), ('bestest', 'JJS'), ('out', 'IN'), ('of', 'IN'), ('everyone', 'NN'), ('in', 'IN'), ('their', 'PRP$'), ('group', 'NN'), ('.', '.')]"
3580,HIND9634254,She has the most less chances of getting selected.,3,"[('She', 'PRP'), ('has', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('less', 'JJR'), ('chances', 'NNS'), ('of', 'IN'), ('getting', 'VBG'), ('selected', 'VBN'), ('.', '.')]"
3581,HIND9634254,She has the lesser chances of getting selected.,3,"[('She', 'PRP'), ('has', 'VBZ'), ('the', 'DT'), ('lesser', 'JJR'), ('chances', 'NNS'), ('of', 'IN'), ('getting', 'VBG'), ('selected', 'VBN'), ('.', '.')]"
3582,HIND9634254,She has the least chances of getting selected.,3,"[('She', 'PRP'), ('has', 'VBZ'), ('the', 'DT'), ('least', 'JJS'), ('chances', 'NNS'), ('of', 'IN'), ('getting', 'VBG'), ('selected', 'VBN'), ('.', '.')]"
3583,HIND9634254,She has the lost chances of getting selected.,3,"[('She', 'PRP'), ('has', 'VBZ'), ('the', 'DT'), ('lost', 'VBN'), ('chances', 'NNS'), ('of', 'IN'), ('getting', 'VBG'), ('selected', 'VBN'), ('.', '.')]"
3584,HIND9636708,My most old sister is a teacher.,3,"[('My', 'PRP$'), ('most', 'JJS'), ('old', 'JJ'), ('sister', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('teacher', 'NN'), ('.', '.')]"
3585,HIND9636708,My biggest sister is a teacher.,3,"[('My', 'PRP$'), ('biggest', 'JJS'), ('sister', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('teacher', 'NN'), ('.', '.')]"
3586,HIND9636708,My eldest sister is a teacher.,3,"[('My', 'PRP$'), ('eldest', 'JJS'), ('sister', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('teacher', 'NN'), ('.', '.')]"
3587,HIND9636708,My most elder sister is a teacher.,3,"[('My', 'PRP$'), ('most', 'JJS'), ('elder', 'JJ'), ('sister', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('teacher', 'NN'), ('.', '.')]"
3588,HIND9638970,This is the eldest school in my village.,2,"[('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('eldest', 'JJS'), ('school', 'NN'), ('in', 'IN'), ('my', 'PRP$'), ('village', 'NN'), ('.', '.')]"
3589,HIND9638970,This is the oldest school in my village.,2,"[('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('oldest', 'JJS'), ('school', 'NN'), ('in', 'IN'), ('my', 'PRP$'), ('village', 'NN'), ('.', '.')]"
3590,HIND9638970,This is the most old school in my village.,2,"[('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('old', 'JJ'), ('school', 'NN'), ('in', 'IN'), ('my', 'PRP$'), ('village', 'NN'), ('.', '.')]"
3591,HIND9638970,This is the old school in my village.,2,"[('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('old', 'JJ'), ('school', 'NN'), ('in', 'IN'), ('my', 'PRP$'), ('village', 'NN'), ('.', '.')]"
3592,HIND9666997,Pancakes can be made on stove.,1,"[('Pancakes', 'NNS'), ('can', 'MD'), ('be', 'VB'), ('made', 'VBN'), ('on', 'IN'), ('stove', 'NN'), ('.', '.')]"
3593,HIND9666997,Pancakes can made on stove.,1,"[('Pancakes', 'NNS'), ('can', 'MD'), ('made', 'VB'), ('on', 'IN'), ('stove', 'NN'), ('.', '.')]"
3594,HIND9666997,Pancakes can be make on stove.,1,"[('Pancakes', 'NNS'), ('can', 'MD'), ('be', 'VB'), ('make', 'VBN'), ('on', 'IN'), ('stove', 'NN'), ('.', '.')]"
3595,HIND9666997,Pancakes be made on stove.,1,"[('Pancakes', 'NNS'), ('be', 'VB'), ('made', 'VBN'), ('on', 'IN'), ('stove', 'NN'), ('.', '.')]"
3596,HIND9669248,Bikes can be rided on this road.,3,"[('Bikes', 'NNS'), ('can', 'MD'), ('be', 'VB'), ('rided', 'VBN'), ('on', 'IN'), ('this', 'DT'), ('road', 'NN'), ('.', '.')]"
3597,HIND9669248,Bikes can ridden on this road.,3,"[('Bikes', 'NNS'), ('can', 'MD'), ('ridden', 'VB'), ('on', 'IN'), ('this', 'DT'), ('road', 'NN'), ('.', '.')]"
3598,HIND9669248,Bikes can be ridden on this road.,3,"[('Bikes', 'NNS'), ('can', 'MD'), ('be', 'VB'), ('ridden', 'VBN'), ('on', 'IN'), ('this', 'DT'), ('road', 'NN'), ('.', '.')]"
3599,HIND9669248,Bikes can been ridden on this road.,3,"[('Bikes', 'NNS'), ('can', 'MD'), ('been', 'VBN'), ('ridden', 'VB'), ('on', 'IN'), ('this', 'DT'), ('road', 'NN'), ('.', '.')]"
3600,HIND9671098,People must be warn about the danger.,4,"[('People', 'NNS'), ('must', 'MD'), ('be', 'VB'), ('warn', 'VBN'), ('about', 'IN'), ('the', 'DT'), ('danger', 'NN'), ('.', '.')]"
3601,HIND9671098,People must warned about the danger.,4,"[('People', 'NNS'), ('must', 'MD'), ('warned', 'VBN'), ('about', 'IN'), ('the', 'DT'), ('danger', 'NN'), ('.', '.')]"
3602,HIND9671098,People must being warn about the danger.,4,"[('People', 'NNS'), ('must', 'MD'), ('being', 'VBG'), ('warn', 'VB'), ('about', 'IN'), ('the', 'DT'), ('danger', 'NN'), ('.', '.')]"
3603,HIND9671098,People must be warned about the danger.,4,"[('People', 'NNS'), ('must', 'MD'), ('be', 'VB'), ('warned', 'VBN'), ('about', 'IN'), ('the', 'DT'), ('danger', 'NN'), ('.', '.')]"
3604,HIND9672534,Her work should be do by tomorrow.,2,"[('Her', 'PRP$'), ('work', 'NN'), ('should', 'MD'), ('be', 'VB'), ('do', 'VBN'), ('by', 'IN'), ('tomorrow', 'NN'), ('.', '.')]"
3605,HIND9672534,Her work should be done by tomorrow.,2,"[('Her', 'PRP$'), ('work', 'NN'), ('should', 'MD'), ('be', 'VB'), ('done', 'VBN'), ('by', 'IN'), ('tomorrow', 'NN'), ('.', '.')]"
3606,HIND9672534,Her work should be did by tomorrow.,2,"[('Her', 'PRP$'), ('work', 'NN'), ('should', 'MD'), ('be', 'VB'), ('did', 'VBD'), ('by', 'IN'), ('tomorrow', 'NN'), ('.', '.')]"
3607,HIND9672534,Her work should be to done by tomorrow.,2,"[('Her', 'PRP$'), ('work', 'NN'), ('should', 'MD'), ('be', 'VB'), ('to', 'TO'), ('done', 'VBN'), ('by', 'IN'), ('tomorrow', 'NN'), ('.', '.')]"
3608,HIND9674551,The room should be clean once a day.,2,"[('The', 'DT'), ('room', 'NN'), ('should', 'MD'), ('be', 'VB'), ('clean', 'JJ'), ('once', 'RB'), ('a', 'DT'), ('day', 'NN'), ('.', '.')]"
3609,HIND9674551,The room should be cleaned once a day.,2,"[('The', 'DT'), ('room', 'NN'), ('should', 'MD'), ('be', 'VB'), ('cleaned', 'VBN'), ('once', 'RB'), ('a', 'DT'), ('day', 'NN'), ('.', '.')]"
3610,HIND9674551,The room should been cleaned once a day.,2,"[('The', 'DT'), ('room', 'NN'), ('should', 'MD'), ('been', 'VBN'), ('cleaned', 'VBN'), ('once', 'RB'), ('a', 'DT'), ('day', 'NN'), ('.', '.')]"
3611,HIND9674551,The room should be cleaner once a day.,2,"[('The', 'DT'), ('room', 'NN'), ('should', 'MD'), ('be', 'VB'), ('cleaner', 'JJR'), ('once', 'RB'), ('a', 'DT'), ('day', 'NN'), ('.', '.')]"
3612,HIND9676888,It can be do before morning.,4,"[('It', 'PRP'), ('can', 'MD'), ('be', 'VB'), ('do', 'VBN'), ('before', 'IN'), ('morning', 'NN'), ('.', '.')]"
3613,HIND9676888,It can be did before morning.,4,"[('It', 'PRP'), ('can', 'MD'), ('be', 'VB'), ('did', 'VBD'), ('before', 'IN'), ('morning', 'NN'), ('.', '.')]"
3614,HIND9676888,It can done before morning.,4,"[('It', 'PRP'), ('can', 'MD'), ('done', 'VBN'), ('before', 'IN'), ('morning', 'NN'), ('.', '.')]"
3615,HIND9676888,It can be done before morning.,4,"[('It', 'PRP'), ('can', 'MD'), ('be', 'VB'), ('done', 'VBN'), ('before', 'IN'), ('morning', 'NN'), ('.', '.')]"
3616,HIND9690678,My apartment is being redecorated at the moment.,1,"[('My', 'PRP$'), ('apartment', 'NN'), ('is', 'VBZ'), ('being', 'VBG'), ('redecorated', 'VBN'), ('at', 'IN'), ('the', 'DT'), ('moment', 'NN'), ('.', '.')]"
3617,HIND9690678,My apartment are being redecorated at the moment.,1,"[('My', 'PRP$'), ('apartment', 'NN'), ('are', 'VBP'), ('being', 'VBG'), ('redecorated', 'VBN'), ('at', 'IN'), ('the', 'DT'), ('moment', 'NN'), ('.', '.')]"
3618,HIND9690678,My apartment was being redecorated at the moment.,1,"[('My', 'PRP$'), ('apartment', 'NN'), ('was', 'VBD'), ('being', 'VBG'), ('redecorated', 'VBN'), ('at', 'IN'), ('the', 'DT'), ('moment', 'NN'), ('.', '.')]"
3619,HIND9690678,My apartment is redecorated at the moment.,1,"[('My', 'PRP$'), ('apartment', 'NN'), ('is', 'VBZ'), ('redecorated', 'VBN'), ('at', 'IN'), ('the', 'DT'), ('moment', 'NN'), ('.', '.')]"
3620,HIND9700978,Two main episodes is being shot here.,3,"[('Two', 'CD'), ('main', 'JJ'), ('episodes', 'NNS'), ('is', 'VBZ'), ('being', 'VBG'), ('shot', 'VBN'), ('here', 'RB'), ('.', '.')]"
3621,HIND9700978,Two main episodes are being shoot here.,3,"[('Two', 'CD'), ('main', 'JJ'), ('episodes', 'NNS'), ('are', 'VBP'), ('being', 'VBG'), ('shoot', 'NN'), ('here', 'RB'), ('.', '.')]"
3622,HIND9700978,Two main episodes are being shot here.,3,"[('Two', 'CD'), ('main', 'JJ'), ('episodes', 'NNS'), ('are', 'VBP'), ('being', 'VBG'), ('shot', 'VBN'), ('here', 'RB'), ('.', '.')]"
3623,HIND9700978,Two main episodes is being shoot here.,3,"[('Two', 'CD'), ('main', 'JJ'), ('episodes', 'NNS'), ('is', 'VBZ'), ('being', 'VBG'), ('shoot', 'VBN'), ('here', 'RB'), ('.', '.')]"
3624,HIND9719190,Are the flowers water by her?,4,"[('Are', 'VBP'), ('the', 'DT'), ('flowers', 'NNS'), ('water', 'NN'), ('by', 'IN'), ('her', 'PRP$'), ('?', '.')]"
3625,HIND9719190,Are the flowers being watering by her?,4,"[('Are', 'VBP'), ('the', 'DT'), ('flowers', 'NNS'), ('being', 'VBG'), ('watering', 'NN'), ('by', 'IN'), ('her', 'PRP$'), ('?', '.')]"
3626,HIND9719190,Are the flowers being water by her?,4,"[('Are', 'VBP'), ('the', 'DT'), ('flowers', 'NNS'), ('being', 'VBG'), ('water', 'NN'), ('by', 'IN'), ('her', 'PRP$'), ('?', '.')]"
3627,HIND9719190,Are the flowers being watered by her?,4,"[('Are', 'VBP'), ('the', 'DT'), ('flowers', 'NNS'), ('being', 'VBG'), ('watered', 'VBN'), ('by', 'IN'), ('her', 'PRP'), ('?', '.')]"
3628,HIND9720984,The book are being read by the boy.,2,"[('The', 'DT'), ('book', 'NN'), ('are', 'VBP'), ('being', 'VBG'), ('read', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('boy', 'NN'), ('.', '.')]"
3629,HIND9720984,The book is being read by the boy.,2,"[('The', 'DT'), ('book', 'NN'), ('is', 'VBZ'), ('being', 'VBG'), ('read', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('boy', 'NN'), ('.', '.')]"
3630,HIND9720984,The book is being reading by the boy.,2,"[('The', 'DT'), ('book', 'NN'), ('is', 'VBZ'), ('being', 'VBG'), ('reading', 'VBG'), ('by', 'IN'), ('the', 'DT'), ('boy', 'NN'), ('.', '.')]"
3631,HIND9720984,The book are being reading by the boy.,2,"[('The', 'DT'), ('book', 'NN'), ('are', 'VBP'), ('being', 'VBG'), ('reading', 'NN'), ('by', 'IN'), ('the', 'DT'), ('boy', 'NN'), ('.', '.')]"
3632,HIND9781209,You must be play with the matches. It's dangerous.,2,"[('You', 'PRP'), ('must', 'MD'), ('be', 'VB'), ('play', 'VBN'), ('with', 'IN'), ('the', 'DT'), ('matches', 'NNS'), ('.', '.'), ('It', 'PRP'), (""'s"", 'VBZ'), ('dangerous', 'JJ'), ('.', '.')]"
3633,HIND9781209,You mustn't play with the matches. It's dangerous.,2,"[('You', 'PRP'), ('must', 'MD'), (""n't"", 'RB'), ('play', 'VB'), ('with', 'IN'), ('the', 'DT'), ('matches', 'NNS'), ('.', '.'), ('It', 'PRP'), (""'s"", 'VBZ'), ('dangerous', 'JJ'), ('.', '.')]"
3634,HIND9781209,You must play with the matches. It's dangerous.,2,"[('You', 'PRP'), ('must', 'MD'), ('play', 'VB'), ('with', 'IN'), ('the', 'DT'), ('matches', 'NNS'), ('.', '.'), ('It', 'PRP'), (""'s"", 'VBZ'), ('dangerous', 'JJ'), ('.', '.')]"
3635,HIND9781209,You should play with the matches. It's dangerous.,2,"[('You', 'PRP'), ('should', 'MD'), ('play', 'VB'), ('with', 'IN'), ('the', 'DT'), ('matches', 'NNS'), ('.', '.'), ('It', 'PRP'), (""'s"", 'VBZ'), ('dangerous', 'JJ'), ('.', '.')]"
3636,HIND9852781,L. Subramaniam is a highly talented Indian violin.,2,"[('L.', 'NNP'), ('Subramaniam', 'NNP'), ('is', 'VBZ'), ('a', 'DT'), ('highly', 'RB'), ('talented', 'JJ'), ('Indian', 'JJ'), ('violin', 'NN'), ('.', '.')]"
3637,HIND9852781,L. Subramaniam is a highly talented Indian violinist.,2,"[('L.', 'NNP'), ('Subramaniam', 'NNP'), ('is', 'VBZ'), ('a', 'DT'), ('highly', 'RB'), ('talented', 'JJ'), ('Indian', 'JJ'), ('violinist', 'NN'), ('.', '.')]"
3638,HIND9852781,L. Subramaniam is a highly talented Indian violiner.,2,"[('L.', 'NNP'), ('Subramaniam', 'NNP'), ('is', 'VBZ'), ('a', 'DT'), ('highly', 'RB'), ('talented', 'JJ'), ('Indian', 'JJ'), ('violiner', 'NN'), ('.', '.')]"
3639,HIND9852781,L. Subramaniam is a highly talented Indian violate.,2,"[('L.', 'NNP'), ('Subramaniam', 'NNP'), ('is', 'VBZ'), ('a', 'DT'), ('highly', 'RB'), ('talented', 'JJ'), ('Indian', 'JJ'), ('violate', 'NN'), ('.', '.')]"
3640,HIND9864924,I know the lirics of all my favorite songs.,2,"[('I', 'PRP'), ('know', 'VBP'), ('the', 'DT'), ('lirics', 'NNS'), ('of', 'IN'), ('all', 'DT'), ('my', 'PRP$'), ('favorite', 'JJ'), ('songs', 'NNS'), ('.', '.')]"
3641,HIND9864924,I know the lyrics of all my favorite songs.,2,"[('I', 'PRP'), ('know', 'VBP'), ('the', 'DT'), ('lyrics', 'NNS'), ('of', 'IN'), ('all', 'DT'), ('my', 'PRP$'), ('favorite', 'JJ'), ('songs', 'NNS'), ('.', '.')]"
3642,HIND9864924,I know the lyrycs of all my favorite songs.,2,"[('I', 'PRP'), ('know', 'VBP'), ('the', 'DT'), ('lyrycs', 'NN'), ('of', 'IN'), ('all', 'DT'), ('my', 'PRP$'), ('favorite', 'JJ'), ('songs', 'NNS'), ('.', '.')]"
3643,HIND9864924,I know the lyrical of all my favorite songs.,2,"[('I', 'PRP'), ('know', 'VBP'), ('the', 'DT'), ('lyrical', 'JJ'), ('of', 'IN'), ('all', 'DT'), ('my', 'PRP$'), ('favorite', 'JJ'), ('songs', 'NNS'), ('.', '.')]"
3644,HIND1856,I felt as if I was being watch.,2,"[('I', 'PRP'), ('felt', 'VBD'), ('as', 'IN'), ('if', 'IN'), ('I', 'PRP'), ('was', 'VBD'), ('being', 'VBG'), ('watch', 'NN'), ('.', '.')]"
3645,HIND1856,I felt as if I was being watched.,2,"[('I', 'PRP'), ('felt', 'VBD'), ('as', 'IN'), ('if', 'IN'), ('I', 'PRP'), ('was', 'VBD'), ('being', 'VBG'), ('watched', 'VBN'), ('.', '.')]"
3646,HIND1856,I felt as if I was be watched.,2,"[('I', 'PRP'), ('felt', 'VBD'), ('as', 'IN'), ('if', 'IN'), ('I', 'PRP'), ('was', 'VBD'), ('be', 'VB'), ('watched', 'VBN'), ('.', '.')]"
3647,HIND1856,I felt as if I am being watched.,2,"[('I', 'PRP'), ('felt', 'VBD'), ('as', 'IN'), ('if', 'IN'), ('I', 'PRP'), ('am', 'VBP'), ('being', 'VBG'), ('watched', 'VBN'), ('.', '.')]"
3648,HIND3549,They claimed they were being threaten.,4,"[('They', 'PRP'), ('claimed', 'VBD'), ('they', 'PRP'), ('were', 'VBD'), ('being', 'VBG'), ('threaten', 'VBN'), ('.', '.')]"
3649,HIND3549,They claimed they was being threatened.,4,"[('They', 'PRP'), ('claimed', 'VBD'), ('they', 'PRP'), ('was', 'VBD'), ('being', 'VBG'), ('threatened', 'VBN'), ('.', '.')]"
3650,HIND3549,They claimed they were been threatened.,4,"[('They', 'PRP'), ('claimed', 'VBD'), ('they', 'PRP'), ('were', 'VBD'), ('been', 'VBN'), ('threatened', 'VBN'), ('.', '.')]"
3651,HIND3549,They claimed they were being threatened.,4,"[('They', 'PRP'), ('claimed', 'VBD'), ('they', 'PRP'), ('were', 'VBD'), ('being', 'VBG'), ('threatened', 'VBN'), ('.', '.')]"
3652,HIND5130,Last week our apartment was being cleaned.,1,"[('Last', 'JJ'), ('week', 'NN'), ('our', 'PRP$'), ('apartment', 'NN'), ('was', 'VBD'), ('being', 'VBG'), ('cleaned', 'VBN'), ('.', '.')]"
3653,HIND5130,Last week our apartment were being cleaned.,1,"[('Last', 'JJ'), ('week', 'NN'), ('our', 'PRP$'), ('apartment', 'NN'), ('were', 'VBD'), ('being', 'VBG'), ('cleaned', 'VBN'), ('.', '.')]"
3654,HIND5130,Last week our apartment was being clean.,1,"[('Last', 'JJ'), ('week', 'NN'), ('our', 'PRP$'), ('apartment', 'NN'), ('was', 'VBD'), ('being', 'VBG'), ('clean', 'JJ'), ('.', '.')]"
3655,HIND5130,Last week our apartment was been cleaned.,1,"[('Last', 'JJ'), ('week', 'NN'), ('our', 'PRP$'), ('apartment', 'NN'), ('was', 'VBD'), ('been', 'VBN'), ('cleaned', 'VBN'), ('.', '.')]"
3656,HIND6972,The crowd cheered as their hero was being carried shoulder-high.,1,"[('The', 'DT'), ('crowd', 'NN'), ('cheered', 'VBD'), ('as', 'IN'), ('their', 'PRP$'), ('hero', 'NN'), ('was', 'VBD'), ('being', 'VBG'), ('carried', 'VBN'), ('shoulder-high', 'JJ'), ('.', '.')]"
3657,HIND6972,The crowd cheered as their hero was being carry shoulder-high.,1,"[('The', 'DT'), ('crowd', 'NN'), ('cheered', 'VBD'), ('as', 'IN'), ('their', 'PRP$'), ('hero', 'NN'), ('was', 'VBD'), ('being', 'VBG'), ('carry', 'JJ'), ('shoulder-high', 'JJ'), ('.', '.')]"
3658,HIND6972,The crowd cheered as their hero was be carried shoulder-high.,1,"[('The', 'DT'), ('crowd', 'NN'), ('cheered', 'VBD'), ('as', 'IN'), ('their', 'PRP$'), ('hero', 'NN'), ('was', 'VBD'), ('be', 'VB'), ('carried', 'VBN'), ('shoulder-high', 'JJ'), ('.', '.')]"
3659,HIND6972,The crowd cheered as their hero were being carried shoulder-high.,1,"[('The', 'DT'), ('crowd', 'NN'), ('cheered', 'VBD'), ('as', 'IN'), ('their', 'PRP$'), ('hero', 'NN'), ('were', 'VBD'), ('being', 'VBG'), ('carried', 'VBN'), ('shoulder-high', 'JJ'), ('.', '.')]"
3660,HIND8434,Pooja was being call by them.,2,"[('Pooja', 'NNP'), ('was', 'VBD'), ('being', 'VBG'), ('call', 'VBN'), ('by', 'IN'), ('them', 'PRP'), ('.', '.')]"
