,Slide ID,Options,Correct ID,is_correct
5384,HIND949128,I was going to drive Rahul home.,1.0,0
5385,HIND949128,I was going to be drive Rahul home.,1.0,0
5386,HIND949128,I was going drive Rahul home.,1.0,0
5387,HIND949128,I was go to drive Rahul home.,1.0,0
5388,HIND952684,We were going to attend the ceremony but we forgot.,1.0,0
5389,HIND952684,We was going to attend the ceremony but we forgot.,1.0,0
5390,HIND952684,,1.0,0
5391,HIND952684,,1.0,0
5392,HIND968159,When I was young I didn't know what kind of job I are do.,3.0,0
5393,HIND968159,When I was young I didn't know what kind of job I is do.,3.0,0
5394,HIND968159,When I was young I didn't know what kind of job I would do.,3.0,0
5395,HIND968159,When I was young I didn't know what kind of job I am do.,3.0,0
5396,HIND981462,"Karan, this is Ali. Have you met yourselves before?",2.0,0
5397,HIND981462,"Karan, this is Ali. Have you met each other before?",2.0,0
5398,HIND981462,,2.0,0
5399,HIND981462,,2.0,0
5400,HIND983100,They love each other and will get married soon.,1.0,0
5401,HIND983100,They love every other and will get married soon.,1.0,0
5402,HIND983100,They love ourselves and will get married soon.,1.0,0
5403,HIND983100,They love himself and will get married soon.,1.0,0
5404,HIND984311,We decided not to ask for help and do it each other.,2.0,0
5405,HIND984311,We decided not to ask for help and do it ourselves.,2.0,0
5406,HIND984311,,2.0,0
5407,HIND984311,,2.0,0
5408,HIND985965,You should stop blaming each other and take responsibility for what happened.,1.0,0
5409,HIND985965,You should stop blaming yourselves and take responsibility for what happened.,1.0,0
5410,HIND985965,,1.0,0
5411,HIND985965,,1.0,0
5412,HIND987185,Have you looked at yourselves in the mirror? You guys look so funny in these clothes.,1.0,0
5413,HIND987185,Have you looked at each other in the mirror? You guys look so funny in these clothes.,1.0,0
5414,HIND987185,,1.0,0
5415,HIND987185,,1.0,0
5416,HIND1003773,"Raghav, did you make this presentation yourself?",1.0,0
5417,HIND1003773,"Raghav, did you make this presentation itself?",1.0,0
5418,HIND1003773,"Raghav, did you make this presentation yourselves?",1.0,0
5419,HIND1003773,"Raghav, did you make this presentation themselves?",1.0,0
5420,HIND1011002,We turned around and saw a strange animal behind us.,1.0,0
5421,HIND1011002,We turned around and saw a strange animal behind ourselves.,1.0,0
5422,HIND1011002,,1.0,0
5423,HIND1011002,,1.0,0
5424,HIND1012779,Don't help me. I can help me.,2.0,0
5425,HIND1012779,Don't help me. I can help myself.,2.0,0
5426,HIND1012779,,2.0,0
5427,HIND1012779,,2.0,0
5428,HIND1015448,I can't believe you cut yourself with that knife!,1.0,0
5429,HIND1015448,I can't believe you cut your with that knife!,1.0,0
5430,HIND1015448,I can't believe you cut yours with that knife!,1.0,0
5431,HIND1015448,I can't believe you cut you with that knife!,1.0,0
5432,HIND1018521,"Don't worry, the children are old enough to look after themselves.",1.0,0
5433,HIND1018521,"Don't worry, the children are old enough to look after theirselves .",1.0,0
5434,HIND1018521,"Don't worry, the children are old enough to look after themself.",1.0,0
5435,HIND1018521,"Don't worry, the children are old enough to look after themselfs.",1.0,0
5436,HIND1020924,"Suddenly, I saw Raj standing beside me.",1.0,0
5437,HIND1020924,"Suddenly, I saw Raj standing beside myself.",1.0,0
5438,HIND1020924,,1.0,0
5439,HIND1020924,,1.0,0
5440,HIND1028539,You don't have to tell myself.,2.0,0
5441,HIND1028539,You don't have to tell me.,2.0,0
5442,HIND1028539,,2.0,0
5443,HIND1028539,,2.0,0
5444,HIND1031411,I am never able to tell himself to stop smoking.,2.0,0
5445,HIND1031411,I am never able to tell him to stop smoking.,2.0,0
5446,HIND1031411,,2.0,0
5447,HIND1031411,,2.0,0
5448,HIND1037137,We went for a horror movie and were shivering with fear in the middle of itself.,2.0,0
5449,HIND1037137,We went for a horror movie and were shivering with fear in the middle of it.,2.0,0
5450,HIND1037137,,2.0,0
5451,HIND1037137,,2.0,0
5452,HIND1055148,He has eaten half a plate of chicken.,1.0,0
5453,HIND1055148,He has eaten half of plate of chicken.,1.0,0
5454,HIND1055148,He has eaten halves plate of chicken.,1.0,0
5455,HIND1055148,He has eaten of half plate of chicken.,1.0,0
5456,HIND1057201,I have studied it all.,1.0,0
5457,HIND1057201,I have studied it all of.,1.0,0
5458,HIND1057201,I have studied it most of.,1.0,0
5459,HIND1057201,I have studied it several.,1.0,0
5460,HIND1059046,The whole those people are French.,2.0,0
5461,HIND1059046,Half of those people are French.,2.0,0
5462,HIND1059046,None those people are French.,2.0,0
5463,HIND1059046,Most those people are French.,2.0,0
5464,HIND1060347,All us are ready to stay together.,3.0,0
5465,HIND1060347,Whole us are ready to stay together.,3.0,0
5466,HIND1060347,All of us are ready to stay together.,3.0,0
5467,HIND1060347,Most us are ready to stay together.,3.0,0
5468,HIND1044110,The hole country is facing the same issue.,2.0,0
5469,HIND1044110,The whole country is facing the same issue.,2.0,0
5470,HIND1044110,Most of country is facing the same issue.,2.0,0
5471,HIND1044110,,2.0,0
5472,HIND1045333,None of your friends came to attend the party.,1.0,0
5473,HIND1045333,None your friends came to attend the party.,1.0,0
5474,HIND1045333,The whole your friends came to attend the party.,1.0,0
5475,HIND1045333,Most your friends came to attend the party.,1.0,0
5476,HIND1046961,A lot this food will be thrown outside.,4.0,0
5477,HIND1046961,Lots this food will be thrown outside.,4.0,0
5478,HIND1046961,The whole this food will be thrown outside.,4.0,0
5479,HIND1046961,Half of this food will be thrown outside.,4.0,0
5480,HIND1048409,We all were happy for her.,1.0,0
5481,HIND1048409,We all of were happy for her.,1.0,0
5482,HIND1048409,We whole were happy for her.,1.0,0
5483,HIND1048409,We most were happy for her.,1.0,0
5484,HIND1049826,We need a lots of water for the garden.,3.0,0
5485,HIND1049826,We need several water for the garden.,3.0,0
5486,HIND1049826,We need lots of water for the garden.,3.0,0
5487,HIND1049826,We need a lot water for the garden.,3.0,0
5488,HIND1051073,I ate a lot of.,3.0,0
5489,HIND1051073,I ate lots of.,3.0,0
5490,HIND1051073,I ate a lot.,3.0,0
5491,HIND1051073,I ate several.,3.0,0
5492,HIND1052493,A large number people died in the accident.,2.0,0
5493,HIND1052493,A large number of people died in the accident.,2.0,0
5494,HIND1052493,Several of people died in the accident.,2.0,0
5495,HIND1052493,A lot people died in the accident.,2.0,0
5496,HIND1053768,I knew whole people in the party.,2.0,0
5497,HIND1053768,I knew several people in the party.,2.0,0
5498,HIND1053768,I knew none people in the party.,2.0,0
5499,HIND1053768,I knew a lot people in the party.,2.0,0
5500,HIND1080636,"I have a toothache, I need to go to the Dermatologist.",3.0,0
5501,HIND1080636,"I have a toothache, I need to go to the Cardiologist.",3.0,0
5502,HIND1080636,"I have a toothache, I need to go to the Dentist.",3.0,0
5503,HIND1080636,"I have a toothache, I need to go to the Gynecologist.",3.0,0
5504,HIND1081967,"Her cousin has a problem in her heart, she should visit a Ophthalmologist.",4.0,0
5505,HIND1081967,"Her cousin has a problem in her heart, she should visit a Gynecologist.",4.0,0
5506,HIND1081967,"Her cousin has a problem in her heart, she should visit a Dermatologist.",4.0,0
5507,HIND1081967,"Her cousin has a problem in her heart, she should visit a Cardiologist.",4.0,0
5508,HIND1083403,I need to take my sister to the Gynecologist because she is pregnant. ,1.0,0
5509,HIND1083403,I need to take my sister to the Orthopedist because she is pregnant. ,1.0,0
5510,HIND1083403,I need to take my sister to the Cardiologist because she is pregnant. ,1.0,0
5511,HIND1083403,I need to take my sister to the Ophthalmologist because she is pregnant. ,1.0,0
5512,HIND1085242,Can you suggest me a good Ophthalmologist? I want to get my cataract surgery done.,1.0,0
5513,HIND1085242,Can you suggest me a good General Physician? I want to get my cataract surgery done.,1.0,0
5514,HIND1085242,Can you suggest me a good Orthopedist? I want to get my cataract surgery done.,1.0,0
5515,HIND1085242,Can you suggest me a good Cardiologist? I want to get my cataract surgery done.,1.0,0
5516,HIND1086541,My father went to a General physician when he got fever.,1.0,0
5517,HIND1086541,My father went to a Ophthalmologist when he got fever.,1.0,0
5518,HIND1086541,My father went to a Dermatologist when he got fever.,1.0,0
5519,HIND1086541,My father went to a Dentist when he got fever.,1.0,0
5520,HIND1088108,"Whenever I go under the sun my skin becomes red, I should see a Orthopedist.",3.0,0
5521,HIND1088108,"Whenever I go under the sun my skin becomes red, I should see a Dentist.",3.0,0
5522,HIND1088108,"Whenever I go under the sun my skin becomes red, I should see a Dermatologist.",3.0,0
5523,HIND1088108,"Whenever I go under the sun my skin becomes red, I should see a Cardiologist.",3.0,0
5524,HIND1089550,"She got a severe back pain after exercise, so I took her to the Orthopedist .",1.0,0
5525,HIND1089550,"She got a severe back pain after exercise, so I took her to the Ophthalmologist.",1.0,0
5526,HIND1089550,"She got a severe back pain after exercise, so I took her to the Dermatologist.",1.0,0
5527,HIND1089550,"She got a severe back pain after exercise, so I took her to the Gynecologist.",1.0,0
5528,HIND1094837,She was diagnose with cancer.,2.0,0
5529,HIND1094837,She was diagnosed with cancer.,2.0,0
5530,HIND1094837,She was diagnostic with cancer.,2.0,0
5531,HIND1094837,She was diagnosis with cancer.,2.0,0
5532,HIND1135621,"As soon as he leaves the farm, he will have a cigarette.",1.0,0
5533,HIND1135621,"As soon as he leave the farm, he will have a cigarette.",1.0,0
5534,HIND1135621,"As soon as he live the farm, he will have a cigarette.",1.0,0
5535,HIND1135621,"As soon as he lives the farm, he will have a cigarette.",1.0,0
5536,HIND1138126,His wife will happy when he comes home.,3.0,0
5537,HIND1138126,His wife will be happied when he comes home.,3.0,0
5538,HIND1138126,His wife will be happy when he comes home.,3.0,0
5539,HIND1138126,His wife was happy when he comes home.,3.0,0
5540,HIND1139350,"If she asks whether he likes it, he will said yes.",2.0,0
5541,HIND1139350,"If she asks whether he likes it, he will say yes.",2.0,0
5542,HIND1139350,"If she asks whether he likes it, he says yes.",2.0,0
5543,HIND1139350,"If she asks whether he likes it, he said yes.",2.0,0
5544,HIND1140917,"When it has 6 o'clock, he will go to the bar.",4.0,0
5545,HIND1140917,"When it was 6 o'clock, he will go to the bar.",4.0,0
5546,HIND1140917,"When it had 6 o'clock, he will go to the bar.",4.0,0
5547,HIND1140917,"When it is 6 o'clock, he will go to the bar.",4.0,0
5548,HIND1142179,"When his friends see him tomorrow, they think he is sick.",2.0,0
5549,HIND1142179,"When his friends see him tomorrow, they will think he is sick.",2.0,0
5550,HIND1142179,"When his friends see him tomorrow, they thinks he is sick.",2.0,0
5551,HIND1142179,"When his friends see him tomorrow, they thought he is sick.",2.0,0
5552,HIND1143577,He will be really sick if he loses any more weight.,1.0,0
5553,HIND1143577,He will be really sick if he lose any more weight.,1.0,0
5554,HIND1143577,He will be really sick if he looses any more weight.,1.0,0
5555,HIND1143577,He will be really sick if he loose any more weight.,1.0,0
5556,HIND1145208,"When he start eating normally again, he'll put on weight.",4.0,0
5557,HIND1145208,"When he started eating normally again, he'll put on weight.",4.0,0
5558,HIND1145208,"When he is starts eating normally again, he'll put on weight.",4.0,0
5559,HIND1145208,"When he starts eating normally again, he'll put on weight.",4.0,0
5560,HIND1146442,"If his wife asks him to go to the health centre, he'll say no.",1.0,0
5561,HIND1146442,"If his wife ask him to go to the health centre, he'll say no.",1.0,0
5562,HIND1146442,"If his wife will asks him to go to the health centre, he'll say no.",1.0,0
5563,HIND1146442,"If his wife asked him to go to the health centre, he'll say no.",1.0,0
5564,HIND1157202,Sheela was 5 when she went to the hospital for the first time.,1.0,0
5565,HIND1157202,Sheela was 5 when she was go to the hospital for the first time.,1.0,0
5566,HIND1157202,Sheela was 5 when she gone to the hospital for the first time.,1.0,0
5567,HIND1157202,Sheela was 5 when she was went to the hospital for the first time.,1.0,0
5568,HIND1159747,"I was walking on the road, and I suddenly remembered that I was forgotten my keys.",3.0,0
5569,HIND1159747,"I was walking on the road, and I suddenly remembered that I was forget my keys.",3.0,0
5570,HIND1159747,"I was walking on the road, and I suddenly remembered that I had forgotten my keys.",3.0,0
5571,HIND1159747,"I was walking on the road, and I suddenly remembered that I forgot my keys.",3.0,0
5572,HIND1161992,Did you know I use to be a pilot.,2.0,0
5573,HIND1161992,Did you know I used to be a pilot.,2.0,0
5574,HIND1161992,Did you know I was to be a pilot.,2.0,0
5575,HIND1161992,Did you know I were to be a pilot.,2.0,0
5576,HIND1163373,What on earth did you doing when I walked into your room yesterday?,4.0,0
5577,HIND1163373,What on earth are you doing when I walked into your room yesterday?,4.0,0
5578,HIND1163373,What on earth you doing when I walked into your room yesterday?,4.0,0
5579,HIND1163373,What on earth were you doing when I walked into your room yesterday?,4.0,0
5580,HIND1164858,I did not know you bought a new house.,4.0,0
5581,HIND1164858,I did not know you were bought a new house.,4.0,0
5582,HIND1164858,I did not know you did bought a new house.,4.0,0
5583,HIND1164858,I did not know you had bought a new house.,4.0,0
5584,HIND1166549,"We tried to bake a cake, but we don't really knew what we were doing.",2.0,0
5585,HIND1166549,"We tried to bake a cake, but we didn't really know what we were doing.",2.0,0
5586,HIND1166549,"We tried to bake a cake, but we were really know what we were doing.",2.0,0
5587,HIND1166549,"We tried to bake a cake, but we didn't really knew what we were doing.",2.0,0
5588,HIND1170999,I was exhausted at the end of the exam. I was writing for over two hours.,3.0,0
5589,HIND1170999,I was exhausted at the end of the exam. I have been writing for over two hours.,3.0,0
5590,HIND1170999,I was exhausted at the end of the exam. I had been writing for over two hours.,3.0,0
5591,HIND1170999,I was exhausted at the end of the exam. I wrote for over two hours.,3.0,0
5592,HIND1172431,"When the thieves stole my favorite jacket, I was really upset. I had had it for over 10 years.",1.0,0
5593,HIND1172431,"When the thieves stole my favorite jacket, I was really upset. I have had it for over 10 years.",1.0,0
5594,HIND1172431,"When the thieves stole my favorite jacket, I was really upset. I had have it for over 10 years.",1.0,0
5595,HIND1172431,"When the thieves stole my favorite jacket, I was really upset. I was have it for over 10 years.",1.0,0
5596,HIND1173863,I was sixteen when I have gone abroad for the first time.,4.0,0
5597,HIND1173863,I was sixteen when I was gone abroad for the first time.,4.0,0
5598,HIND1173863,I was sixteen when I gone abroad for the first time.,4.0,0
5599,HIND1173863,I was sixteen when I went abroad for the first time.,4.0,0
5600,HIND1175115,We didn't want to go to the concert again. We had already seen it twice.,1.0,0
5601,HIND1175115,We didn't want to go to the concert again. We were already seen it twice.,1.0,0
5602,HIND1175115,We didn't want to go to the concert again. We were already saw it twice.,1.0,0
5603,HIND1175115,We didn't want to go to the concert again. We have already see it twice.,1.0,0
5604,HIND1176635,"For the last two months, Prem got pain, on and off, in one of his tooth. So, his father decided to take him to the dentist who cured him. ",3.0,0
5605,HIND1176635,"For the last two months, Prem was been getting pain, on and off, in one of his tooth. So, his father decided to take him to the dentist who cured him. ",3.0,0
5606,HIND1176635,"For the last two months, Prem had been getting pain, on and off, in one of his tooth. So, his father decided to take him to the dentist who cured him. ",3.0,0
5607,HIND1176635,"For the last two months, Prem has been getting pain, on and off, in one of his tooth. So, his father decided to take him to the dentist who cured him. ",3.0,0
5608,HIND1178008,No one even noticed when I get home. They were all watching TV.,2.0,0
5609,HIND1178008,No one even noticed when I got home. They were all watching TV.,2.0,0
5610,HIND1178008,No one even noticed when I was got home. They were all watching TV.,2.0,0
5611,HIND1178008,No one even noticed when I getting home. They were all watching TV.,2.0,0
5612,HIND1193810,"Companies are increasing taking health & safety issues, seriously.",2.0,0
5613,HIND1193810,"Companies are increasingly taking health & safety issues, seriously.",2.0,0
5614,HIND1193810,"Companies are increases taking health & safety issues, seriously.",2.0,0
5615,HIND1193810,,2.0,0
5616,HIND1196178,We should champ health & safety.,2.0,0
5617,HIND1196178,We should champion health & safety.,2.0,0
5618,HIND1196178,,2.0,0
5619,HIND1196178,,2.0,0
5620,HIND1198425,We should focus on highlighter the good practices.,2.0,0
5621,HIND1198425,We should focus on highlighting the good practices.,2.0,0
5622,HIND1198425,We should focus on highlights the good practices.,2.0,0
5623,HIND1198425,We should focus on highlight the good practices.,2.0,0
5624,HIND1200473,The norms of this company difference from the others.,3.0,0
5625,HIND1200473,The norms of this company different from the others.,3.0,0
5626,HIND1200473,The norms of this company differ from the others.,3.0,0
5627,HIND1200473,,3.0,0
5628,HIND1201685,More vigilant companies set a safety culture.,1.0,0
5629,HIND1201685,More vigilance  companies set a safety culture.,1.0,0
5630,HIND1201685,,1.0,0
5631,HIND1201685,,1.0,0
5632,HIND1202934,All the assess related to health & safety had been done.,2.0,0
5633,HIND1202934,All the assessments related to health & safety had been done.,2.0,0
5634,HIND1202934,,2.0,0
5635,HIND1202934,,2.0,0
5636,HIND1204161,The results are visible to everyone.,1.0,0
5637,HIND1204161,The results are vision to everyone.,1.0,0
5638,HIND1204161,,1.0,0
5639,HIND1204161,,1.0,0
5640,HIND1206620,One distinguish feature about my organization is that it has hygienic washrooms.,2.0,0
5641,HIND1206620,One distinguishing feature about my organization is that it has hygienic washrooms.,2.0,0
5642,HIND1206620,,2.0,0
5643,HIND1206620,,2.0,0
5644,HIND1208549,Safety needs are taken care of thoroughout the year.,2.0,0
5645,HIND1208549,Safety needs are taken care of throughout the year.,2.0,0
5646,HIND1208549,Safety needs are taken care of throwout the year.,2.0,0
5647,HIND1208549,,2.0,0
5648,HIND1211940,Companies should increases the frequency of routine monitoring.,2.0,0
5649,HIND1211940,Companies should increase the frequency of routine monitoring.,2.0,0
5650,HIND1211940,Companies should increasing the frequency of routine monitoring.,2.0,0
5651,HIND1211940,Companies should increasingly the frequency of routine monitoring.,2.0,0
5652,HIND1214803,It increase the chances of retaining an employee.,2.0,0
5653,HIND1214803,It increases the chances of retaining an employee.,2.0,0
5654,HIND1214803,,2.0,0
5655,HIND1214803,,2.0,0
5656,HIND1218074,It is essentially  for companies to ensure a healthy work environment.,2.0,0
5657,HIND1218074,It is essential  for companies to ensure a healthy work environment.,2.0,0
5658,HIND1218074,,2.0,0
5659,HIND1218074,,2.0,0
5660,HIND1219507,It is not just the top companies that should highlighting safety & health practices.,2.0,0
5661,HIND1219507,It is not just the top companies that should highlight safety & health practices.,2.0,0
5662,HIND1219507,,2.0,0
5663,HIND1219507,,2.0,0
5664,HIND1221145,That is what the different between a good company & a bad company.,3.0,0
5665,HIND1221145,That is what the differ between a good company & a bad company.,3.0,0
5666,HIND1221145,That is what the difference between a good company & a bad company.,3.0,0
5667,HIND1221145,,3.0,0
5668,HIND1222585,How are the safety measures taken by your company difference?,2.0,0
5669,HIND1222585,How are the safety measures taken by your company different?,2.0,0
5670,HIND1222585,How are the safety measures taken by your company differ?,2.0,0
5671,HIND1222585,,2.0,0
5672,HIND1223810,Ram's company kept a vigilance check on its health and safety measures.,3.0,0
5673,HIND1223810,Ram's company kept a vigil check on its health and safety measures.,3.0,0
5674,HIND1223810,Ram's company kept a vigilant check on its health and safety measures.,3.0,0
5675,HIND1223810,,3.0,0
5676,HIND1225244,How does your company assessment its employees?,2.0,0
5677,HIND1225244,How does your company assess its employees?,2.0,0
5678,HIND1225244,,2.0,0
5679,HIND1225244,,2.0,0
5680,HIND1226465,They have a vision to be the number 1 manufacturer.,1.0,0
5681,HIND1226465,They have a visible to be the number 1 manufacturer.,1.0,0
5682,HIND1226465,,1.0,0
5683,HIND1226465,,1.0,0
5684,HIND1227908,How do you distinguishing between a good workplace & bad one?,2.0,0
5685,HIND1227908,How do you distinguish between a good workplace & bad one?,2.0,0
5686,HIND1227908,,2.0,0
5687,HIND1227908,,2.0,0
5688,HIND1231379,He could make his own breakfast when he was five.,1.0,0
5689,HIND1231379,He can make his own breakfast when he was five.,1.0,0
5690,HIND1231379,Could make his own breakfast when he was five.,1.0,0
5691,HIND1231379,Can make his own breakfast when he was five.,1.0,0
5692,HIND1240187,Could she ride a bicycle when she was ten?,1.0,0
5693,HIND1240187,She could ride a bicycle when she was ten?,1.0,0
5694,HIND1240187,Could ride a bicycle when she was ten?,1.0,0
5695,HIND1240187,Can she ride a bicycle when she was ten?,1.0,0
5696,HIND1245911,They could sing quite well when they were small.,1.0,0
5697,HIND1245911,They were sing quite well when they were small.,1.0,0
5698,HIND1245911,Could they sing quite well when they were small.,1.0,0
5699,HIND1245911,Can they sing quite well when they were small.,1.0,0
5700,HIND1270269,"I may go to the toilet, Sir?",3.0,0
5701,HIND1270269,"Am I go to the toilet, Sir?",3.0,0
5702,HIND1270269,"May I go to the toilet, Sir?",3.0,0
5703,HIND1270269,"May be I go to the toilet, Sir?",3.0,0
5704,HIND1285620,My brother is tall. My sister is taller than my brother.,1.0,0
5705,HIND1285620,My brother is tall. My sister is tall than my brother.,1.0,0
5706,HIND1285620,My brother is tall. My sister is not as tall than my brother.,1.0,0
5707,HIND1285620,My brother is tall. My sister is as tall as than my brother.,1.0,0
5708,HIND1287053,The music was loud at the party. The music at my friend's place was as loud as.,2.0,0
5709,HIND1287053,The music was loud at the party. The music at my friend's place was louder.,2.0,0
5710,HIND1287053,The music was loud at the party. The music at my friend's place was loudly.,2.0,0
5711,HIND1287053,The music was loud at the party. The music at my friend's place was loudest.,2.0,0
5712,HIND1288308,Her voice is sweet but not sweeter my sister's.,4.0,0
5713,HIND1288308,Her voice is sweet but not sweet my sister's.,4.0,0
5714,HIND1288308,Her voice is sweet but sweetly my sister's.,4.0,0
5715,HIND1288308,Her voice is sweet but not as sweet as my sister's.,4.0,0
5716,HIND1290742,Zoya is clever. Ali is less clever than Zoya.,1.0,0
5717,HIND1290742,Zoya is clever. Ali is clever Zoya.,1.0,0
5718,HIND1290742,Zoya is clever. Ali is less clever Zoya.,1.0,0
5719,HIND1290742,Zoya is clever. Ali is cleverest Zoya.,1.0,0
5720,HIND1293609,Dev is faster Ram.,3.0,0
5721,HIND1293609,Dev is fast Ram.,3.0,0
5722,HIND1293609,Dev is as fast as Ram.,3.0,0
5723,HIND1293609,Dev is as fast Ram.,3.0,0
5724,HIND1295041,She speaks as sweet her father.,2.0,0
5725,HIND1295041,She speaks as sweetly as her father.,2.0,0
5726,HIND1295041,She speaks sweetly her father.,2.0,0
5727,HIND1295041,She speaks sweeter her father.,2.0,0
5728,HIND1296469,Jaipur is not cold Delhi.,3.0,0
5729,HIND1296469,Jaipur is colder Delhi.,3.0,0
5730,HIND1296469,Jaipur is not as cold as Delhi.,3.0,0
5731,HIND1296469,Jaipur is not as colder as Delhi.,3.0,0
5732,HIND1304128,"You won't get these strawberries anywhere. So, eat as many as you can.",1.0,0
5733,HIND1304128,"You won't get these strawberries anywhere. So, eat many you can.",1.0,0
5734,HIND1304128,"You won't get these strawberries anywhere. So, eat much you can.",1.0,0
5735,HIND1304128,"You won't get these strawberries anywhere. So, eat as much you can.",1.0,0
5736,HIND1310754,She agreed to come at 5.,1.0,0
5737,HIND1310754,She agreed coming at 5.,1.0,0
5738,HIND1310754,She agreed to comes at 5.,1.0,0
5739,HIND1310754,She agreed come at 5.,1.0,0
5740,HIND1311963,I can't resist eating chocolate.,1.0,0
5741,HIND1311963,I can't resist to eat chocolate.,1.0,0
5742,HIND1311963,I can't resist eatings chocolate.,1.0,0
5743,HIND1311963,I can't resist to eats chocolate.,1.0,0
5744,HIND1313170,They offered helping whenever we needed them.,2.0,0
5745,HIND1313170,They offered to help whenever we needed them.,2.0,0
5746,HIND1313170,They offered helps whenever we needed them.,2.0,0
5747,HIND1313170,,2.0,0
5748,HIND1314480,Nothing justifies behaving in such a way.,1.0,0
5749,HIND1314480,Nothing justifies to behave in such a way.,1.0,0
5750,HIND1314480,Nothing justifies behaved in such a way.,1.0,0
5751,HIND1314480,Nothing justifies to behaved in such a way.,1.0,0
5752,HIND1315918,We regret to inform you that the flight has been cancelled.,1.0,0
5753,HIND1315918,We regret informing you that the flight has been cancelled.,1.0,0
5754,HIND1315918,We regret to informs you that the flight has been cancelled.,1.0,0
5755,HIND1315918,We regret to informing you that the flight has been cancelled.,1.0,0
5756,HIND1317352,I simply forgot to tell Mary about the party.,1.0,0
5757,HIND1317352,I simply forgot telling Mary about the party.,1.0,0
5758,HIND1317352,I simply forgot to tells Mary about the party.,1.0,0
5759,HIND1317352,,1.0,0
5760,HIND1318580,The child tried repairs the toy but he couldn't.,2.0,0
5761,HIND1318580,The child tried to repair the toy but he couldn't.,2.0,0
5762,HIND1318580,The child tried to repairs the toy but he couldn't.,2.0,0
5763,HIND1318580,The child tried to repaired the toy but he couldn't.,2.0,0
5764,HIND1321240,I would love to travels around the world.,2.0,0
5765,HIND1321240,I would love to travel around the world.,2.0,0
5766,HIND1321240,I would love to travelled around the world.,2.0,0
5767,HIND1321240,,2.0,0
5768,HIND1323076,"Will you please be quiet, I'm trying to listen to the music.",1.0,0
5769,HIND1323076,"Will you please be quiet, I'm trying listening to the music.",1.0,0
5770,HIND1323076,"Will you please be quiet, I'm trying to listens to the music.",1.0,0
5771,HIND1323076,"Will you please be quiet, I'm trying listened to the music.",1.0,0
5772,HIND1324510,If I'm working at home I often stop to watch the Sun go down.,1.0,0
5773,HIND1324510,If I'm working at home I often stop watching the Sun go down.,1.0,0
5774,HIND1324510,If I'm working at home I often stop to watchs the Sun go down.,1.0,0
5775,HIND1324510,If I'm working at home I often stop to watched the Sun go down.,1.0,0
5776,HIND1325750,Why don't we try throwing it against the wall?,1.0,0
5777,HIND1325750,Why don't we try throws it against the wall?,1.0,0
5778,HIND1325750,Why don't we try throwed it against the wall?,1.0,0
5779,HIND1325750,,1.0,0
5780,HIND1327185,Will you please stop to shout and calm down.,2.0,0
5781,HIND1327185,Will you please stop shouting and calm down.,2.0,0
5782,HIND1327185,Will you please stop to shouting and calm down.,2.0,0
5783,HIND1327185,Will you please stop to shouts and calm down.,2.0,0
5784,HIND1329019,I'll never forget coming here with you the first time.,1.0,0
5785,HIND1329019,I'll never forget to coming here with you the first time.,1.0,0
5786,HIND1329019,I'll never forget comes here with you the first time.,1.0,0
5787,HIND1329019,,1.0,0
5788,HIND1306911,Oh no! I forgot to go to the bank!,1.0,0
5789,HIND1306911,Oh no! I forgot going to the bank!,1.0,0
5790,HIND1306911,Oh no! I forgot go to the bank!,1.0,0
5791,HIND1306911,Oh no! I forgot to gone to the bank!,1.0,0
5792,HIND1347615,He reacts too soon and I usually don't like his reaction.,1.0,0
5793,HIND1347615,He reacts too soon and I usually don't like his react.,1.0,0
5794,HIND1347615,He reacts too soon and I usually don't like his reacting.,1.0,0
5795,HIND1347615,He reacts too soon and I usually don't like his reactor.,1.0,0
5796,HIND1349276,Live your Livable  to the fullest.,3.0,0
5797,HIND1349276,Live your Lived to the fullest.,3.0,0
5798,HIND1349276,Live your Life to the fullest.,3.0,0
5799,HIND1349276,Live your Lively to the fullest.,3.0,0
5800,HIND1350488,Today's generally  knows how to generate electricity.,2.0,0
5801,HIND1350488,Today's generation knows how to generate electricity.,2.0,0
5802,HIND1350488,Today's generated knows how to generate electricity.,2.0,0
5803,HIND1350488,Today's genre knows how to generate electricity.,2.0,0
5804,HIND1351689,Ram predicts the future and his predictions are always correct.,1.0,0
5805,HIND1351689,Ram predicts the future and his predicted are always correct.,1.0,0
5806,HIND1351689,Ram predicts the future and his predict are always correct.,1.0,0
5807,HIND1351689,Ram predicts the future and his prediction are always correct.,1.0,0
5808,HIND1352966,"If you have a better solvable  to this problem, then solve it.",4.0,0
5809,HIND1352966,"If you have a better solved to this problem, then solve it.",4.0,0
5810,HIND1352966,"If you have a better solute to this problem, then solve it.",4.0,0
5811,HIND1352966,"If you have a better solution to this problem, then solve it.",4.0,0
5812,HIND1354193,Please share your suggestive with everyone.,3.0,0
5813,HIND1354193,Please share your suggested with everyone.,3.0,0
5814,HIND1354193,Please share your suggestions with everyone.,3.0,0
5815,HIND1354193,Please share your suggesting with everyone.,3.0,0
5816,HIND1355621,He advised me to follow his advice.,1.0,0
5817,HIND1355621,He advised me to follow his advise.,1.0,0
5818,HIND1355621,He advised me to follow his adviced.,1.0,0
5819,HIND1355621,,1.0,0
5820,HIND1366270,I am throw a party tomorrow.,2.0,0
5821,HIND1366270,I am throwing a party tomorrow.,2.0,0
5822,HIND1366270,I am thoroughing a party tomorrow.,2.0,0
