,Unnamed: 0,Slide ID,Options,Correct ID,pos_array,pos_delta
960,960,HIND4006056,Two greens shoes.,1,"[""('Two', 'CD')"", ""('greens', 'NNS')"", ""('shoes', 'NNS')"", ""('.', '.')""]",[]
961,961,HIND4006056,Two shoes greens.,1,"[""('Two', 'CD')"", ""('shoes', 'NNS')"", ""('greens', 'NNS')"", ""('.', '.')""]",[]
962,962,HIND4006056,Three green shoes,1,"[""('Three', 'CD')"", ""('green', 'JJ')"", ""('shoes', 'NNS')""]","[""('Three', 'CD')"", ""('green', 'JJ')""]"
963,963,HIND4013296,A red shoe.,2,"[""('A', 'DT')"", ""('red', 'JJ')"", ""('shoe', 'NN')"", ""('.', '.')""]","[""('red', 'JJ')"", ""('A', 'DT')"", ""('shoe', 'NN')""]"
964,964,HIND4013296,A brown shoe.,2,"[""('A', 'DT')"", ""('brown', 'JJ')"", ""('shoe', 'NN')"", ""('.', '.')""]","[""('brown', 'JJ')""]"
965,965,HIND4013296,A yellow shoe.,2,"[""('A', 'DT')"", ""('yellow', 'JJ')"", ""('shoe', 'NN')"", ""('.', '.')""]",[]
966,966,HIND4013296,A green shoe.,2,"[""('A', 'DT')"", ""('green', 'JJ')"", ""('shoe', 'NN')"", ""('.', '.')""]","[""('green', 'JJ')""]"
967,967,HIND4014511,A brown bag.,1,"[""('A', 'DT')"", ""('brown', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]","[""('brown', 'JJ')"", ""('bag', 'NN')""]"
968,968,HIND4014511,A red bag.,1,"[""('A', 'DT')"", ""('red', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]",[]
969,969,HIND4014511,A yellow bag.,1,"[""('A', 'DT')"", ""('yellow', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]","[""('yellow', 'JJ')""]"
970,970,HIND4014511,A green bag.,1,"[""('A', 'DT')"", ""('green', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]","[""('green', 'JJ')""]"
971,971,HIND4024937,A white bag.,1,"[""('A', 'DT')"", ""('white', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]","[""('white', 'JJ')""]"
972,972,HIND4024937,A red bag.,1,"[""('A', 'DT')"", ""('red', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]",[]
973,973,HIND4024937,A yellow bag.,1,"[""('A', 'DT')"", ""('yellow', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]","[""('yellow', 'JJ')""]"
974,974,HIND4024937,A green bag.,1,"[""('A', 'DT')"", ""('green', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]","[""('green', 'JJ')""]"
975,975,HIND4030948,It is a white bag.,1,"[""('It', 'PRP')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('white', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]","[""('It', 'PRP')"", ""('is', 'VBZ')"", ""('white', 'JJ')"", ""('a', 'DT')""]"
976,976,HIND4030948,It is a red bag.,1,"[""('It', 'PRP')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('red', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]",[]
977,977,HIND4030948,It is a yellow bag.,1,"[""('It', 'PRP')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('yellow', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]","[""('yellow', 'JJ')""]"
978,978,HIND4030948,It is a green bag.,1,"[""('It', 'PRP')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('green', 'JJ')"", ""('bag', 'NN')"", ""('.', '.')""]","[""('green', 'JJ')""]"
979,979,HIND4044514,These are my pants.,2,"[""('These', 'DT')"", ""('are', 'VBP')"", ""('my', 'PRP$')"", ""('pants', 'NNS')"", ""('.', '.')""]","[""('pants', 'NNS')"", ""('are', 'VBP')"", ""('my', 'PRP$')"", ""('These', 'DT')""]"
980,980,HIND4044514,These are my shoes.,2,"[""('These', 'DT')"", ""('are', 'VBP')"", ""('my', 'PRP$')"", ""('shoes', 'NNS')"", ""('.', '.')""]","[""('shoes', 'NNS')""]"
981,981,HIND4044514,These are my socks.,2,"[""('These', 'DT')"", ""('are', 'VBP')"", ""('my', 'PRP$')"", ""('socks', 'NNS')"", ""('.', '.')""]",[]
982,982,HIND4044514,This is my bag.,2,"[""('This', 'DT')"", ""('is', 'VBZ')"", ""('my', 'PRP$')"", ""('bag', 'NN')"", ""('.', '.')""]","[""('This', 'DT')"", ""('is', 'VBZ')"", ""('bag', 'NN')""]"
983,983,HIND4058175,This pants fit me well.,4,"[""('This', 'DT')"", ""('pants', 'VBZ')"", ""('fit', 'VB')"", ""('me', 'PRP')"", ""('well', 'RB')"", ""('.', '.')""]","[""('fit', 'VB')"", ""('well', 'RB')"", ""('This', 'DT')"", ""('me', 'PRP')"", ""('pants', 'VBZ')""]"
984,984,HIND4058175,These pant fit me well.,4,"[""('These', 'DT')"", ""('pant', 'JJ')"", ""('fit', 'NN')"", ""('me', 'PRP')"", ""('well', 'RB')"", ""('.', '.')""]","[""('pant', 'JJ')"", ""('well', 'RB')"", ""('These', 'DT')"", ""('fit', 'NN')"", ""('me', 'PRP')""]"
985,985,HIND4058175,These pants are fit me well.,4,"[""('These', 'DT')"", ""('pants', 'NNS')"", ""('are', 'VBP')"", ""('fit', 'JJ')"", ""('me', 'PRP')"", ""('well', 'RB')"", ""('.', '.')""]","[""('well', 'RB')"", ""('pants', 'NNS')"", ""('are', 'VBP')"", ""('These', 'DT')"", ""('fit', 'JJ')"", ""('me', 'PRP')""]"
986,986,HIND4058175,These pants fit me well.,4,"[""('These', 'DT')"", ""('pants', 'NNS')"", ""('fit', 'VBP')"", ""('me', 'PRP')"", ""('well', 'RB')"", ""('.', '.')""]","[""('well', 'RB')"", ""('pants', 'NNS')"", ""('These', 'DT')"", ""('fit', 'VBP')"", ""('me', 'PRP')""]"
987,987,HIND4078990,This house have 4 rooms.,3,"[""('This', 'DT')"", ""('house', 'NN')"", ""('have', 'VBP')"", ""('4', 'CD')"", ""('rooms', 'NNS')"", ""('.', '.')""]",[]
988,988,HIND4078990,This house has 4 room.,3,"[""('This', 'DT')"", ""('house', 'NN')"", ""('has', 'VBZ')"", ""('4', 'CD')"", ""('room', 'NN')"", ""('.', '.')""]","[""('room', 'NN')"", ""('has', 'VBZ')""]"
989,989,HIND4078990,This house has 4 rooms.,3,"[""('This', 'DT')"", ""('house', 'NN')"", ""('has', 'VBZ')"", ""('4', 'CD')"", ""('rooms', 'NNS')"", ""('.', '.')""]","[""('has', 'VBZ')""]"
990,990,HIND4078990,This house having 4 rooms.,3,"[""('This', 'DT')"", ""('house', 'NN')"", ""('having', 'VBG')"", ""('4', 'CD')"", ""('rooms', 'NNS')"", ""('.', '.')""]",[]
991,991,HIND4098403,I shower in the bathroom.,3,"[""('I', 'PRP')"", ""('shower', 'VBP')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('bathroom', 'NN')"", ""('.', '.')""]","[""('bathroom', 'NN')"", ""('the', 'DT')"", ""('in', 'IN')"", ""('shower', 'VBP')"", ""('I', 'PRP')""]"
992,992,HIND4098403,I sleep in my room.,3,"[""('I', 'PRP')"", ""('sleep', 'VBP')"", ""('in', 'IN')"", ""('my', 'PRP$')"", ""('room', 'NN')"", ""('.', '.')""]","[""('sleep', 'VBP')"", ""('my', 'PRP$')""]"
993,993,HIND4098403,I cook in the kitchen.,3,"[""('I', 'PRP')"", ""('cook', 'VBP')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('kitchen', 'NN')"", ""('.', '.')""]","[""('cook', 'VBP')"", ""('kitchen', 'NN')""]"
994,994,HIND4098403,I watch TV in the living room.,3,"[""('I', 'PRP')"", ""('watch', 'VBP')"", ""('TV', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('living', 'NN')"", ""('room', 'NN')"", ""('.', '.')""]",[]
995,995,HIND4100612,I eat in the dining room.,1,"[""('I', 'PRP')"", ""('eat', 'VBP')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('dining', 'NN')"", ""('room', 'NN')"", ""('.', '.')""]","[""('eat', 'VBP')"", ""('dining', 'NN')""]"
996,996,HIND4100612,I sleep in my room.,1,"[""('I', 'PRP')"", ""('sleep', 'VBP')"", ""('in', 'IN')"", ""('my', 'PRP$')"", ""('room', 'NN')"", ""('.', '.')""]",[]
997,997,HIND4100612,I cook in the kitchen.,1,"[""('I', 'PRP')"", ""('cook', 'VBP')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('kitchen', 'NN')"", ""('.', '.')""]","[""('cook', 'VBP')"", ""('the', 'DT')"", ""('kitchen', 'NN')""]"
998,998,HIND4100612,I watch TV in the living room.,1,"[""('I', 'PRP')"", ""('watch', 'VBP')"", ""('TV', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('living', 'NN')"", ""('room', 'NN')"", ""('.', '.')""]","[""('watch', 'VBP')"", ""('living', 'NN')"", ""('the', 'DT')"", ""('TV', 'NN')""]"
999,999,HIND4101932,I watch TV with the living room.,4,"[""('I', 'PRP')"", ""('watch', 'VBP')"", ""('TV', 'NN')"", ""('with', 'IN')"", ""('the', 'DT')"", ""('living', 'NN')"", ""('room', 'NN')"", ""('.', '.')""]","[""('with', 'IN')"", ""('watch', 'VBP')"", ""('living', 'NN')"", ""('TV', 'NN')"", ""('the', 'DT')""]"
1000,1000,HIND4101932,I watch TV on the living room.,4,"[""('I', 'PRP')"", ""('watch', 'VBP')"", ""('TV', 'NN')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('living', 'NN')"", ""('room', 'NN')"", ""('.', '.')""]","[""('on', 'IN')"", ""('watch', 'VBP')"", ""('living', 'NN')"", ""('TV', 'NN')"", ""('.', '.')"", ""('room', 'NN')"", ""('I', 'PRP')""]"
1001,1001,HIND4101932,I watch TV at the living room.,4,"[""('I', 'PRP')"", ""('watch', 'VBP')"", ""('TV', 'NN')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('living', 'NN')"", ""('room', 'NN')"", ""('.', '.')""]","[""('watch', 'VBP')"", ""('living', 'NN')"", ""('TV', 'NN')"", ""('.', '.')"", ""('at', 'IN')"", ""('room', 'NN')"", ""('I', 'PRP')""]"
1002,1002,HIND4101932,I watch TV in the living room.,4,"[""('I', 'PRP')"", ""('watch', 'VBP')"", ""('TV', 'NN')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('living', 'NN')"", ""('room', 'NN')"", ""('.', '.')""]","[""('watch', 'VBP')"", ""('living', 'NN')"", ""('TV', 'NN')"", ""('.', '.')"", ""('in', 'IN')"", ""('room', 'NN')"", ""('I', 'PRP')""]"
1003,1003,HIND4104755,Where is the kitchen?,4,"[""('Where', 'WRB')"", ""('is', 'VBZ')"", ""('the', 'DT')"", ""('kitchen', 'NN')"", ""('?', '.')""]",[]
1004,1004,HIND4104755,Where is the dining room?,4,"[""('Where', 'WRB')"", ""('is', 'VBZ')"", ""('the', 'DT')"", ""('dining', 'VBG')"", ""('room', 'NN')"", ""('?', '.')""]","[""('is', 'VBZ')"", ""('the', 'DT')"", ""('Where', 'WRB')"", ""('dining', 'VBG')"", ""('room', 'NN')""]"
1005,1005,HIND4104755,Where is the garden?,4,"[""('Where', 'WRB')"", ""('is', 'VBZ')"", ""('the', 'DT')"", ""('garden', 'NN')"", ""('?', '.')""]","[""('garden', 'NN')"", ""('is', 'VBZ')"", ""('the', 'DT')"", ""('Where', 'WRB')""]"
1006,1006,HIND4104755,Where is the bathroom?,4,"[""('Where', 'WRB')"", ""('is', 'VBZ')"", ""('the', 'DT')"", ""('bathroom', 'NN')"", ""('?', '.')""]","[""('Where', 'WRB')"", ""('is', 'VBZ')"", ""('bathroom', 'NN')"", ""('the', 'DT')""]"
1007,1007,HIND4107186,How much bathrooms does this house have?,3,"[""('How', 'WRB')"", ""('much', 'JJ')"", ""('bathrooms', 'NN')"", ""('does', 'VBZ')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('have', 'VB')"", ""('?', '.')""]",[]
1008,1008,HIND4107186,How many bathroom does this house have?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('bathroom', 'NN')"", ""('does', 'VBZ')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('have', 'VB')"", ""('?', '.')""]","[""('bathroom', 'NN')"", ""('does', 'VBZ')""]"
1009,1009,HIND4107186,How many bathrooms does this house have?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('bathrooms', 'NN')"", ""('does', 'VBZ')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('have', 'VB')"", ""('?', '.')""]","[""('bathrooms', 'NN')"", ""('does', 'VBZ')""]"
1010,1010,HIND4107186,How many bathrooms do this house have?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('bathrooms', 'NNS')"", ""('do', 'VBP')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('have', 'VB')"", ""('?', '.')""]",[]
1011,1011,HIND4108509,There is 2 bathrooms in this house.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('2', 'CD')"", ""('bathrooms', 'NNS')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('.', '.')""]","[""('There', 'EX')"", ""('2', 'CD')"", ""('is', 'VBZ')"", ""('.', '.')"", ""('in', 'IN')""]"
1012,1012,HIND4108509,There are 2 bathrooms in this house.,2,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('2', 'CD')"", ""('bathrooms', 'NNS')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('.', '.')""]","[""('bathrooms', 'NNS')""]"
1013,1013,HIND4108509,There are 2 kitchens in this house.,2,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('2', 'CD')"", ""('kitchens', 'NNS')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('.', '.')""]",[]
1014,1014,HIND4108509,There are 2 bathrooms in house.,2,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('2', 'CD')"", ""('bathrooms', 'NNS')"", ""('in', 'IN')"", ""('house', 'NN')"", ""('.', '.')""]","[""('bathrooms', 'NNS')""]"
1015,1015,HIND4111084,There are 1 kitchen in this house.,3,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('1', 'CD')"", ""('kitchen', 'NN')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('.', '.')""]","[""('1', 'CD')"", ""('kitchen', 'NN')""]"
1016,1016,HIND4111084,There is 1 bathroom in this house.,3,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('1', 'CD')"", ""('bathroom', 'NN')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('.', '.')""]","[""('1', 'CD')"", ""('is', 'VBZ')"", ""('bathroom', 'NN')""]"
1017,1017,HIND4111084,There is 1 kitchen in this house.,3,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('1', 'CD')"", ""('kitchen', 'NN')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('.', '.')""]","[""('1', 'CD')"", ""('is', 'VBZ')"", ""('kitchen', 'NN')""]"
1018,1018,HIND4111084,There are 2 bathrooms in this house.,3,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('2', 'CD')"", ""('bathrooms', 'NNS')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('.', '.')""]",[]
1019,1019,HIND4114821,Window,2,"[""('Window', 'NN')""]","[""('Window', 'NN')""]"
1020,1020,HIND4114821,Door,2,"[""('Door', 'NN')""]","[""('Door', 'NN')""]"
1021,1021,HIND4114821,Chair,2,"[""('Chair', 'NN')""]",[]
1022,1022,HIND4114821,Table,2,"[""('Table', 'NN')""]","[""('Table', 'NN')""]"
1023,1023,HIND4116040,Window,1,"[""('Window', 'NN')""]","[""('Window', 'NN')""]"
1024,1024,HIND4116040,Door,1,"[""('Door', 'NN')""]",[]
1025,1025,HIND4116040,Chair,1,"[""('Chair', 'NN')""]","[""('Chair', 'NN')""]"
1026,1026,HIND4116040,Table,1,"[""('Table', 'NN')""]","[""('Table', 'NN')""]"
1027,1027,HIND4126793,Chair,1,"[""('Chair', 'NN')""]","[""('Chair', 'NN')""]"
1028,1028,HIND4126793,Table,1,"[""('Table', 'NN')""]",[]
1029,1029,HIND4126793,Window,1,"[""('Window', 'NN')""]","[""('Window', 'NN')""]"
1030,1030,HIND4126793,Door,1,"[""('Door', 'NN')""]","[""('Door', 'NN')""]"
1031,1031,HIND4128223,chair,2,"[""('chair', 'NN')""]","[""('chair', 'NN')""]"
1032,1032,HIND4128223,bed,2,"[""('bed', 'NN')""]","[""('bed', 'NN')""]"
1033,1033,HIND4128223,table,2,"[""('table', 'NN')""]",[]
1034,1034,HIND4128223,door,2,"[""('door', 'NN')""]","[""('door', 'NN')""]"
1035,1035,HIND4130029,My books are on the table.,1,"[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('table', 'NN')"", ""('.', '.')""]","[""('on', 'IN')"", ""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('the', 'DT')"", ""('.', '.')""]"
1036,1036,HIND4130029,My books are on the chair.,1,"[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('chair', 'NN')"", ""('.', '.')""]",[]
1037,1037,HIND4130029,My books are on the bed.,1,"[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('bed', 'NN')"", ""('.', '.')""]","[""('bed', 'NN')""]"
1038,1038,HIND4130029,My books are in the kitchen.,1,"[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('kitchen', 'NN')"", ""('.', '.')""]","[""('in', 'IN')"", ""('kitchen', 'NN')""]"
1039,1039,HIND4131323,We sit on the table.,4,"[""('We', 'PRP')"", ""('sit', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('table', 'NN')"", ""('.', '.')""]","[""('sit', 'VBP')"", ""('table', 'NN')"", ""('We', 'PRP')""]"
1040,1040,HIND4131323,We sit on the bed.,4,"[""('We', 'PRP')"", ""('sit', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('bed', 'NN')"", ""('.', '.')""]","[""('sit', 'VBP')"", ""('the', 'DT')"", ""('bed', 'NN')"", ""('We', 'PRP')""]"
1041,1041,HIND4131323,We sit in the kitchen.,4,"[""('We', 'PRP')"", ""('sit', 'VBP')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('kitchen', 'NN')"", ""('.', '.')""]","[""('We', 'PRP')"", ""('kitchen', 'NN')"", ""('the', 'DT')"", ""('sit', 'VBP')"", ""('in', 'IN')""]"
1042,1042,HIND4131323,We sit on the chair.,4,"[""('We', 'PRP')"", ""('sit', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('chair', 'NN')"", ""('.', '.')""]","[""('the', 'DT')"", ""('sit', 'VBP')"", ""('We', 'PRP')"", ""('chair', 'NN')""]"
1043,1043,HIND4132636,I sleep on my table.,2,"[""('I', 'PRP')"", ""('sleep', 'VBP')"", ""('on', 'IN')"", ""('my', 'PRP$')"", ""('table', 'NN')"", ""('.', '.')""]",[]
1044,1044,HIND4132636,I sleep on my bed.,2,"[""('I', 'PRP')"", ""('sleep', 'VBP')"", ""('on', 'IN')"", ""('my', 'PRP$')"", ""('bed', 'NN')"", ""('.', '.')""]","[""('bed', 'NN')"", ""('on', 'IN')""]"
1045,1045,HIND4132636,I sleep in my kitchen.,2,"[""('I', 'PRP')"", ""('sleep', 'VBP')"", ""('in', 'IN')"", ""('my', 'PRP$')"", ""('kitchen', 'NN')"", ""('.', '.')""]",[]
1046,1046,HIND4132636,I sleep on my chair.,2,"[""('I', 'PRP')"", ""('sleep', 'VBP')"", ""('on', 'IN')"", ""('my', 'PRP$')"", ""('chair', 'NN')"", ""('.', '.')""]","[""('chair', 'NN')"", ""('on', 'IN')""]"
1047,1047,HIND4139256,I live in Mumbai.,1,"[""('I', 'PRP')"", ""('live', 'VBP')"", ""('in', 'IN')"", ""('Mumbai', 'NNP')"", ""('.', '.')""]","[""('Mumbai', 'NNP')"", ""('live', 'VBP')""]"
1048,1048,HIND4139256,I live on Mumbai.,1,"[""('I', 'PRP')"", ""('live', 'VBP')"", ""('on', 'IN')"", ""('Mumbai', 'NNP')"", ""('.', '.')""]",[]
1049,1049,HIND4139256,I live at Mumbai.,1,"[""('I', 'PRP')"", ""('live', 'VBP')"", ""('at', 'IN')"", ""('Mumbai', 'NNP')"", ""('.', '.')""]","[""('at', 'IN')""]"
1050,1050,HIND4139256,I live under Mumbai.,1,"[""('I', 'PRP')"", ""('live', 'VBP')"", ""('under', 'IN')"", ""('Mumbai', 'NNP')"", ""('.', '.')""]","[""('under', 'IN')""]"
1051,1051,HIND4143830,My books are on the table.,1,"[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('table', 'NN')"", ""('.', '.')""]","[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('table', 'NN')"", ""('are', 'VBP')"", ""('the', 'DT')""]"
1052,1052,HIND4143830,My books are on the chair.,1,"[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('chair', 'NN')"", ""('.', '.')""]",[]
1053,1053,HIND4143830,My books are on the bed.,1,"[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('bed', 'NN')"", ""('.', '.')""]","[""('bed', 'NN')""]"
1054,1054,HIND4143830,My books are in the kitchen.,1,"[""('My', 'PRP$')"", ""('books', 'NNS')"", ""('are', 'VBP')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('kitchen', 'NN')"", ""('.', '.')""]","[""('in', 'IN')"", ""('kitchen', 'NN')""]"
1055,1055,HIND4150065,She is in the bus stop.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('bus', 'NN')"", ""('stop', 'NN')"", ""('.', '.')""]","[""('bus', 'NN')"", ""('stop', 'NN')"", ""('is', 'VBZ')"", ""('in', 'IN')"", ""('She', 'PRP')""]"
1056,1056,HIND4150065,She is on the bus stop.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('bus', 'NN')"", ""('stop', 'NN')"", ""('.', '.')""]","[""('on', 'IN')""]"
1057,1057,HIND4150065,She is at the bus stop.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('bus', 'NN')"", ""('stop', 'NN')"", ""('.', '.')""]","[""('at', 'IN')""]"
1058,1058,HIND4150065,She is under the bus stop.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('under', 'IN')"", ""('the', 'DT')"", ""('bus', 'NN')"", ""('stop', 'NN')"", ""('.', '.')""]",[]
1059,1059,HIND4151269,I am in home,2,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('in', 'IN')"", ""('home', 'NN')""]","[""('in', 'IN')"", ""('am', 'VBP')"", ""('I', 'PRP')"", ""('home', 'NN')""]"
1060,1060,HIND4151269,I am at home,2,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('at', 'IN')"", ""('home', 'NN')""]","[""('at', 'IN')""]"
1061,1061,HIND4151269,I am on home,2,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('on', 'IN')"", ""('home', 'NN')""]",[]
1062,1062,HIND4151269,I am under the home,2,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('under', 'IN')"", ""('the', 'DT')"", ""('home', 'NN')""]","[""('the', 'DT')"", ""('under', 'IN')""]"
1063,1063,HIND4155067,We sit on the table.,4,"[""('We', 'PRP')"", ""('sit', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('table', 'NN')"", ""('.', '.')""]","[""('We', 'PRP')"", ""('table', 'NN')"", ""('the', 'DT')"", ""('sit', 'VBP')"", ""('.', '.')""]"
1064,1064,HIND4155067,We sit on the bed.,4,"[""('We', 'PRP')"", ""('sit', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('bed', 'NN')"", ""('.', '.')""]","[""('sit', 'VBP')"", ""('bed', 'NN')"", ""('We', 'PRP')"", ""('on', 'IN')""]"
1065,1065,HIND4155067,We sit in the kitchen.,4,"[""('We', 'PRP')"", ""('sit', 'VBP')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('kitchen', 'NN')"", ""('.', '.')""]","[""('sit', 'VBP')"", ""('kitchen', 'NN')"", ""('We', 'PRP')""]"
1066,1066,HIND4155067,We sit on the chair.,4,"[""('We', 'PRP')"", ""('sit', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('chair', 'NN')"", ""('.', '.')""]","[""('sit', 'VBP')"", ""('We', 'PRP')"", ""('on', 'IN')""]"
1067,1067,HIND4156408,She is sitting in the chair.,4,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('sitting', 'VBG')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('chair', 'NN')"", ""('.', '.')""]",[]
1068,1068,HIND4156408,She is sitting at the chair.,4,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('sitting', 'VBG')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('chair', 'NN')"", ""('.', '.')""]","[""('is', 'VBZ')"", ""('the', 'DT')"", ""('sitting', 'VBG')"", ""('chair', 'NN')"", ""('at', 'IN')"", ""('She', 'PRP')""]"
1069,1069,HIND4156408,She is sitting inside the chair.,4,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('sitting', 'VBG')"", ""('inside', 'IN')"", ""('the', 'DT')"", ""('chair', 'NN')"", ""('.', '.')""]","[""('inside', 'IN')"", ""('is', 'VBZ')"", ""('the', 'DT')"", ""('sitting', 'VBG')"", ""('chair', 'NN')"", ""('She', 'PRP')""]"
1070,1070,HIND4156408,She is sitting on the chair.,4,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('sitting', 'VBG')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('chair', 'NN')"", ""('.', '.')""]","[""('on', 'IN')"", ""('is', 'VBZ')"", ""('the', 'DT')"", ""('sitting', 'VBG')"", ""('chair', 'NN')"", ""('She', 'PRP')""]"
1071,1071,HIND4158567,I sleep in my bed.,2,"[""('I', 'PRP')"", ""('sleep', 'VBP')"", ""('in', 'IN')"", ""('my', 'PRP$')"", ""('bed', 'NN')"", ""('.', '.')""]",[]
1072,1072,HIND4158567,I sleep on my bed.,2,"[""('I', 'PRP')"", ""('sleep', 'VBP')"", ""('on', 'IN')"", ""('my', 'PRP$')"", ""('bed', 'NN')"", ""('.', '.')""]","[""('on', 'IN')""]"
1073,1073,HIND4158567,I sleep at my bed.,2,"[""('I', 'PRP')"", ""('sleep', 'VBP')"", ""('at', 'IN')"", ""('my', 'PRP$')"", ""('bed', 'NN')"", ""('.', '.')""]",[]
1074,1074,HIND4158567,I sleep on my chair.,2,"[""('I', 'PRP')"", ""('sleep', 'VBP')"", ""('on', 'IN')"", ""('my', 'PRP$')"", ""('chair', 'NN')"", ""('.', '.')""]","[""('chair', 'NN')"", ""('on', 'IN')""]"
