,Unnamed: 0,Slide ID,Options,Correct ID,pos_array,pos_delta
240,240,HIND6879513,Congratulations! You topped the class.,1,"[""('Congratulations', 'NNS')"", ""('!', '.')"", ""('You', 'PRP')"", ""('topped', 'VBD')"", ""('the', 'DT')"", ""('class', 'NN')"", ""('.', '.')""]",[]
241,241,HIND6879513,Congrates you topped the class.,1,"[""('Congrates', 'NNS')"", ""('you', 'PRP')"", ""('topped', 'VBD')"", ""('the', 'DT')"", ""('class', 'NN')"", ""('.', '.')""]","[""('Congrates', 'NNS')"", ""('you', 'PRP')""]"
242,242,HIND6879513,Congregation you topped in class.,1,"[""('Congregation', 'NN')"", ""('you', 'PRP')"", ""('topped', 'VBD')"", ""('in', 'IN')"", ""('class', 'NN')"", ""('.', '.')""]","[""('in', 'IN')"", ""('Congregation', 'NN')"", ""('you', 'PRP')""]"
243,243,HIND6879513,Congratulations! you were topped the class.,1,"[""('Congratulations', 'NNS')"", ""('!', '.')"", ""('you', 'PRP')"", ""('were', 'VBD')"", ""('topped', 'VBN')"", ""('the', 'DT')"", ""('class', 'NN')"", ""('.', '.')""]","[""('topped', 'VBN')"", ""('were', 'VBD')"", ""('you', 'PRP')""]"
244,244,HIND6890566,"Well, I didn't really like the soup that much.",1,"[""('Well', 'RB')"", ""(',', ',')"", ""('I', 'PRP')"", ""('did', 'VBD')"", '(""n\'t"", \'RB\')', ""('really', 'RB')"", ""('like', 'IN')"", ""('the', 'DT')"", ""('soup', 'NN')"", ""('that', 'WDT')"", ""('much', 'RB')"", ""('.', '.')""]",[]
245,245,HIND6890566,"Well, I didn't really liked the soup that much.",1,"[""('Well', 'RB')"", ""(',', ',')"", ""('I', 'PRP')"", ""('did', 'VBD')"", '(""n\'t"", \'RB\')', ""('really', 'RB')"", ""('liked', 'VB')"", ""('the', 'DT')"", ""('soup', 'NN')"", ""('that', 'WDT')"", ""('much', 'RB')"", ""('.', '.')""]","[""('liked', 'VB')""]"
246,246,HIND6890566,"Well, I am not really like the soup that much.",1,"[""('Well', 'RB')"", ""(',', ',')"", ""('I', 'PRP')"", ""('am', 'VBP')"", ""('not', 'RB')"", ""('really', 'RB')"", ""('like', 'IN')"", ""('the', 'DT')"", ""('soup', 'NN')"", ""('that', 'WDT')"", ""('much', 'RB')"", ""('.', '.')""]","[""('am', 'VBP')"", ""('not', 'RB')""]"
247,247,HIND6890566,"Well, I have not really like the soup that much.",1,"[""('Well', 'RB')"", ""(',', ',')"", ""('I', 'PRP')"", ""('have', 'VBP')"", ""('not', 'RB')"", ""('really', 'RB')"", ""('like', 'IN')"", ""('the', 'DT')"", ""('soup', 'NN')"", ""('that', 'WDT')"", ""('much', 'RB')"", ""('.', '.')""]","[""('not', 'RB')"", ""('have', 'VBP')""]"
248,248,HIND6900146,He opened the door.,2,"[""('He', 'PRP')"", ""('opened', 'VBD')"", ""('the', 'DT')"", ""('door', 'NN')"", ""('.', '.')""]","[""('opened', 'VBD')"", ""('He', 'PRP')"", ""('the', 'DT')""]"
249,249,HIND6900146,The door is opened by him.,2,"[""('The', 'DT')"", ""('door', 'NN')"", ""('is', 'VBZ')"", ""('opened', 'VBN')"", ""('by', 'IN')"", ""('him', 'PRP')"", ""('.', '.')""]",[]
250,250,HIND6900146,The door is open by him.,2,"[""('The', 'DT')"", ""('door', 'NN')"", ""('is', 'VBZ')"", ""('open', 'JJ')"", ""('by', 'IN')"", ""('him', 'PRP')"", ""('.', '.')""]","[""('open', 'JJ')""]"
251,251,HIND6900146,The door is opens by him.,2,"[""('The', 'DT')"", ""('door', 'NN')"", ""('is', 'VBZ')"", ""('opens', 'VBN')"", ""('by', 'IN')"", ""('him', 'PRP')"", ""('.', '.')""]","[""('opens', 'VBN')""]"
252,252,HIND6901365,I drew a picture.,4,"[""('I', 'PRP')"", ""('drew', 'VBD')"", ""('a', 'DT')"", ""('picture', 'NN')"", ""('.', '.')""]","[""('I', 'PRP')"", ""('a', 'DT')"", ""('drew', 'VBD')""]"
253,253,HIND6901365,A picture is draw by I.,4,"[""('A', 'DT')"", ""('picture', 'NN')"", ""('is', 'VBZ')"", ""('draw', 'VBN')"", ""('by', 'IN')"", ""('I', 'PRP')"", ""('.', '.')""]","[""('I', 'PRP')"", ""('draw', 'VBN')""]"
254,254,HIND6901365,A picture is drawn by I.,4,"[""('A', 'DT')"", ""('picture', 'NN')"", ""('is', 'VBZ')"", ""('drawn', 'VBN')"", ""('by', 'IN')"", ""('I', 'PRP')"", ""('.', '.')""]","[""('I', 'PRP')""]"
255,255,HIND6901365,A picture is drawn by me.,4,"[""('A', 'DT')"", ""('picture', 'NN')"", ""('is', 'VBZ')"", ""('drawn', 'VBN')"", ""('by', 'IN')"", ""('me', 'PRP')"", ""('.', '.')""]",[]
256,256,HIND6902717,They are not helped by you.,2,"[""('They', 'PRP')"", ""('are', 'VBP')"", ""('not', 'RB')"", ""('helped', 'VBN')"", ""('by', 'IN')"", ""('you', 'PRP')"", ""('.', '.')""]","[""('They', 'PRP')"", ""('you', 'PRP')""]"
257,257,HIND6902717,You are not helped by them.,2,"[""('You', 'PRP')"", ""('are', 'VBP')"", ""('not', 'RB')"", ""('helped', 'VBN')"", ""('by', 'IN')"", ""('them', 'PRP')"", ""('.', '.')""]",[]
258,258,HIND6902717,You are not help by them.,2,"[""('You', 'PRP')"", ""('are', 'VBP')"", ""('not', 'RB')"", ""('help', 'VBN')"", ""('by', 'IN')"", ""('them', 'PRP')"", ""('.', '.')""]","[""('help', 'VBN')""]"
259,259,HIND6902717,You are not helped by they.,2,"[""('You', 'PRP')"", ""('are', 'VBP')"", ""('not', 'RB')"", ""('helped', 'VBN')"", ""('by', 'IN')"", ""('they', 'PRP')"", ""('.', '.')""]","[""('they', 'PRP')""]"
260,260,HIND6903946,The gardener is watered by the plants.,3,"[""('The', 'DT')"", ""('gardener', 'NN')"", ""('is', 'VBZ')"", ""('watered', 'VBN')"", ""('by', 'IN')"", ""('the', 'DT')"", ""('plants', 'NNS')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
261,261,HIND6903946,The gardener watered the plants.,3,"[""('The', 'DT')"", ""('gardener', 'NN')"", ""('watered', 'VBD')"", ""('the', 'DT')"", ""('plants', 'NNS')"", ""('.', '.')""]","[""('watered', 'VBD')""]"
262,262,HIND6903946,The plants are watered by the gardener.,3,"[""('The', 'DT')"", ""('plants', 'NNS')"", ""('are', 'VBP')"", ""('watered', 'VBN')"", ""('by', 'IN')"", ""('the', 'DT')"", ""('gardener', 'NN')"", ""('.', '.')""]",[]
263,263,HIND6903946,The plants are water by the gardener.,3,"[""('The', 'DT')"", ""('plants', 'NNS')"", ""('are', 'VBP')"", ""('water', 'NN')"", ""('by', 'IN')"", ""('the', 'DT')"", ""('gardener', 'NN')"", ""('.', '.')""]","[""('water', 'NN')""]"
264,264,HIND6905918,This article is readed by many people.,2,"[""('This', 'DT')"", ""('article', 'NN')"", ""('is', 'VBZ')"", ""('readed', 'VBN')"", ""('by', 'IN')"", ""('many', 'JJ')"", ""('people', 'NNS')"", ""('.', '.')""]","[""('readed', 'VBN')""]"
265,265,HIND6905918,This article is read by many people.,2,"[""('This', 'DT')"", ""('article', 'NN')"", ""('is', 'VBZ')"", ""('read', 'VBN')"", ""('by', 'IN')"", ""('many', 'JJ')"", ""('people', 'NNS')"", ""('.', '.')""]",[]
266,266,HIND6905918,This article is readen by many people.,2,"[""('This', 'DT')"", ""('article', 'NN')"", ""('is', 'VBZ')"", ""('readen', 'VBN')"", ""('by', 'IN')"", ""('many', 'JJ')"", ""('people', 'NNS')"", ""('.', '.')""]","[""('readen', 'VBN')""]"
267,267,HIND6905918,Many people are read by the article.,2,"[""('Many', 'JJ')"", ""('people', 'NNS')"", ""('are', 'VBP')"", ""('read', 'VBN')"", ""('by', 'IN')"", ""('the', 'DT')"", ""('article', 'NN')"", ""('.', '.')""]","[""('are', 'VBP')"", ""('the', 'DT')"", ""('Many', 'JJ')""]"
268,268,HIND6907228,The car was repaired.,2,"[""('The', 'DT')"", ""('car', 'NN')"", ""('was', 'VBD')"", ""('repaired', 'VBN')"", ""('.', '.')""]",[]
269,269,HIND6907228,The car was repaired by Sachin.,2,"[""('The', 'DT')"", ""('car', 'NN')"", ""('was', 'VBD')"", ""('repaired', 'VBN')"", ""('by', 'IN')"", ""('Sachin', 'NNP')"", ""('.', '.')""]",[]
270,270,HIND6907228,The car is repair by Sachin.,2,"[""('The', 'DT')"", ""('car', 'NN')"", ""('is', 'VBZ')"", ""('repair', 'VBN')"", ""('by', 'IN')"", ""('Sachin', 'NNP')"", ""('.', '.')""]","[""('is', 'VBZ')"", ""('repair', 'VBN')""]"
271,271,HIND6907228,The car was repair by Sachin.,2,"[""('The', 'DT')"", ""('car', 'NN')"", ""('was', 'VBD')"", ""('repair', 'VBN')"", ""('by', 'IN')"", ""('Sachin', 'NNP')"", ""('.', '.')""]","[""('repair', 'VBN')""]"
272,272,HIND6908823,Everybody loved chocolate.,3,"[""('Everybody', 'NN')"", ""('loved', 'VBD')"", ""('chocolate', 'NN')"", ""('.', '.')""]","[""('Everybody', 'NN')"", ""('loved', 'VBD')"", ""('chocolate', 'NN')""]"
273,273,HIND6908823,Chocolate is loves by everybody.,3,"[""('Chocolate', 'NNP')"", ""('is', 'VBZ')"", ""('loves', 'VBN')"", ""('by', 'IN')"", ""('everybody', 'NN')"", ""('.', '.')""]","[""('loves', 'VBN')""]"
274,274,HIND6908823,Chocolate is loved by everybody.,3,"[""('Chocolate', 'NNP')"", ""('is', 'VBZ')"", ""('loved', 'VBN')"", ""('by', 'IN')"", ""('everybody', 'NN')"", ""('.', '.')""]",[]
275,275,HIND6908823,Chocolate is love by everybody,3,"[""('Chocolate', 'NNP')"", ""('is', 'VBZ')"", ""('love', 'VBN')"", ""('by', 'IN')"", ""('everybody', 'NN')""]","[""('love', 'VBN')""]"
276,276,HIND6911401,The kids are never understood by Neha.,1,"[""('The', 'DT')"", ""('kids', 'NNS')"", ""('are', 'VBP')"", ""('never', 'RB')"", ""('understood', 'VBN')"", ""('by', 'IN')"", ""('Neha', 'NNP')"", ""('.', '.')""]",[]
277,277,HIND6911401,The kids are never understood.,1,"[""('The', 'DT')"", ""('kids', 'NNS')"", ""('are', 'VBP')"", ""('never', 'RB')"", ""('understood', 'VBN')"", ""('.', '.')""]",[]
278,278,HIND6911401,The kids are never understand by Neha.,1,"[""('The', 'DT')"", ""('kids', 'NNS')"", ""('are', 'VBP')"", ""('never', 'RB')"", ""('understand', 'VBN')"", ""('by', 'IN')"", ""('Neha', 'NNP')"", ""('.', '.')""]","[""('understand', 'VBN')""]"
279,279,HIND6911401,The kids is never understood by Neha.,1,"[""('The', 'DT')"", ""('kids', 'NNS')"", ""('is', 'VBZ')"", ""('never', 'RB')"", ""('understood', 'VBN')"", ""('by', 'IN')"", ""('Neha', 'NNP')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
280,280,HIND6912834,Candies are always eaten by kids.,1,"[""('Candies', 'NNS')"", ""('are', 'VBP')"", ""('always', 'RB')"", ""('eaten', 'VBN')"", ""('by', 'IN')"", ""('kids', 'NNS')"", ""('.', '.')""]",[]
281,281,HIND6912834,Candies are always eat by kids.,1,"[""('Candies', 'NNS')"", ""('are', 'VBP')"", ""('always', 'RB')"", ""('eat', 'VBN')"", ""('by', 'IN')"", ""('kids', 'NNS')"", ""('.', '.')""]","[""('eat', 'VBN')""]"
282,282,HIND6912834,Candies is always eaten by kids.,1,"[""('Candies', 'NNS')"", ""('is', 'VBZ')"", ""('always', 'RB')"", ""('eaten', 'VBN')"", ""('by', 'IN')"", ""('kids', 'NNS')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
283,283,HIND6912834,Kids eat candies always.,1,"[""('Kids', 'NNP')"", ""('eat', 'NN')"", ""('candies', 'NNS')"", ""('always', 'RB')"", ""('.', '.')""]","[""('eat', 'NN')"", ""('candies', 'NNS')"", ""('Kids', 'NNP')""]"
284,284,HIND6915057,Blue shoes are worn.,1,"[""('Blue', 'NNP')"", ""('shoes', 'NNS')"", ""('are', 'VBP')"", ""('worn', 'JJ')"", ""('.', '.')""]",[]
285,285,HIND6915057,Blue shoes are worn by Rahul.,1,"[""('Blue', 'NNP')"", ""('shoes', 'NNS')"", ""('are', 'VBP')"", ""('worn', 'VBN')"", ""('by', 'IN')"", ""('Rahul', 'NNP')"", ""('.', '.')""]","[""('Rahul', 'NNP')"", ""('by', 'IN')"", ""('worn', 'VBN')""]"
286,286,HIND6915057,Blue shoes is wear by Rahul.,1,"[""('Blue', 'NNP')"", ""('shoes', 'NNS')"", ""('is', 'VBZ')"", ""('wear', 'JJ')"", ""('by', 'IN')"", ""('Rahul', 'NNP')"", ""('.', '.')""]","[""('Rahul', 'NNP')"", ""('by', 'IN')"", ""('wear', 'JJ')"", ""('is', 'VBZ')""]"
287,287,HIND6915057,Rahul wore blue shoes.,1,"[""('Rahul', 'NNP')"", ""('wore', 'VBD')"", ""('blue', 'JJ')"", ""('shoes', 'NNS')"", ""('.', '.')""]","[""('blue', 'JJ')"", ""('Rahul', 'NNP')"", ""('wore', 'VBD')""]"
288,288,HIND6918754,The letter was not write by you.,1,"[""('The', 'DT')"", ""('letter', 'NN')"", ""('was', 'VBD')"", ""('not', 'RB')"", ""('write', 'JJ')"", ""('by', 'IN')"", ""('you', 'PRP')"", ""('.', '.')""]",[]
289,289,HIND6918754,You didn't wrote the letter.,1,"[""('You', 'PRP')"", ""('did', 'VBD')"", '(""n\'t"", \'RB\')', ""('wrote', 'VBD')"", ""('the', 'DT')"", ""('letter', 'NN')"", ""('.', '.')""]","[""('the', 'DT')"", ""('You', 'PRP')"", ""('wrote', 'VBD')"", '(""n\'t"", \'RB\')', ""('did', 'VBD')""]"
290,290,HIND6918754,The letter was not written by you.,1,"[""('The', 'DT')"", ""('letter', 'NN')"", ""('was', 'VBD')"", ""('not', 'RB')"", ""('written', 'VBN')"", ""('by', 'IN')"", ""('you', 'PRP')"", ""('.', '.')""]","[""('written', 'VBN')""]"
291,291,HIND6918754,The letter was not written.,1,"[""('The', 'DT')"", ""('letter', 'NN')"", ""('was', 'VBD')"", ""('not', 'RB')"", ""('written', 'VBN')"", ""('.', '.')""]","[""('written', 'VBN')""]"
292,292,HIND6920692,The grass was cut by Pooja.,1,"[""('The', 'DT')"", ""('grass', 'NN')"", ""('was', 'VBD')"", ""('cut', 'VBN')"", ""('by', 'IN')"", ""('Pooja', 'NNP')"", ""('.', '.')""]",[]
293,293,HIND6920692,The grass is cut by Pooja.,1,"[""('The', 'DT')"", ""('grass', 'NN')"", ""('is', 'VBZ')"", ""('cut', 'VBN')"", ""('by', 'IN')"", ""('Pooja', 'NNP')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
294,294,HIND6920692,The grass is cut.,1,"[""('The', 'DT')"", ""('grass', 'NN')"", ""('is', 'VBZ')"", ""('cut', 'VBN')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
295,295,HIND6920692,The grass are cut.,1,"[""('The', 'DT')"", ""('grass', 'NN')"", ""('are', 'VBP')"", ""('cut', 'VBN')"", ""('.', '.')""]","[""('are', 'VBP')""]"
296,296,HIND6928501,The work was finished by 5 PM.,1,"[""('The', 'DT')"", ""('work', 'NN')"", ""('was', 'VBD')"", ""('finished', 'VBN')"", ""('by', 'IN')"", ""('5', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]",[]
297,297,HIND6928501,The work will be finish by 5:00 pm.,1,"[""('The', 'DT')"", ""('work', 'NN')"", ""('will', 'MD')"", ""('be', 'VB')"", ""('finish', 'JJ')"", ""('by', 'IN')"", ""('5:00', 'CD')"", ""('pm', 'NN')"", ""('.', '.')""]","[""('pm', 'NN')"", ""('finish', 'JJ')"", ""('be', 'VB')"", ""('5:00', 'CD')"", ""('will', 'MD')""]"
298,298,HIND6928501,The work finished by 5:00 pm,1,"[""('The', 'DT')"", ""('work', 'NN')"", ""('finished', 'VBN')"", ""('by', 'IN')"", ""('5:00', 'CD')"", ""('pm', 'NN')""]","[""('5:00', 'CD')"", ""('pm', 'NN')""]"
299,299,HIND6928501,The work will be finished by 5:00 pm.,1,"[""('The', 'DT')"", ""('work', 'NN')"", ""('will', 'MD')"", ""('be', 'VB')"", ""('finished', 'VBN')"", ""('by', 'IN')"", ""('5:00', 'CD')"", ""('pm', 'NN')"", ""('.', '.')""]","[""('be', 'VB')"", ""('5:00', 'CD')"", ""('will', 'MD')"", ""('pm', 'NN')""]"
300,300,HIND6930458,The newspaper was deliver this morning.,1,"[""('The', 'DT')"", ""('newspaper', 'NN')"", ""('was', 'VBD')"", ""('deliver', 'RB')"", ""('this', 'DT')"", ""('morning', 'NN')"", ""('.', '.')""]",[]
301,301,HIND6930458,The newspaper is delivered this morning.,1,"[""('The', 'DT')"", ""('newspaper', 'NN')"", ""('is', 'VBZ')"", ""('delivered', 'VBN')"", ""('this', 'DT')"", ""('morning', 'NN')"", ""('.', '.')""]","[""('delivered', 'VBN')"", ""('is', 'VBZ')""]"
302,302,HIND6930458,The newspaper were delivered this morning.,1,"[""('The', 'DT')"", ""('newspaper', 'NN')"", ""('were', 'VBD')"", ""('delivered', 'VBN')"", ""('this', 'DT')"", ""('morning', 'NN')"", ""('.', '.')""]","[""('were', 'VBD')"", ""('delivered', 'VBN')""]"
303,303,HIND6930458,The newspaper was delivered this morning.,1,"[""('The', 'DT')"", ""('newspaper', 'NN')"", ""('was', 'VBD')"", ""('delivered', 'VBN')"", ""('this', 'DT')"", ""('morning', 'NN')"", ""('.', '.')""]","[""('delivered', 'VBN')""]"
304,304,HIND6931806,Loud music are being played.,1,"[""('Loud', 'JJ')"", ""('music', 'NN')"", ""('are', 'VBP')"", ""('being', 'VBG')"", ""('played', 'VBN')"", ""('.', '.')""]",[]
305,305,HIND6931806,Loud music is being plays.,1,"[""('Loud', 'JJ')"", ""('music', 'NN')"", ""('is', 'VBZ')"", ""('being', 'VBG')"", ""('plays', 'NNS')"", ""('.', '.')""]","[""('plays', 'NNS')"", ""('is', 'VBZ')""]"
306,306,HIND6931806,Loud music is being played,1,"[""('Loud', 'JJ')"", ""('music', 'NN')"", ""('is', 'VBZ')"", ""('being', 'VBG')"", ""('played', 'VBN')""]","[""('is', 'VBZ')""]"
307,307,HIND6931806,Loud music is being play.,1,"[""('Loud', 'JJ')"", ""('music', 'NN')"", ""('is', 'VBZ')"", ""('being', 'VBG')"", ""('play', 'NN')"", ""('.', '.')""]","[""('play', 'NN')"", ""('is', 'VBZ')""]"
308,308,HIND6934613,The pots were painted.,1,"[""('The', 'DT')"", ""('pots', 'NNS')"", ""('were', 'VBD')"", ""('painted', 'VBN')"", ""('.', '.')""]",[]
309,309,HIND6934613,Neha paints the pots.,1,"[""('Neha', 'NNP')"", ""('paints', 'VBZ')"", ""('the', 'DT')"", ""('pots', 'NNS')"", ""('.', '.')""]","[""('the', 'DT')"", ""('Neha', 'NNP')"", ""('paints', 'VBZ')""]"
310,310,HIND6934613,The pots were painted by Neha.,1,"[""('The', 'DT')"", ""('pots', 'NNS')"", ""('were', 'VBD')"", ""('painted', 'VBN')"", ""('by', 'IN')"", ""('Neha', 'NNP')"", ""('.', '.')""]","[""('by', 'IN')"", ""('Neha', 'NNP')""]"
311,311,HIND6934613,The pots are painted by Neha.,1,"[""('The', 'DT')"", ""('pots', 'NNS')"", ""('are', 'VBP')"", ""('painted', 'VBN')"", ""('by', 'IN')"", ""('Neha', 'NNP')"", ""('.', '.')""]","[""('are', 'VBP')"", ""('by', 'IN')"", ""('Neha', 'NNP')""]"
312,312,HIND6935927,Records were replace by CDs in the 1980s.,1,"[""('Records', 'NNS')"", ""('were', 'VBD')"", ""('replace', 'VB')"", ""('by', 'IN')"", ""('CDs', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('1980s', 'CD')"", ""('.', '.')""]",[]
313,313,HIND6935927,Records were replaced CDs in the 1980s.,1,"[""('Records', 'NNS')"", ""('were', 'VBD')"", ""('replaced', 'VBN')"", ""('CDs', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('1980s', 'CD')"", ""('.', '.')""]","[""('replaced', 'VBN')""]"
314,314,HIND6935927,Records were replaced by CDs in the 1980s.,1,"[""('Records', 'NNS')"", ""('were', 'VBD')"", ""('replaced', 'VBN')"", ""('by', 'IN')"", ""('CDs', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('1980s', 'CD')"", ""('.', '.')""]","[""('replaced', 'VBN')""]"
315,315,HIND6935927,Records are replaced CDs in the 1980s.,1,"[""('Records', 'NNS')"", ""('are', 'VBP')"", ""('replaced', 'VBN')"", ""('CDs', 'NNS')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('1980s', 'CD')"", ""('.', '.')""]","[""('replaced', 'VBN')"", ""('are', 'VBP')""]"
316,316,HIND6954481,"I have got a few coffee left, would you like some?",1,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('got', 'VBN')"", ""('a', 'DT')"", ""('few', 'JJ')"", ""('coffee', 'NN')"", ""('left', 'VBD')"", ""(',', ',')"", ""('would', 'MD')"", ""('you', 'PRP')"", ""('like', 'VB')"", ""('some', 'DT')"", ""('?', '.')""]",[]
317,317,HIND6954481,"I have got few coffee left, would you like some?",1,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('got', 'VBN')"", ""('few', 'JJ')"", ""('coffee', 'NN')"", ""('left', 'VBD')"", ""(',', ',')"", ""('would', 'MD')"", ""('you', 'PRP')"", ""('like', 'VB')"", ""('some', 'DT')"", ""('?', '.')""]",[]
318,318,HIND6954481,"I have got a little coffee left, would you like some?",1,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('got', 'VBN')"", ""('a', 'DT')"", ""('little', 'JJ')"", ""('coffee', 'NN')"", ""('left', 'VBD')"", ""(',', ',')"", ""('would', 'MD')"", ""('you', 'PRP')"", ""('like', 'VB')"", ""('some', 'DT')"", ""('?', '.')""]","[""('little', 'JJ')""]"
319,319,HIND6954481,"I have got many coffee left, would you like some?",1,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('got', 'VBN')"", ""('many', 'JJ')"", ""('coffee', 'NN')"", ""('left', 'VBD')"", ""(',', ',')"", ""('would', 'MD')"", ""('you', 'PRP')"", ""('like', 'VB')"", ""('some', 'DT')"", ""('?', '.')""]","[""('many', 'JJ')""]"
320,320,HIND6959084,Only few students are really motivated.,1,"[""('Only', 'RB')"", ""('few', 'JJ')"", ""('students', 'NNS')"", ""('are', 'VBP')"", ""('really', 'RB')"", ""('motivated', 'VBN')"", ""('.', '.')""]",[]
321,321,HIND6959084,Little students are really motivated.,1,"[""('Little', 'JJ')"", ""('students', 'NNS')"", ""('are', 'VBP')"", ""('really', 'RB')"", ""('motivated', 'VBN')"", ""('.', '.')""]","[""('Little', 'JJ')""]"
322,322,HIND6959084,Much students are really motivated.,1,"[""('Much', 'JJ')"", ""('students', 'NNS')"", ""('are', 'VBP')"", ""('really', 'RB')"", ""('motivated', 'VBN')"", ""('.', '.')""]","[""('Much', 'JJ')""]"
323,323,HIND6959084,A little students are really motivated.,1,"[""('A', 'DT')"", ""('little', 'JJ')"", ""('students', 'NNS')"", ""('are', 'VBP')"", ""('really', 'RB')"", ""('motivated', 'VBN')"", ""('.', '.')""]","[""('A', 'DT')"", ""('little', 'JJ')""]"
324,324,HIND6976026,"We have got a few petrol, but not much.",1,"[""('We', 'PRP')"", ""('have', 'VBP')"", ""('got', 'VBN')"", ""('a', 'DT')"", ""('few', 'JJ')"", ""('petrol', 'NN')"", ""(',', ',')"", ""('but', 'CC')"", ""('not', 'RB')"", ""('much', 'RB')"", ""('.', '.')""]",[]
325,325,HIND6976026,"We have got a lot of petrol, but not much.",1,"[""('We', 'PRP')"", ""('have', 'VBP')"", ""('got', 'VBN')"", ""('a', 'DT')"", ""('lot', 'NN')"", ""('of', 'IN')"", ""('petrol', 'NN')"", ""(',', ',')"", ""('but', 'CC')"", ""('not', 'RB')"", ""('much', 'RB')"", ""('.', '.')""]","[""('of', 'IN')"", ""('lot', 'NN')""]"
326,326,HIND6976026,"We have got a little petrol, but not much.",1,"[""('We', 'PRP')"", ""('have', 'VBP')"", ""('got', 'VBN')"", ""('a', 'DT')"", ""('little', 'JJ')"", ""('petrol', 'NN')"", ""(',', ',')"", ""('but', 'CC')"", ""('not', 'RB')"", ""('much', 'RB')"", ""('.', '.')""]","[""('little', 'JJ')""]"
327,327,HIND6976026,"We have got too many petrol, but not much.",1,"[""('We', 'PRP')"", ""('have', 'VBP')"", ""('got', 'VBN')"", ""('too', 'RB')"", ""('many', 'JJ')"", ""('petrol', 'NN')"", ""(',', ',')"", ""('but', 'CC')"", ""('not', 'RB')"", ""('much', 'RB')"", ""('.', '.')""]","[""('too', 'RB')"", ""('many', 'JJ')""]"
328,328,HIND6978223,"I have got a few stamps, but not too many.",1,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('got', 'VBN')"", ""('a', 'DT')"", ""('few', 'JJ')"", ""('stamps', 'NNS')"", ""(',', ',')"", ""('but', 'CC')"", ""('not', 'RB')"", ""('too', 'RB')"", ""('many', 'JJ')"", ""('.', '.')""]",[]
329,329,HIND6978223,"I have a lot of stamps, but not too many.",1,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('lot', 'NN')"", ""('of', 'IN')"", ""('stamps', 'NNS')"", ""(',', ',')"", ""('but', 'CC')"", ""('not', 'RB')"", ""('too', 'RB')"", ""('many', 'JJ')"", ""('.', '.')""]","[""('of', 'IN')"", ""('lot', 'NN')""]"
330,330,HIND6978223,"I have got a little stamps, but not too many.",1,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('got', 'VBN')"", ""('a', 'DT')"", ""('little', 'JJ')"", ""('stamps', 'JJ')"", ""(',', ',')"", ""('but', 'CC')"", ""('not', 'RB')"", ""('too', 'RB')"", ""('many', 'JJ')"", ""('.', '.')""]","[""('stamps', 'JJ')"", ""('little', 'JJ')""]"
331,331,HIND6978223,"I have got too much stamps, but not too many.",1,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('got', 'VBN')"", ""('too', 'RB')"", ""('much', 'JJ')"", ""('stamps', 'NNS')"", ""(',', ',')"", ""('but', 'CC')"", ""('not', 'RB')"", ""('too', 'RB')"", ""('many', 'JJ')"", ""('.', '.')""]","[""('much', 'JJ')""]"
332,332,HIND6995719,"I can't wait for them, I haven't got a few time.",1,"[""('I', 'PRP')"", ""('ca', 'MD')"", '(""n\'t"", \'RB\')', ""('wait', 'VB')"", ""('for', 'IN')"", ""('them', 'PRP')"", ""(',', ',')"", ""('I', 'PRP')"", ""('have', 'VBP')"", '(""n\'t"", \'RB\')', ""('got', 'VBD')"", ""('a', 'DT')"", ""('few', 'JJ')"", ""('time', 'NN')"", ""('.', '.')""]",[]
333,333,HIND6995719,"I can't wait for them, I haven't got enough time.",1,"[""('I', 'PRP')"", ""('ca', 'MD')"", '(""n\'t"", \'RB\')', ""('wait', 'VB')"", ""('for', 'IN')"", ""('them', 'PRP')"", ""(',', ',')"", ""('I', 'PRP')"", ""('have', 'VBP')"", '(""n\'t"", \'RB\')', ""('got', 'VBN')"", ""('enough', 'JJ')"", ""('time', 'NN')"", ""('.', '.')""]","[""('got', 'VBN')"", ""('enough', 'JJ')""]"
