Slide ID,Options,Correct ID
HIND3883419,My fingers are very short.,1
HIND3883419,My hair is very long.,1
HIND3883419,My hair is very short.,1
HIND3885945,I have two hands.,1
HIND3885945,I has two hands.,1
HIND3885945,I have two legs.,1
HIND3885945,I have two hand.,1
HIND3887586,Cheek,2
HIND3887586,Face,2
HIND3887586,Eye,2
HIND3887586,Hand,2
HIND3889190,Jaw,2
HIND3889190,Teeth,2
HIND3889190,Gums,2
HIND3889190,Tooths,2
HIND3890457,Cheek,2
HIND3890457,Nose,2
HIND3890457,Eye,2
HIND3890457,Gums,2
HIND3893138,Nails,1
HIND3893138,Teeth,1
HIND3893138,Eyes,1
HIND3893138,Hair,1
HIND3894384,Don't bite your nails.,1
HIND3894384,Don't eat your nails.,1
HIND3894384,Don't cut your nails.,1
HIND3894384,Don't bite your fingers.,1
HIND3900529,Cheek,4
HIND3900529,Nose,4
HIND3900529,Chin,4
HIND3900529,Lips,4
HIND3901821,My nail are very long.,3
HIND3901821,My hair is very long.,3
HIND3901821,My nails are very long.,3
HIND3901821,My nails are very short.,3
HIND3903068,I have white teeth.,1
HIND3903068,I have black teeth.,1
HIND3903068,I have white tooths.,1
HIND3903068,I don't have teeth.,1
HIND3904626,Her lips are reds.,3
HIND3904626,Her red lips.,3
HIND3904626,Her lips are red.,3
HIND3904626,Her lip are red.,3
HIND3905861,Leg,4
HIND3905861,Foot,4
HIND3905861,Hand,4
HIND3905861,Knee,4
HIND3907096,My legs are very strong.,4
HIND3907096,My feet are very strong.,4
HIND3907096,My hands are very strong.,4
HIND3907096,My knees are very strong.,4
HIND3910638,Leg,3
HIND3910638,Foot,3
HIND3910638,Shoulder,3
HIND3910638,Knee,3
HIND3912375,I have strong legs.,4
HIND3912375,I have strong knees.,4
HIND3912375,I have a strong sholuders.,4
HIND3912375,I have strong shoulders.,4
HIND3916553,I has two brothers.,4
HIND3916553,I am have two brothers.,4
HIND3916553,I am having two brothers.,4
HIND3916553,I have two brothers.,4
HIND3917772,She has two brothers.,1
HIND3917772,She is has two brothers.,1
HIND3917772,She is having two brothers.,1
HIND3917772,She have two brothers.,1
HIND3919002,They have two sons.,1
HIND3919002,They are have two sons.,1
HIND3919002,They are having two sons.,1
HIND3919002,They has two sons.,1
HIND3920224,He has two daughters,1
HIND3920224,He is two daughters,1
HIND3920224,He is having two daughters,1
HIND3920224,He have two daughters,1
HIND3925452,I has a lot of work.,3
HIND3925452,I am have a lot of work.,3
HIND3925452,I have a lot of work.,3
HIND3925452,I is have a lot of work.,3
HIND3935492,Does she have a younger sister?,1
HIND3935492,Do she has a younger sister?,1
HIND3935492,Does she has a younger sister?,1
HIND3935492,Do she have a younger sister?,1
HIND3936702,Do they has a car?,3
HIND3936702,Does they have a car?,3
HIND3936702,Do they have a car?,3
HIND3936702,Do their have a car?,3
HIND3964112,I don't has two brothers.,4
HIND3964112,I am don't have two brothers.,4
HIND3964112,I not having two brothers.,4
HIND3964112,I don't have two brothers.,4
HIND3965361,She doesn't have a boy friend.,1
HIND3965361,She is don't have a boy friend.,1
HIND3965361,She not having a boy friend.,1
HIND3965361,She don't have a boy friend.,1
HIND3966621,They don't have two sons.,1
HIND3966621,They are don't have two sons.,1
HIND3966621,They are don't having two sons.,1
HIND3966621,They don't has two sons.,1
HIND3967836,He doesn't have two daughters.,1
HIND3967836,He is not two daughters.,1
HIND3967836,He doesn't has two daughters.,1
HIND3967836,He don't has two daughters.,1
HIND3974617,I don't has work.,3
HIND3974617,I am not have work.,3
HIND3974617,I don't have work.,3
HIND3974617,I doesn't have work.,3
HIND3975829,I don't has change.,3
HIND3975829,I am not have change.,3
HIND3975829,I don't have change.,3
HIND3975829,I doesn't have change.,3
HIND3989350,My favorite color is yellow.,1
HIND3989350,My favorite colors is yellow.,1
HIND3989350,Mine favorite color is yellow.,1
HIND3989350,My favorite color are yellow.,1
HIND3994861,A red bag,4
HIND3994861,An yellow bag,4
HIND3994861,A green bag,4
HIND3994861,A yellow bag,4
HIND4001497,A black shoe.,2
HIND4001497,A red shoe.,2
HIND4001497,A yellow shoe.,2
HIND4001497,A blue shoe.,2
HIND4002713,A blue shoe,1
HIND4002713,A green shoe,1
HIND4002713,A black shoe,1
HIND4002713,A red shoe,1
HIND4006056,Two green shoes.,1
HIND4006056,Two greens shoes.,1
HIND4006056,Two shoes greens.,1
HIND4006056,Three green shoes,1
HIND4013296,A red shoe.,2
HIND4013296,A brown shoe.,2
HIND4013296,A yellow shoe.,2
HIND4013296,A green shoe.,2
HIND4014511,A brown bag.,1
HIND4014511,A red bag.,1
HIND4014511,A yellow bag.,1
HIND4014511,A green bag.,1
HIND4024937,A white bag.,1
HIND4024937,A red bag.,1
HIND4024937,A yellow bag.,1
HIND4024937,A green bag.,1
HIND4030948,It is a white bag.,1
HIND4030948,It is a red bag.,1
HIND4030948,It is a yellow bag.,1
HIND4030948,It is a green bag.,1
HIND4044514,These are my pants.,2
HIND4044514,These are my shoes.,2
HIND4044514,These are my socks.,2
HIND4044514,This is my bag.,2
HIND4058175,This pants fit me well.,4
HIND4058175,These pant fit me well.,4
HIND4058175,These pants are fit me well.,4
HIND4058175,These pants fit me well.,4
HIND4078990,This house have 4 rooms.,3
HIND4078990,This house has 4 room.,3
HIND4078990,This house has 4 rooms.,3
HIND4078990,This house having 4 rooms.,3
HIND4098403,I shower in the bathroom.,3
HIND4098403,I sleep in my room.,3
HIND4098403,I cook in the kitchen.,3
HIND4098403,I watch TV in the living room.,3
HIND4100612,I eat in the dining room.,1
HIND4100612,I sleep in my room.,1
HIND4100612,I cook in the kitchen.,1
HIND4100612,I watch TV in the living room.,1
HIND4101932,I watch TV with the living room.,4
HIND4101932,I watch TV on the living room.,4
HIND4101932,I watch TV at the living room.,4
HIND4101932,I watch TV in the living room.,4
HIND4104755,Where is the kitchen?,4
HIND4104755,Where is the dining room?,4
HIND4104755,Where is the garden?,4
HIND4104755,Where is the bathroom?,4
HIND4107186,How much bathrooms does this house have?,3
HIND4107186,How many bathroom does this house have?,3
HIND4107186,How many bathrooms does this house have?,3
HIND4107186,How many bathrooms do this house have?,3
HIND4108509,There is 2 bathrooms in this house.,2
HIND4108509,There are 2 bathrooms in this house.,2
HIND4108509,There are 2 kitchens in this house.,2
HIND4108509,There are 2 bathrooms in house.,2
HIND4111084,There are 1 kitchen in this house.,3
HIND4111084,There is 1 bathroom in this house.,3
HIND4111084,There is 1 kitchen in this house.,3
HIND4111084,There are 2 bathrooms in this house.,3
HIND4114821,Window,2
HIND4114821,Door,2
HIND4114821,Chair,2
HIND4114821,Table,2
HIND4116040,Window,1
HIND4116040,Door,1
HIND4116040,Chair,1
HIND4116040,Table,1
HIND4126793,Chair,1
HIND4126793,Table,1
HIND4126793,Window,1
HIND4126793,Door,1
HIND4128223,chair,2
HIND4128223,bed,2
HIND4128223,table,2
HIND4128223,door,2
HIND4130029,My books are on the table.,1
HIND4130029,My books are on the chair.,1
HIND4130029,My books are on the bed.,1
HIND4130029,My books are in the kitchen.,1
HIND4131323,We sit on the table.,4
HIND4131323,We sit on the bed.,4
HIND4131323,We sit in the kitchen.,4
HIND4131323,We sit on the chair.,4
HIND4132636,I sleep on my table.,2
HIND4132636,I sleep on my bed.,2
HIND4132636,I sleep in my kitchen.,2
HIND4132636,I sleep on my chair.,2
HIND4139256,I live in Mumbai.,1
HIND4139256,I live on Mumbai.,1
HIND4139256,I live at Mumbai.,1
HIND4139256,I live under Mumbai.,1
HIND4143830,My books are on the table.,1
HIND4143830,My books are on the chair.,1
HIND4143830,My books are on the bed.,1
HIND4143830,My books are in the kitchen.,1
HIND4150065,She is in the bus stop.,3
HIND4150065,She is on the bus stop.,3
HIND4150065,She is at the bus stop.,3
HIND4150065,She is under the bus stop.,3
HIND4151269,I am in home,2
HIND4151269,I am at home,2
HIND4151269,I am on home,2
HIND4151269,I am under the home,2
HIND4155067,We sit on the table.,4
HIND4155067,We sit on the bed.,4
HIND4155067,We sit in the kitchen.,4
HIND4155067,We sit on the chair.,4
HIND4156408,She is sitting in the chair.,4
HIND4156408,She is sitting at the chair.,4
HIND4156408,She is sitting inside the chair.,4
HIND4156408,She is sitting on the chair.,4
HIND4158567,I sleep in my bed.,2
HIND4158567,I sleep on my bed.,2
HIND4158567,I sleep at my bed.,2
HIND4158567,I sleep on my chair.,2
HIND4165192,My books are on the table in the living room.,1
HIND4165192,My books are in the table in the living room.,1
HIND4165192,My books are in the table on the living room.,1
HIND4165192,My books are on the table on the living room.,1
HIND4166418,My grandfather likes to sit in the chair.,3
HIND4166418,My grandfather likes to sit at the chair.,3
HIND4166418,My grandfather likes to sit on the chair.,3
HIND4166418,My grandfather likes to sit on the table.,3
HIND4167629,My mother cooks in this kitchen.,1
HIND4167629,My mother cooks on this kitchen.,1
HIND4167629,My mother cooks this kitchen.,1
HIND4167629,My mother cooks at this kitchen.,1
HIND4168872,I am in the airport.,2
HIND4168872,I am at the airport.,2
HIND4168872,I am on the airport.,2
HIND4168872,I am under the airport.,2
HIND4170158,The book is in the floor.,2
HIND4170158,The book is on the floor.,2
HIND4170158,The book is at the floor.,2
HIND4170158,The book is under the floor.,2
HIND4173437,John is at his room.,3
HIND4173437,John is on his room.,3
HIND4173437,John is in his room.,3
HIND4173437,John is under his room.,3
HIND4175207,Is he in work?,3
HIND4175207,Is he on work?,3
HIND4175207,Is he at work?,3
HIND4175207,Are you at work?,3
HIND4183728,The cat is under the bed.,1
HIND4183728,The cat is on the bed.,1
HIND4183728,The cat is in the bed.,1
HIND4183728,The cat is at the bed.,1
HIND4184978,The clothes are in the floor.,2
HIND4184978,The clothes are on the floor.,2
HIND4184978,The clothes are at the floor.,2
HIND4184978,The clothes are behind the floor.,2
HIND4188665,The envelopes are on the drawer.,2
HIND4188665,The envelopes are in the drawer.,2
HIND4188665,The envelopes are at the drawer.,2
HIND4188665,The envelopes are under the drawer.,2
HIND4191139,Sarah's house is in front of the temple.,3
HIND4191139,Sarah's house is at the backside of the temple.,3
HIND4191139,Sarah's house is behind the temple.,3
HIND4191139,Sarah's house is under the temple.,3
HIND4195991,The temple is under my house.,3
HIND4195991,The temple is at my house.,3
HIND4195991,The temple is next to my house.,3
HIND4195991,The temple is in front of my house.,3
HIND4206189,Sarah her house is behind the temple.,3
HIND4206189,Sarah house is behind the temple.,3
HIND4206189,Sarah's house is behind the temple.,3
HIND4206189,Sarah's house is under the temple.,3
HIND4209182,John's sister is at the airport.,1
HIND4209182,John's sister's is at the airport.,1
HIND4209182,John sister's is at the airport.,1
HIND4209182,John his sister is at the airport.,1
HIND4210401,My mother bag's is on the table.,3
HIND4210401,My's mother bag is on the table.,3
HIND4210401,My mother's bag is on the table.,3
HIND4210401,My mother is bag is on the table.,3
HIND4211625,My friend sister's lives next to the airport.,3
HIND4211625,My's friend sister lives next to the airport.,3
HIND4211625,My friend's sister lives next to the airport.,3
HIND4211625,My friend is sister lives next to the airport.,3
HIND4214108,Mumbai's landmark is in Mumbai.,1
HIND4214108,Mumbai landmark's is in Mumbai.,1
HIND4214108,Mumbai is landmark is in Mumbai.,1
HIND4214108,Mumbai's landmark is at Mumbai.,1
HIND4222370,Is Sarah room's next to your room?,3
HIND4222370,Is Sarah room next to your's room?,3
HIND4222370,Is Sarah's room next to your room?,3
HIND4222370,Is Sarah is room next to your room?,3
HIND4224923,Sarah is cat is under my bed.,2
HIND4224923,Sarah's cat is under my bed.,2
HIND4224923,Sarah cat's is under my bed.,2
HIND4224923,Sarah's cat is on my bed.,2
HIND4228919,I live at Mumbai,3
HIND4228919,I live in the Mumbai,3
HIND4228919,I live in Mumbai,3
HIND4228919,I live in a Mumbai,3
HIND4233566,You live in Mumbai in Mumbai.,1
HIND4233566,You are living in Mumbai in Mumbai.,1
HIND4233566,You lives in Mumbai in Mumbai.,1
HIND4233566,You live in Mumbai in a Mumbai.,1
HIND4238540,He is lives near landmark.,4
HIND4238540,She lives near landmark.,4
HIND4238540,She is living near landmark.,4
HIND4238540,He lives near landmark.,4
HIND4248959,Where do you live?,1
HIND4248959,Where are you live?,1
HIND4248959,How do you live?,1
HIND4248959,Where from you live?,1
HIND4261722,Where do Mr. Khan live?,3
HIND4261722,Where is Mr. Khan live?,3
HIND4261722,Where does Mr. Khan live?,3
HIND4261722,Where does Mr. Khan lives?,3
HIND4272949,In India,1
HIND4272949,In China,1
HIND4272949,At a school,1
HIND4272949,At a bank,1
HIND4283659,I work at a school.,1
HIND4283659,I work at a restaurant.,1
HIND4283659,I work at a hospital.,1
HIND4283659,I work at a factory.,1
HIND4285649,I work at a Microsoft,3
HIND4285649,I work on a Microsoft.,3
HIND4285649,I work at Microsoft.,3
HIND4285649,I at Microsoft work.,3
HIND4295308,We work at a restaurant.,2
HIND4295308,You work at a restaurant.,2
HIND4295308,You do work at a restaurant.,2
HIND4295308,You at a restaurant work.,2
HIND4299114,He at a school works.,3
HIND4299114,She at a school works.,3
HIND4299114,She works at a school.,3
HIND4299114,She work at a school.,3
HIND4301122,He works.,1
HIND4301122,He work.,1
HIND4301122,You work.,1
HIND4301122,She work.,1
HIND4304780,My parents are work.,4
HIND4304780,My parents works.,4
HIND4304780,My parent works.,4
HIND4304780,My parents work.,4
HIND4309427,You work,4
HIND4309427,They work,4
HIND4309427,I work,4
HIND4309427,We work,4
HIND4326296,My cupboard is very big.,1
HIND4326296,My bed is very big.,1
HIND4326296,My side table is very big.,1
HIND4326296,My chandelier is very big.,1
HIND4331682,My room is big and airy.,1
HIND4331682,My room has big and airy.,1
HIND4331682,My room has big and air.,1
HIND4331682,My room are big and airy.,1
HIND-6724959,I go to the mall every day.,1
HIND-6724959,I go to the bus stop every day.,1
HIND-6724959,I go to the airport every day.,1
HIND-6724959,I go to the temple every day.,1
HIND-6723535,I go to the mall every day.,4
HIND-6723535,I go to the bus stop every day.,4
HIND-6723535,I go to the airport every day.,4
HIND-6723535,I go to the temple every day.,4
HIND-6719407,I go temple every day.,4
HIND-6719407,I to temple every day.,4
HIND-6719407,I goes to temple every day.,4
HIND-6719407,I go to the temple every day.,4
HIND-6718046,I watch movies on a movie theatre.,3
HIND-6718046,I watch movies from a movie theatre.,3
HIND-6718046,I watch movies at a movie theatre.,3
HIND-6718046,I watch movies to a movie theatre.,3
HIND-6715937,She lives next to the park.,1
HIND-6715937,She lives behind the park.,1
HIND-6715937,She lives in the park.,1
HIND-6715937,She lives next to the mall.,1
HIND-6714573,She is at the mall.,3
HIND-6714573,She is at the library.,3
HIND-6714573,She is at the airport.,3
HIND-6714573,She is at the bus stop.,3
HIND-6706380,Where is the temple?,1
HIND-6706380,Where is the mall?,1
HIND-6706380,Where are the temple?,1
HIND-6706380,At where is temple?,1
HIND-6704954,Where is the temple?,2
HIND-6704954,Where is the mall?,2
HIND-6704954,Where are the temple?,2
HIND-6704954,At where is temple?,2
HIND-6703593,Are there a mall next to your house?,2
HIND-6703593,Is there a mall next to your house?,2
HIND-6703593,Is here a mall next to your house?,2
HIND-6703593,Is there malls next to your house?,2
HIND-6699486,The mall is near my house.,2
HIND-6699486,The hospital is near my house.,2
HIND-6699486,The park is near my house.,2
HIND-6699486,The airport is near my house.,2
HIND-6696745,Is there a park near your house?,3
HIND-6696745,Is there a bank near to the your house?,3
HIND-6696745,Is there a bank near your house?,3
HIND-6696745,Is there a bank near my house?,3
HIND4401819,Office,2
HIND4401819,Neighborhood,2
HIND4401819,Park,2
HIND4401819,University,2
HIND4410815,New York is a beautiful city,2
HIND4410815,New York is a busy city,2
HIND4410815,New York is a fantastic city,2
HIND4410815,New York is a friendly city,2
HIND4418375,Beautiful,4
HIND4418375,Fantastic,4
HIND4418375,Quiet,4
HIND4418375,Busy,4
HIND4422583,A beautiful place.,4
HIND4422583,A fantastic place.,4
HIND4422583,A quiet place.,4
HIND4422583,A boring place.,4
HIND4429212,Paris is a beautiful city.,1
HIND4429212,Paris is a busy city.,1
HIND4429212,Paris is a quiet city.,1
HIND4429212,Paris is a boring city.,1
HIND4430791,London is fantastic.,1
HIND4430791,London is a fantastic.,1
HIND4430791,London is fantastic city.,1
HIND4430791,London has fantastic city.,1
HIND4437038,This is a quiet city.,4
HIND4437038,This is a beautiful city.,4
HIND4437038,This is a busy city.,4
HIND4437038,This is a noisy city.,4
HIND4442198,Mumbai has a noisy streets.,2
HIND4442198,Mumbai has noisy streets.,2
HIND4442198,Mumbai has quiet streets.,2
HIND4442198,Mumbai has noisy neighborhoods.,2
HIND4472108,Behind,2
HIND4472108,Across,2
HIND4472108,Under,2
HIND4472108,Near,2
HIND4492624,Is there any good restaurants in this city?,2
HIND4492624,Are there any good restaurants in this city?,2
HIND4492624,Are their any good restaurants in this city?,2
HIND4492624,Are they any good restaurants in this city?,2
HIND4495166,There is a great restaurant across from my house.,4
HIND4495166,There is a great mall next to my house.,4
HIND4495166,There is a great restaurant behind my house.,4
HIND4495166,There is a great restaurant next to my house.,4
HIND4496663,There are two great restaurants in my neighborhood.,4
HIND4496663,There are no great restaurants in my neighborhood.,4
HIND4496663,There are a great restaurants in my neighborhood.,4
HIND4496663,There is a great restaurant in my neighborhood.,4
HIND4504500,Sarah sits behind me in the class.,1
HIND4504500,Sarah sits next to me in the class.,1
HIND4504500,Sarah sits in front me in the class.,1
HIND4504500,Sarah sits at my backside in the class.,1
HIND4561612,Where is the airport?,1
HIND4561612,When is the airport?,1
HIND4561612,What is the airport?,1
HIND4561612,Who is the airport?,1
HIND4592011,In Mumbai,1
HIND4592011,In Delhi,1
HIND4592011,On Ring Road,1
HIND4592011,Near Lotus Temple,1
HIND4605516,Most populous city.,1
HIND4605516,Most famous city.,1
HIND4605516,Most beautiful city.,1
HIND4605516,Most noisy city.,1
HIND4608359,Paris is a famous tourist destination.,1
HIND4608359,Paris is the famous tourist destination.,1
HIND4608359,Paris is a famous for tourist destination.,1
HIND4608359,Paris is famous tourist destination.,1
HIND4609684,Museum,1
HIND4609684,Beach,1
HIND4609684,Park,1
HIND4609684,Temple,1
HIND4618301,You sell shoes at a shoe store.,2
HIND4618301,You buy shoes at a shoe store.,2
HIND4618301,You are buy shoes at a shoe store.,2
HIND4618301,You buy shoes at a bookstore.,2
HIND4621086,I buy fish at a book store.,3
HIND4621086,I buy fish at a shoe store.,3
HIND4621086,I buy fish at a fish market.,3
HIND4621086,I buy fish at a temple.,3
HIND4639262,My mother is at the mall.,3
HIND4639262,My mother is at the bookstore.,3
HIND4639262,My mother is at the grocery store.,3
HIND4639262,My mother is at the fish market.,3
HIND4643295,Fish market,4
HIND4643295,Medical store,4
HIND4643295,Grocery store,4
HIND4643295,Florist,4
HIND4664825,Fish market,2
HIND4664825,Dairy,2
HIND4664825,Florist's store,2
HIND4664825,Butcher's market,2
HIND4666039,Grocery store,1
HIND4666039,Butcher's market,1
HIND4666039,Bookstore,1
HIND4666039,Vegetable market,1
HIND4667286,Butcher's market,3
HIND4667286,Fish market,3
HIND4667286,Vegetable market,3
HIND4667286,Bookstore,3
HIND4669035,Florist's store,1
HIND4669035,Butcher's market,1
HIND4669035,Bookstore,1
HIND4669035,Fish market,1
HIND4674498,Butcher's market,1
HIND4674498,Vegetable market,1
HIND4674498,Bookstore,1
HIND4674498,Florist,1
HIND4681612,Medical store,1
HIND4681612,Florist,1
HIND4681612,Fish market,1
HIND4681612,Butcher's market,1
HIND4726778,How many milk do you have?,2
HIND4726778,How much milk do you have?,2
HIND4726778,How many milks do you have?,2
HIND4726778,How much milks do you have?,2
HIND4733254,How many tea do you want?,3
HIND4733254,How many teas do you want?,3
HIND4733254,How much tea do you want?,3
HIND4733254,How much teas do you want?,3
HIND4735697,How many is this skirt for?,2
HIND4735697,How much is this skirt for?,2
HIND4735697,How much does this skirt for?,2
HIND4735697,How much are this skirt for?,2
HIND4738633,How much is these shoes for?,4
HIND4738633,How many are these shoes for?,4
HIND4738633,How much are this shoes for?,4
HIND4738633,How much are these shoes for?,4
HIND4773362,How many milk are there in the cup?,2
HIND4773362,How much milk is there in the cup?,2
HIND4773362,How much milk are there in the cup?,2
HIND4773362,How much milks are there in the cup?,2
HIND4783689,There are some flour in the box.,3
HIND4783689,There are few flour in the box.,3
HIND4783689,There is some flour in the box.,3
HIND4783689,There is few flour in the box.,3
HIND4785018,There aren't many flour in the box.,4
HIND4785018,There isn't many flour in the box.,4
HIND4785018,There aren't much flour in the box.,4
HIND4785018,There isn't much flour in the box.,4
HIND4786370,There aren't much milk in the glass.,3
HIND4786370,There isn't a much milk in the glass.,3
HIND4786370,There isn't much milk in the glass.,3
HIND4786370,There isn't many milk in the glass.,3
HIND4803517,Your clothes are very dirty.,1
HIND4803517,Your cloth are very dirty.,1
HIND4803517,Your cloth is very dirty.,1
HIND4803517,Your clothes is very dirty.,1
HIND4834998,Do you have any handkerchief?,2
HIND4834998,Do you have a handkerchief?,2
HIND4834998,Do you have some handkerchief?,2
HIND4834998,Do you have an handkerchief?,2
HIND4836292,Is there any eggs in the fridge?,2
HIND4836292,Are there any eggs in the fridge?,2
HIND4836292,Are there an eggs in the fridge?,2
HIND4836292,Is there an eggs in the fridge?,2
HIND4841806,Would you like any green apples or red apples?,3
HIND4841806,Would you like a green apples or red apples?,3
HIND4841806,Would you like green apples or red apples?,3
HIND4841806,Would you like an green apples or red apples?,3
HIND4850033,He has any money.,3
HIND4850033,He has a money.,3
HIND4850033,He has some money.,3
HIND4850033,He has many money.,3
HIND7051426,She has been working here since January 2014.,1
HIND7051426,She is been working here since January 2014.,1
HIND8151334,But your favorite team lost the match.,1
HIND8151334,But your favorite team had lose the match.,1
HIND8111831,I pray for the families living their.,2
HIND8111831,I pray for the families living there.,2
HIND115881,You are late. Where have you been?,1
HIND115881,You are late. Where have you gone?,1
HIND132450,Himani isn't here now. She has gone to the dentist.,1
HIND132450,Himani isn't here now. She has been to the dentist.,1
HIND354550,The manager is going to tell us about the new project.,1
HIND354550,The manager is going to say us about the new project.,1
HIND358623,What did you tell?,2
HIND358623,What did you say?,2
HIND366569,He told me that he was going to Mumbai.,1
HIND366569,He told to me that he was going to Mumbai.,1
HIND373305,"Neha said to her, \""I hope you come soon.\""",1
HIND373305,"Neha told to her, \""I hope you come soon.\""",1
HIND8734391,Would you mind if I smoke in your balcony?,1
HIND8734391,Would you will mind if I smoke in your balcony?,1
HIND9086172,Yes,2
HIND9086172,No,2
HIND52003,Which one is your favorite teacher in this photograph?,1
HIND52003,What is your favorite teacher in this photograph?,1
HIND65307,In which month are we celebrating your promotion?,1
HIND65307,In when month are we celebrating your promotion?,1
HIND8762098,She's less arrogant than her sister.,1
HIND8762098,She's less proudy than her sister.,1
HIND8767822,"We have the same car, but yours seems different from mine.",1
HIND8767822,"We have the same car, but yours seems different as mine.",1
HIND8483157,She has been ill since Thursday.,1
HIND8483157,She was ill since Thursday.,1
HIND8853796,I'd wore yellow with that sweater if I were you.,2
HIND8853796,I'd wear yellow with that sweater if I were you.,2
HIND8858505,Why don't you try holding your breath for a minute?,1
HIND8858505,Why don't you tried hold your breath for a minute?,1
HIND8864439,Have you thought about seeing a doctor?,1
HIND8864439,Have you think about seeing a doctor?,1
HIND8866594,Why don't you called her?,2
HIND8866594,Why don't you call her?,2
HIND8869352,"If I were you, I would tell her.",1
HIND8869352,"If I were you, I would told her.",1
HIND8873864,You'd better brush your teeth regularly.,1
HIND8873864,You'd better brushed your teeth regularly.,1
HIND8880149,Have you thought about working out?,1
HIND8880149,Have you think about working out?,1
HIND8983164,"If you went to bed earlier, you would not be so tired.",1
HIND8983164,"If you went to bed earlier, you are not so tired.",1
HIND8985412,"If the weather isn't so bad, we would go to the park.",2
HIND8985412,"If the weather wasn't so bad, we would go to the park.",2
HIND9224932,Raj impresses everyone accept her father.,2
HIND9224932,Raj impresses everyone except her father.,2
HIND9236142,"When Raj is about to leave, Simran's father knows his mistake.",2
HIND9236142,"When Raj is about to leave, Simran's father realizes his mistake.",2
HIND9237636,He allows Simran to leave with Raj,1
HIND9237636,He is allow Simran to leave with Raj,1
HIND9246171,Simran tells the truth to Raj that she is already engaged,1
HIND9246171,Simran telling the truth to Raj that she is already engaged,1
HIND8928941,"In my opinion, 'Sholay' is the best movie ever made.",1
HIND8928941,"In my opinions, 'Sholay' is the best movie ever made.",1
HIND8930551,I have feel that it's the right thing to do.,2
HIND8930551,I feel that it's the right thing to do.,2
HIND8933833,"From my point of view, it wasn't the right thing to do.",1
HIND8933833,"From mine point of view, it wasn't the right thing to do.",1
HIND8935914,"Personally, I think blue suits you more.",1
HIND8935914,"Personalized, I think blue suits you more.",1
HIND8939768,"Well, for me, a friend is someone who is fun to be with.",1
HIND8939768,"Well, at me, a friend is someone who is fun to be with.",1
HIND8942044,I completely agree. Friends need to be completely honest.,1
HIND8942044,I complete agree. Friends need to be completely honest.,1
HIND8944753,I believe that Bangkok is a great place to live.,1
HIND8944753,I beleive that Bangkok is a great place to live.,1
HIND8950002,"I believe that there are a lot of people here, but the city is always busy and exciting.",2
HIND8950002,"I don't think that there are a lot of people here, but the city is always busy and exciting.",2
HIND9534983,"Last year, I went to Rajasthan for a vacation.",1
HIND9534983,"Last year, I gone to Rajasthan for a vacation.",1
HIND9537398,I flew to Jaipur and then I took a train to Udaipur.,1
HIND9537398,I flyed to Jaipur and then I took a train to Udaipur.,1
HIND9540097,I stayed at a hotel from the lake.,2
HIND9540097,I stayed at a hotel by the lake.,2
HIND9543261,I took a taxi and than I went to check the palace out.,2
HIND9543261,I took a taxi and then I went to check the palace out.,2
HIND9546659,I had dinner at a rooftop restaurant.,1
HIND9546659,I was have dinner at a rooftop restaurant.,1
HIND9550124,I went for a walk by the lake.,1
HIND9550124,I went for a walk in the lake.,1
HIND9552710,"While I was at the lake, suddenly the snow started dropping heavily.",2
HIND9552710,"While I was at the lake, suddenly the snow started falling heavily.",2
HIND9555043,I immediately called a taxi.,1
HIND9555043,I immediate called a taxi.,1
HIND9558106,"The snowfall was very heavy, the driver tried his best not to loose control of the taxi.",2
HIND9558106,"The snowfall was very heavy, the driver tried his best not to lose control of the taxi.",2
HIND9561593,I realized that I had left my wallet at the restaurant.,1
HIND9561593,I realized that I had leaved my wallet at the restaurant.,1
HIND9571915,"When I got my wallet back, I noticed that my credit card had been stealed.",2
HIND9571915,"When I got my wallet back, I noticed that my credit card had been stolen.",2
HIND9574896,I hurried rushed to the police station.,2
HIND9574896,I hurriedly rushed to the police station.,2
HIND9578073,I told the hotel that I will be able to make the payment provided I find my card.,1
HIND9578073,I told the hotel that I will be able to make the payment unless I find my card.,1
HIND9580417,"The hotel told me that unless I make a payment, they would not let me stay.",1
HIND9580417,"The hotel told me that provided I make a payment, they would not let me stay.",1
HIND9583077,I called to my friend to seek his help.,2
HIND9583077,I called my friend up to seek his help.,2
HIND8958396,Without a doubt you should buy that bag.,1
HIND8958396,Without a doubting you should buy that bag.,1
HIND8962489,I'm pretty sure that she will come.,1
HIND8962489,I'm pretty surely that she will come.,1
HIND8966377,I strongly believe that our team will win.,1
HIND8966377,I am believe strongly that our team will win.,1
HIND9692786,His car is being repaired.,1
HIND9692786,His car is being repair.,1
HIND9694842,Our TV is being fixed at the moment.,1
HIND9694842,Our TV is being fix at the moment.,1
HIND9696886,Our photos is being developed.,2
HIND9696886,Our photos are being developed.,2
HIND9698927,Your lunch is being prepared.,1
HIND9698927,Your lunch being prepared.,1
HIND9707767,A picture of him is being taken by her.,1
HIND9707767,A picture of him are being taken by her.,1
HIND9711623,A poem is being write by me.,2
HIND9711623,A poem is being written by me.,2
HIND9714695,Football is being play by us.,2
HIND9714695,Football is being played by us.,2
HIND9717529,A tie is being worn by him.,1
HIND9717529,A tie being worn by him.,1
HIND9723292,The package is being delivered.,1
HIND9723292,The package is being deliver.,1
HIND9725083,The team is being congratulate.,2
HIND9725083,The team is being congratulated.,2
HIND9726969,An exercise is being done.,1
