,Slide ID,Options,Correct ID,pos_array
468,HIND8120550,They need dry ration.,1,"[('They', 'PRP'), ('need', 'VBP'), ('dry', 'JJ'), ('ration', 'NN'), ('.', '.')]"
469,HIND8120550,They must dry ration.,1,"[('They', 'PRP'), ('must', 'MD'), ('dry', 'VB'), ('ration', 'NN'), ('.', '.')]"
470,HIND8120550,They have dry ration.,1,"[('They', 'PRP'), ('have', 'VBP'), ('dry', 'JJ'), ('ration', 'NN'), ('.', '.')]"
471,HIND8120550,They should dry ration.,1,"[('They', 'PRP'), ('should', 'MD'), ('dry', 'VB'), ('ration', 'NN'), ('.', '.')]"
472,HIND8025866,"I would like to say this, but I did not like this cake.",1,"[('I', 'PRP'), ('would', 'MD'), ('like', 'VB'), ('to', 'TO'), ('say', 'VB'), ('this', 'DT'), (',', ','), ('but', 'CC'), ('I', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('like', 'IN'), ('this', 'DT'), ('cake', 'NN'), ('.', '.')]"
473,HIND8025866,"I hate to say this, but I did not like this cake.",1,"[('I', 'PRP'), ('hate', 'VBP'), ('to', 'TO'), ('say', 'VB'), ('this', 'DT'), (',', ','), ('but', 'CC'), ('I', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('like', 'IN'), ('this', 'DT'), ('cake', 'NN'), ('.', '.')]"
474,HIND8025866,"I hate say this, but I did not like this cake.",1,"[('I', 'PRP'), ('hate', 'VBP'), ('say', 'VB'), ('this', 'DT'), (',', ','), ('but', 'CC'), ('I', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('like', 'IN'), ('this', 'DT'), ('cake', 'NN'), ('.', '.')]"
475,HIND8025866,"I hate to say to this, but I did not like this cake.",1,"[('I', 'PRP'), ('hate', 'VBP'), ('to', 'TO'), ('say', 'VB'), ('to', 'TO'), ('this', 'DT'), (',', ','), ('but', 'CC'), ('I', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('like', 'IN'), ('this', 'DT'), ('cake', 'NN'), ('.', '.')]"
476,HIND8042443,I will ask you to do it again.,1,"[('I', 'PRP'), ('will', 'MD'), ('ask', 'VB'), ('you', 'PRP'), ('to', 'TO'), ('do', 'VB'), ('it', 'PRP'), ('again', 'RB'), ('.', '.')]"
477,HIND8042443,I am ask you to do it again.,1,"[('I', 'PRP'), ('am', 'VBP'), ('ask', 'RB'), ('you', 'PRP'), ('to', 'TO'), ('do', 'VB'), ('it', 'PRP'), ('again', 'RB'), ('.', '.')]"
478,HIND8042443,I will have to ask you to do it again.,1,"[('I', 'PRP'), ('will', 'MD'), ('have', 'VB'), ('to', 'TO'), ('ask', 'VB'), ('you', 'PRP'), ('to', 'TO'), ('do', 'VB'), ('it', 'PRP'), ('again', 'RB'), ('.', '.')]"
479,HIND8042443,I ask you to do it again.,1,"[('I', 'PRP'), ('ask', 'VBP'), ('you', 'PRP'), ('to', 'TO'), ('do', 'VB'), ('it', 'PRP'), ('again', 'RB'), ('.', '.')]"
480,HIND7947266,"When I reached home, the children were playing.",1,"[('When', 'WRB'), ('I', 'PRP'), ('reached', 'VBD'), ('home', 'NN'), (',', ','), ('the', 'DT'), ('children', 'NNS'), ('were', 'VBD'), ('playing', 'VBG'), ('.', '.')]"
481,HIND7947266,"When I reached home, the children was playing.",1,"[('When', 'WRB'), ('I', 'PRP'), ('reached', 'VBD'), ('home', 'NN'), (',', ','), ('the', 'DT'), ('children', 'NNS'), ('was', 'VBD'), ('playing', 'VBG'), ('.', '.')]"
482,HIND7947266,"When I reached home, the children are playing.",1,"[('When', 'WRB'), ('I', 'PRP'), ('reached', 'VBD'), ('home', 'NN'), (',', ','), ('the', 'DT'), ('children', 'NNS'), ('are', 'VBP'), ('playing', 'VBG'), ('.', '.')]"
483,HIND7947266,"When I reached home, the children is playing.",1,"[('When', 'WRB'), ('I', 'PRP'), ('reached', 'VBD'), ('home', 'NN'), (',', ','), ('the', 'DT'), ('children', 'NNS'), ('is', 'VBZ'), ('playing', 'VBG'), ('.', '.')]"
484,HIND7948961,Our friends was waiting for us.,1,"[('Our', 'PRP$'), ('friends', 'NNS'), ('was', 'VBD'), ('waiting', 'VBG'), ('for', 'IN'), ('us', 'PRP'), ('.', '.')]"
485,HIND7948961,Our friends are waiting for us.,1,"[('Our', 'PRP$'), ('friends', 'NNS'), ('are', 'VBP'), ('waiting', 'VBG'), ('for', 'IN'), ('us', 'PRP'), ('.', '.')]"
486,HIND7948961,Our friends is waiting for us.,1,"[('Our', 'PRP$'), ('friends', 'NNS'), ('is', 'VBZ'), ('waiting', 'VBG'), ('for', 'IN'), ('us', 'PRP'), ('.', '.')]"
487,HIND7948961,Our friends were waiting for us.,1,"[('Our', 'PRP$'), ('friends', 'NNS'), ('were', 'VBD'), ('waiting', 'VBG'), ('for', 'IN'), ('us', 'PRP'), ('.', '.')]"
488,HIND8049810,"Don't take this the wrongly way, but it needs to be re-written.",1,"[('Do', 'VBP'), (""n't"", 'RB'), ('take', 'VB'), ('this', 'DT'), ('the', 'DT'), ('wrongly', 'JJ'), ('way', 'NN'), (',', ','), ('but', 'CC'), ('it', 'PRP'), ('needs', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('re-written', 'JJ'), ('.', '.')]"
489,HIND8049810,"Don't take this the wrong way, but it needs to be re-written.",1,"[('Do', 'VBP'), (""n't"", 'RB'), ('take', 'VB'), ('this', 'DT'), ('the', 'DT'), ('wrong', 'JJ'), ('way', 'NN'), (',', ','), ('but', 'CC'), ('it', 'PRP'), ('needs', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('re-written', 'JJ'), ('.', '.')]"
490,HIND8049810,"Don't take this the wrong way, because it needs to be re-written.",1,"[('Do', 'VBP'), (""n't"", 'RB'), ('take', 'VB'), ('this', 'DT'), ('the', 'DT'), ('wrong', 'JJ'), ('way', 'NN'), (',', ','), ('because', 'IN'), ('it', 'PRP'), ('needs', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('re-written', 'JJ'), ('.', '.')]"
491,HIND8049810,"Don't take this the wrong way, still it needs to be re-written.",1,"[('Do', 'VBP'), (""n't"", 'RB'), ('take', 'VB'), ('this', 'DT'), ('the', 'DT'), ('wrong', 'JJ'), ('way', 'NN'), (',', ','), ('still', 'RB'), ('it', 'PRP'), ('needs', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('re-written', 'JJ'), ('.', '.')]"
492,HIND7950603,"When Ramesh came, it rained outside.",1,"[('When', 'WRB'), ('Ramesh', 'NNP'), ('came', 'VBD'), (',', ','), ('it', 'PRP'), ('rained', 'VBD'), ('outside', 'RB'), ('.', '.')]"
493,HIND7950603,"When Ramesh came, it were raining outside.",1,"[('When', 'WRB'), ('Ramesh', 'NNP'), ('came', 'VBD'), (',', ','), ('it', 'PRP'), ('were', 'VBD'), ('raining', 'VBG'), ('outside', 'JJ'), ('.', '.')]"
494,HIND7950603,"When Ramesh came, it was raining outside.",1,"[('When', 'WRB'), ('Ramesh', 'NNP'), ('came', 'VBD'), (',', ','), ('it', 'PRP'), ('was', 'VBD'), ('raining', 'VBG'), ('outside', 'JJ'), ('.', '.')]"
495,HIND7950603,"When Ramesh came, it was rained outside.",1,"[('When', 'WRB'), ('Ramesh', 'NNP'), ('came', 'VBD'), (',', ','), ('it', 'PRP'), ('was', 'VBD'), ('rained', 'VBN'), ('outside', 'RB'), ('.', '.')]"
496,HIND7952017,What were you do last weekend?,1,"[('What', 'WP'), ('were', 'VBD'), ('you', 'PRP'), ('do', 'VBP'), ('last', 'JJ'), ('weekend', 'NN'), ('?', '.')]"
497,HIND7952017,What were you doing last weekend?,1,"[('What', 'WP'), ('were', 'VBD'), ('you', 'PRP'), ('doing', 'VBG'), ('last', 'JJ'), ('weekend', 'NN'), ('?', '.')]"
498,HIND7952017,What did you do last weekend?,1,"[('What', 'WP'), ('did', 'VBD'), ('you', 'PRP'), ('do', 'VB'), ('last', 'JJ'), ('weekend', 'NN'), ('?', '.')]"
499,HIND7952017,What are you doing last weekend?,1,"[('What', 'WP'), ('are', 'VBP'), ('you', 'PRP'), ('doing', 'VBG'), ('last', 'JJ'), ('weekend', 'NN'), ('?', '.')]"
500,HIND8052057,Be more careful in the future.,1,"[('Be', 'VB'), ('more', 'RBR'), ('careful', 'JJ'), ('in', 'IN'), ('the', 'DT'), ('future', 'NN'), ('.', '.')]"
501,HIND8052057,Are more careful in the future.,1,"[('Are', 'NNP'), ('more', 'RBR'), ('careful', 'JJ'), ('in', 'IN'), ('the', 'DT'), ('future', 'NN'), ('.', '.')]"
502,HIND8052057,Have more careful in the future.,1,"[('Have', 'VB'), ('more', 'RBR'), ('careful', 'JJ'), ('in', 'IN'), ('the', 'DT'), ('future', 'NN'), ('.', '.')]"
503,HIND8052057,Do more careful in the future.,1,"[('Do', 'VB'), ('more', 'JJR'), ('careful', 'NN'), ('in', 'IN'), ('the', 'DT'), ('future', 'NN'), ('.', '.')]"
504,HIND7962550,Who were you talk to during the movie?,1,"[('Who', 'WP'), ('were', 'VBD'), ('you', 'PRP'), ('talk', 'VBP'), ('to', 'TO'), ('during', 'IN'), ('the', 'DT'), ('movie', 'NN'), ('?', '.')]"
505,HIND7962550,Who were you talking to during the movie?,1,"[('Who', 'WP'), ('were', 'VBD'), ('you', 'PRP'), ('talking', 'VBG'), ('to', 'TO'), ('during', 'IN'), ('the', 'DT'), ('movie', 'NN'), ('?', '.')]"
506,HIND7962550,Who were you talked to during the movie?,1,"[('Who', 'WP'), ('were', 'VBD'), ('you', 'PRP'), ('talked', 'VBD'), ('to', 'TO'), ('during', 'IN'), ('the', 'DT'), ('movie', 'NN'), ('?', '.')]"
507,HIND7962550,Who do you talking to during the movie?,1,"[('Who', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('talking', 'VBG'), ('to', 'TO'), ('during', 'IN'), ('the', 'DT'), ('movie', 'NN'), ('?', '.')]"
508,HIND7964050,Was he coming to meet me?,1,"[('Was', 'IN'), ('he', 'PRP'), ('coming', 'VBG'), ('to', 'TO'), ('meet', 'VB'), ('me', 'PRP'), ('?', '.')]"
509,HIND7964050,Did he come to meet me?,1,"[('Did', 'NNP'), ('he', 'PRP'), ('come', 'VB'), ('to', 'TO'), ('meet', 'VB'), ('me', 'PRP'), ('?', '.')]"
510,HIND7964050,Was he came to meet me?,1,"[('Was', 'IN'), ('he', 'PRP'), ('came', 'VBD'), ('to', 'TO'), ('meet', 'VB'), ('me', 'PRP'), ('?', '.')]"
511,HIND7964050,Was he come to meet me?,1,"[('Was', 'IN'), ('he', 'PRP'), ('come', 'VB'), ('to', 'TO'), ('meet', 'VB'), ('me', 'PRP'), ('?', '.')]"
512,HIND7965549,She was give cash to a customer.,1,"[('She', 'PRP'), ('was', 'VBD'), ('give', 'JJ'), ('cash', 'NN'), ('to', 'TO'), ('a', 'DT'), ('customer', 'NN'), ('.', '.')]"
513,HIND7965549,She was gave cash to a customer.,1,"[('She', 'PRP'), ('was', 'VBD'), ('gave', 'VBD'), ('cash', 'NN'), ('to', 'TO'), ('a', 'DT'), ('customer', 'NN'), ('.', '.')]"
514,HIND7965549,She were giving cash to a customer.,1,"[('She', 'PRP'), ('were', 'VBD'), ('giving', 'VBG'), ('cash', 'NN'), ('to', 'TO'), ('a', 'DT'), ('customer', 'NN'), ('.', '.')]"
515,HIND7965549,She was giving cash to a customer.,1,"[('She', 'PRP'), ('was', 'VBD'), ('giving', 'VBG'), ('cash', 'NN'), ('to', 'TO'), ('a', 'DT'), ('customer', 'NN'), ('.', '.')]"
516,HIND7967173,He were telling me about this.,1,"[('He', 'PRP'), ('were', 'VBD'), ('telling', 'VBG'), ('me', 'PRP'), ('about', 'IN'), ('this', 'DT'), ('.', '.')]"
517,HIND7967173,He was telling me about this.,1,"[('He', 'PRP'), ('was', 'VBD'), ('telling', 'VBG'), ('me', 'PRP'), ('about', 'IN'), ('this', 'DT'), ('.', '.')]"
518,HIND7967173,He was told me about this.,1,"[('He', 'PRP'), ('was', 'VBD'), ('told', 'VBN'), ('me', 'PRP'), ('about', 'IN'), ('this', 'DT'), ('.', '.')]"
519,HIND7967173,He was tell me about this.,1,"[('He', 'PRP'), ('was', 'VBD'), ('tell', 'VB'), ('me', 'PRP'), ('about', 'IN'), ('this', 'DT'), ('.', '.')]"
520,HIND7968977,I was talking to my father.,1,"[('I', 'PRP'), ('was', 'VBD'), ('talking', 'VBG'), ('to', 'TO'), ('my', 'PRP$'), ('father', 'NN'), ('.', '.')]"
521,HIND7968977,I was talk to my father.,1,"[('I', 'PRP'), ('was', 'VBD'), ('talk', 'NN'), ('to', 'TO'), ('my', 'PRP$'), ('father', 'NN'), ('.', '.')]"
522,HIND7968977,I was talked to my father.,1,"[('I', 'PRP'), ('was', 'VBD'), ('talked', 'VBN'), ('to', 'TO'), ('my', 'PRP$'), ('father', 'NN'), ('.', '.')]"
523,HIND7968977,I did talking to my father.,1,"[('I', 'PRP'), ('did', 'VBD'), ('talking', 'VBG'), ('to', 'TO'), ('my', 'PRP$'), ('father', 'NN'), ('.', '.')]"
524,HIND8158737,Un,1,"[('Un', 'NN')]"
525,HIND8158737,In,1,"[('In', 'IN')]"
526,HIND8158737,Im,1,"[('Im', 'NN')]"
527,HIND8158737,Il,1,"[('Il', 'NN')]"
528,HIND8160533,Unperfect,1,"[('Unperfect', 'NN')]"
529,HIND8160533,Inperfect,1,"[('Inperfect', 'NN')]"
530,HIND8160533,Imperfect,1,"[('Imperfect', 'NN')]"
531,HIND8160533,Ilperfect,1,"[('Ilperfect', 'NN')]"
532,HIND8162795,Un,1,"[('Un', 'NN')]"
533,HIND8162795,In,1,"[('In', 'IN')]"
534,HIND8162795,Im,1,"[('Im', 'NN')]"
535,HIND8162795,Il,1,"[('Il', 'NN')]"
536,HIND8164549,Unpolite,1,"[('Unpolite', 'NN')]"
537,HIND8164549,Inpolite,1,"[('Inpolite', 'NN')]"
538,HIND8164549,Impolite,1,"[('Impolite', 'NN')]"
539,HIND8164549,Ilpolite,1,"[('Ilpolite', 'NN')]"
540,HIND8165796,Un,1,"[('Un', 'NN')]"
541,HIND8165796,In,1,"[('In', 'IN')]"
542,HIND8165796,Im,1,"[('Im', 'NN')]"
543,HIND8165796,Il,1,"[('Il', 'NN')]"
544,HIND8167088,Undependent,1,"[('Undependent', 'NN')]"
545,HIND8167088,Independent,1,"[('Independent', 'NN')]"
546,HIND8167088,Imdependent,1,"[('Imdependent', 'NN')]"
547,HIND8167088,Ildependent,1,"[('Ildependent', 'NN')]"
548,HIND8168527,Un,1,"[('Un', 'NN')]"
549,HIND8168527,In,1,"[('In', 'IN')]"
550,HIND8168527,Im,1,"[('Im', 'NN')]"
551,HIND8168527,Il,1,"[('Il', 'NN')]"
552,HIND8177779,Unpatient,1,"[('Unpatient', 'NN')]"
553,HIND8177779,Inpatient,1,"[('Inpatient', 'NN')]"
554,HIND8177779,Ilpatient,1,"[('Ilpatient', 'NN')]"
555,HIND8177779,Impatient,1,"[('Impatient', 'NN')]"
556,HIND8179983,Unfriendly,1,"[('Unfriendly', 'RB')]"
557,HIND8179983,Infriendly,1,"[('Infriendly', 'RB')]"
558,HIND8179983,Ilfriendly,1,"[('Ilfriendly', 'RB')]"
559,HIND8179983,Imfriendly,1,"[('Imfriendly', 'RB')]"
560,HIND8203946,Happy,1,"[('Happy', 'JJ')]"
561,HIND8203946,Pleased,1,"[('Pleased', 'JJ')]"
562,HIND8203946,Moody,1,"[('Moody', 'NNP')]"
563,HIND8203946,Glad,1,"[('Glad', 'NN')]"
564,HIND8205370,Clever,1,"[('Clever', 'NN')]"
565,HIND8205370,Intelligent,1,"[('Intelligent', 'NN')]"
566,HIND8205370,Bright,1,"[('Bright', 'NNP')]"
567,HIND8205370,Stupid,1,"[('Stupid', 'JJ')]"
568,HIND8207002,Pricey,1,"[('Pricey', 'NN')]"
569,HIND8207002,Expensive,1,"[('Expensive', 'JJ')]"
570,HIND8207002,Cheap,1,"[('Cheap', 'NNP')]"
571,HIND8207002,Costly,1,"[('Costly', 'RB')]"
572,HIND8208905,Swift,1,"[('Swift', 'NN')]"
573,HIND8208905,Slow,1,"[('Slow', 'VB')]"
574,HIND8208905,Quick,1,"[('Quick', 'NN')]"
575,HIND8208905,Fast,1,"[('Fast', 'RB')]"
576,HIND8210844,Huge,1,"[('Huge', 'NN')]"
577,HIND8210844,Enormous,1,"[('Enormous', 'JJ')]"
578,HIND8210844,Massive,1,"[('Massive', 'JJ')]"
579,HIND8210844,Minuscule,1,"[('Minuscule', 'NN')]"
580,HIND8213060,Contemporary,1,"[('Contemporary', 'JJ')]"
581,HIND8213060,Ancient,1,"[('Ancient', 'NN')]"
582,HIND8213060,Antique,1,"[('Antique', 'NN')]"
583,HIND8213060,Old,1,"[('Old', 'NN')]"
584,HIND8214518,Pretty,1,"[('Pretty', 'RB')]"
585,HIND8214518,Awful,1,"[('Awful', 'JJ')]"
586,HIND8214518,Attractive,1,"[('Attractive', 'JJ')]"
587,HIND8214518,Gorgeous,1,"[('Gorgeous', 'JJ')]"
588,HIND8215855,Crazy,1,"[('Crazy', 'NN')]"
589,HIND8215855,Lunatic,1,"[('Lunatic', 'JJ')]"
590,HIND8215855,Rational,1,"[('Rational', 'JJ')]"
591,HIND8215855,Insane,1,"[('Insane', 'NN')]"
592,HIND8217125,Healthy,1,"[('Healthy', 'JJ')]"
593,HIND8217125,Well,1,"[('Well', 'RB')]"
594,HIND8217125,Ailing,1,"[('Ailing', 'VBG')]"
595,HIND8217125,Fit,1,"[('Fit', 'NN')]"
596,HIND8218342,Industrious,1,"[('Industrious', 'JJ')]"
597,HIND8218342,Lazy,1,"[('Lazy', 'NN')]"
598,HIND8218342,Diligent,1,"[('Diligent', 'NN')]"
599,HIND8218342,Hard working,1,"[('Hard', 'NNP'), ('working', 'VBG')]"
600,HIND8220484,Friendly,1,"[('Friendly', 'RB')]"
601,HIND8220484,Affable,1,"[('Affable', 'JJ')]"
602,HIND8220484,Impolite,1,"[('Impolite', 'NN')]"
603,HIND8220484,Cordial,1,"[('Cordial', 'JJ')]"
604,HIND8221817,Luminous,1,"[('Luminous', 'JJ')]"
605,HIND8221817,Radiant,1,"[('Radiant', 'NN')]"
606,HIND8221817,Bright,1,"[('Bright', 'NNP')]"
607,HIND8221817,Dingy,1,"[('Dingy', 'NN')]"
608,HIND8223390,Allow,1,"[('Allow', 'VB')]"
609,HIND8223390,Permit,1,"[('Permit', 'NN')]"
610,HIND8223390,Reject,1,"[('Reject', 'NN')]"
611,HIND8223390,Grant,1,"[('Grant', 'NN')]"
612,HIND8224614,Answer,1,"[('Answer', 'NN')]"
613,HIND8224614,Question,1,"[('Question', 'NN')]"
614,HIND8224614,Reply,1,"[('Reply', 'NN')]"
615,HIND8224614,Response,1,"[('Response', 'NN')]"
616,HIND8225851,Radical,1,"[('Radical', 'JJ')]"
617,HIND8225851,Orthodox,1,"[('Orthodox', 'NN')]"
618,HIND8225851,Traditional,1,"[('Traditional', 'JJ')]"
619,HIND8225851,Conservative,1,"[('Conservative', 'JJ')]"
620,HIND8188376,Aim,1,"[('Aim', 'NN')]"
621,HIND8188376,Claim,1,"[('Claim', 'NN')]"
622,HIND8188376,Purpose,1,"[('Purpose', 'VB')]"
623,HIND8188376,Goal,1,"[('Goal', 'NN')]"
624,HIND8189891,Compute,1,"[('Compute', 'NN')]"
625,HIND8189891,Calculate,1,"[('Calculate', 'NN')]"
626,HIND8189891,Consider,1,"[('Consider', 'VB')]"
627,HIND8189891,Tally,1,"[('Tally', 'RB')]"
628,HIND8191861,Fulfill,1,"[('Fulfill', 'NN')]"
629,HIND8191861,Halt,1,"[('Halt', 'NN')]"
630,HIND8191861,Accomplish,1,"[('Accomplish', 'VB')]"
631,HIND8191861,Complete,1,"[('Complete', 'JJ')]"
632,HIND8193293,Filthy,1,"[('Filthy', 'NN')]"
633,HIND8193293,Grimy,1,"[('Grimy', 'NN')]"
634,HIND8193293,Speckless,1,"[('Speckless', 'NN')]"
635,HIND8193293,Dirty,1,"[('Dirty', 'NN')]"
636,HIND8194564,Dislocation,1,"[('Dislocation', 'NN')]"
637,HIND8194564,Movement,1,"[('Movement', 'NN')]"
638,HIND8194564,Displacement,1,"[('Displacement', 'NN')]"
639,HIND8194564,Stagnant,1,"[('Stagnant', 'NN')]"
640,HIND8195818,Tiny,1,"[('Tiny', 'JJ')]"
641,HIND8195818,Large,1,"[('Large', 'JJ')]"
642,HIND8195818,Great,1,"[('Great', 'NN')]"
643,HIND8195818,Big,1,"[('Big', 'JJ')]"
644,HIND8197795,Desire,1,"[('Desire', 'NN')]"
645,HIND8197795,Indifference,1,"[('Indifference', 'NN')]"
646,HIND8197795,Want,1,"[('Want', 'VB')]"
647,HIND8197795,Will,1,"[('Will', 'MD')]"
648,HIND8199549,Negligence,1,"[('Negligence', 'NN')]"
649,HIND8199549,Precaution,1,"[('Precaution', 'NN')]"
650,HIND8199549,Caution,1,"[('Caution', 'NN')]"
651,HIND8199549,Care,1,"[('Care', 'NN')]"
652,HIND8202498,Reveal,1,"[('Reveal', 'NN')]"
653,HIND8202498,Unearth,1,"[('Unearth', 'NN')]"
654,HIND8202498,Unravel,1,"[('Unravel', 'NN')]"
655,HIND8202498,Conceal,1,"[('Conceal', 'NN')]"
656,HIND8337210,"When I was a child, we used to have a dog.",1,"[('When', 'WRB'), ('I', 'PRP'), ('was', 'VBD'), ('a', 'DT'), ('child', 'NN'), (',', ','), ('we', 'PRP'), ('used', 'VBD'), ('to', 'TO'), ('have', 'VB'), ('a', 'DT'), ('dog', 'NN'), ('.', '.')]"
657,HIND8337210,"When I was a child, we use to have a dog.",1,"[('When', 'WRB'), ('I', 'PRP'), ('was', 'VBD'), ('a', 'DT'), ('child', 'NN'), (',', ','), ('we', 'PRP'), ('use', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('a', 'DT'), ('dog', 'NN'), ('.', '.')]"
658,HIND8337210,"When I was a child, we will have a dog.",1,"[('When', 'WRB'), ('I', 'PRP'), ('was', 'VBD'), ('a', 'DT'), ('child', 'NN'), (',', ','), ('we', 'PRP'), ('will', 'MD'), ('have', 'VB'), ('a', 'DT'), ('dog', 'NN'), ('.', '.')]"
659,HIND8337210,"When I was a child, we have a dog.",1,"[('When', 'WRB'), ('I', 'PRP'), ('was', 'VBD'), ('a', 'DT'), ('child', 'NN'), (',', ','), ('we', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('dog', 'NN'), ('.', '.')]"
660,HIND8342295,There never use to be a coffee shop here.,1,"[('There', 'EX'), ('never', 'RB'), ('use', 'NN'), ('to', 'TO'), ('be', 'VB'), ('a', 'DT'), ('coffee', 'NN'), ('shop', 'NN'), ('here', 'RB'), ('.', '.')]"
661,HIND8342295,There never would be a coffee shop here.,1,"[('There', 'EX'), ('never', 'RB'), ('would', 'MD'), ('be', 'VB'), ('a', 'DT'), ('coffee', 'NN'), ('shop', 'NN'), ('here', 'RB'), ('.', '.')]"
662,HIND8342295,There never used to be a coffee shop here.,1,"[('There', 'EX'), ('never', 'RB'), ('used', 'VBD'), ('to', 'TO'), ('be', 'VB'), ('a', 'DT'), ('coffee', 'NN'), ('shop', 'NN'), ('here', 'RB'), ('.', '.')]"
663,HIND8342295,There never wouldn't be a coffee shop here.,1,"[('There', 'EX'), ('never', 'RB'), ('would', 'MD'), (""n't"", 'RB'), ('be', 'VB'), ('a', 'DT'), ('coffee', 'NN'), ('shop', 'NN'), ('here', 'RB'), ('.', '.')]"
664,HIND8347821,"At the beginning of their married life, they used to be very happy.",1,"[('At', 'IN'), ('the', 'DT'), ('beginning', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('married', 'JJ'), ('life', 'NN'), (',', ','), ('they', 'PRP'), ('used', 'VBD'), ('to', 'TO'), ('be', 'VB'), ('very', 'RB'), ('happy', 'JJ'), ('.', '.')]"
665,HIND8347821,"At the beginning of their married life, they would be very happy.",1,"[('At', 'IN'), ('the', 'DT'), ('beginning', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('married', 'JJ'), ('life', 'NN'), (',', ','), ('they', 'PRP'), ('would', 'MD'), ('be', 'VB'), ('very', 'RB'), ('happy', 'JJ'), ('.', '.')]"
666,HIND8347821,"At the beginning of their married life, they use to be very happy.",1,"[('At', 'IN'), ('the', 'DT'), ('beginning', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('married', 'JJ'), ('life', 'NN'), (',', ','), ('they', 'PRP'), ('use', 'VBP'), ('to', 'TO'), ('be', 'VB'), ('very', 'RB'), ('happy', 'JJ'), ('.', '.')]"
667,HIND8347821,"At the beginning of their married life, they used be very happy.",1,"[('At', 'IN'), ('the', 'DT'), ('beginning', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('married', 'JJ'), ('life', 'NN'), (',', ','), ('they', 'PRP'), ('used', 'VBD'), ('be', 'VB'), ('very', 'RB'), ('happy', 'JJ'), ('.', '.')]"
668,HIND8231773,"I am thinking of moving, because right now my neighbours are driving me crazy!",1,"[('I', 'PRP'), ('am', 'VBP'), ('thinking', 'VBG'), ('of', 'IN'), ('moving', 'VBG'), (',', ','), ('because', 'IN'), ('right', 'RB'), ('now', 'RB'), ('my', 'PRP$'), ('neighbours', 'NNS'), ('are', 'VBP'), ('driving', 'VBG'), ('me', 'PRP'), ('crazy', 'JJ'), ('!', '.')]"
669,HIND8231773,"I am thinking of moving, because right now my neighbours drive me crazy!",1,"[('I', 'PRP'), ('am', 'VBP'), ('thinking', 'VBG'), ('of', 'IN'), ('moving', 'VBG'), (',', ','), ('because', 'IN'), ('right', 'RB'), ('now', 'RB'), ('my', 'PRP$'), ('neighbours', 'NNS'), ('drive', 'VBP'), ('me', 'PRP'), ('crazy', 'JJ'), ('!', '.')]"
670,HIND8231773,"I am thinking of moving, because right now my neighbours is driving me crazy!",1,"[('I', 'PRP'), ('am', 'VBP'), ('thinking', 'VBG'), ('of', 'IN'), ('moving', 'VBG'), (',', ','), ('because', 'IN'), ('right', 'RB'), ('now', 'RB'), ('my', 'PRP$'), ('neighbours', 'NNS'), ('is', 'VBZ'), ('driving', 'VBG'), ('me', 'PRP'), ('crazy', 'JJ'), ('!', '.')]"
671,HIND8231773,"I am thinking of moving, because right now my neighbours are drive me crazy!",1,"[('I', 'PRP'), ('am', 'VBP'), ('thinking', 'VBG'), ('of', 'IN'), ('moving', 'VBG'), (',', ','), ('because', 'IN'), ('right', 'RB'), ('now', 'RB'), ('my', 'PRP$'), ('neighbours', 'NNS'), ('are', 'VBP'), ('drive', 'JJ'), ('me', 'PRP'), ('crazy', 'JJ'), ('!', '.')]"
672,HIND8237519,"When I am complaining to the people next door, they get annoyed.",1,"[('When', 'WRB'), ('I', 'PRP'), ('am', 'VBP'), ('complaining', 'VBG'), ('to', 'TO'), ('the', 'DT'), ('people', 'NNS'), ('next', 'IN'), ('door', 'NN'), (',', ','), ('they', 'PRP'), ('get', 'VBP'), ('annoyed', 'VBN'), ('.', '.')]"
673,HIND8237519,"When I complain to the people next door, they are getting annoyed.",1,"[('When', 'WRB'), ('I', 'PRP'), ('complain', 'VBP'), ('to', 'TO'), ('the', 'DT'), ('people', 'NNS'), ('next', 'IN'), ('door', 'NN'), (',', ','), ('they', 'PRP'), ('are', 'VBP'), ('getting', 'VBG'), ('annoyed', 'VBN'), ('.', '.')]"
674,HIND8237519,"When I complain to the people next door, they get annoyed.",1,"[('When', 'WRB'), ('I', 'PRP'), ('complain', 'VBP'), ('to', 'TO'), ('the', 'DT'), ('people', 'NNS'), ('next', 'IN'), ('door', 'NN'), (',', ','), ('they', 'PRP'), ('get', 'VBP'), ('annoyed', 'VBN'), ('.', '.')]"
